Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Time_Period_Evening,Time_Period_Late Evening,Time_Period_Morning,Time_Period_Night,Rented Bike Count
10.4,98.0,2.5,116.0,10.0,0.03,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,676
20.6,43.0,1.1,1104.0,7.5,1.84,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,992
14.4,61.0,2.3,1945.0,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1306
23.2,30.0,4.5,1787.0,4.6,1.49,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1223
6.6,51.0,1.8,2000.0,-2.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,752
27.2,73.0,1.5,1005.0,21.9,0.0,0.0,,Summer,No Holiday,Yes,False,True,False,False,1980
7.2,96.0,1.0,700.0,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,77
9.1,76.0,3.5,1113.0,5.0,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,633
26.6,54.0,2.3,2000.0,16.5,1.24,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1635
-0.5,90.0,0.9,91.0,-1.9,0.0,2.5,2.7,Winter,No Holiday,Yes,False,False,True,False,9
22.2,32.0,2.8,1124.0,4.7,2.91,0.0,,Spring,No Holiday,Yes,False,False,False,False,1115
-7.4,33.0,1.4,2000.0,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,184
18.8,88.0,1.2,798.0,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,625
20.7,97.0,0.9,2000.0,20.2,0.02,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,534
9.6,38.0,,1052.0,-4.0,1.71,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,686
20.2,,0.5,468.0,19.8,0.0,6.0,0.0,Spring,No Holiday,Yes,False,True,False,False,26
12.1,67.0,1.5,430.0,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,957
13.4,46.0,0.8,1718.0,1.9,1.61,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,936
20.6,24.0,2.0,950.0,-0.7,2.29,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,702
30.9,47.0,1.0,2000.0,18.2,1.62,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,860
9.8,46.0,1.2,710.0,-1.2,1.13,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,751
21.1,48.0,0.3,2000.0,9.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,339
15.7,88.0,0.4,2000.0,13.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,538
21.5,89.0,3.0,350.0,19.6,0.18,,0.0,Autumn,No Holiday,Yes,True,False,False,False,520
3.7,59.0,1.8,978.0,-3.5,0.51,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,285
-15.3,34.0,1.7,2000.0,-27.6,0.0,0.0,0.5,Winter,No Holiday,Yes,False,False,False,True,93
18.6,62.0,0.6,2000.0,11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1430
14.7,55.0,1.6,2000.0,5.7,0.0,0.0,0.0,Autumn,Holiday,Yes,False,False,False,True,558
-3.2,,2.1,1887.0,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,259
5.5,30.0,2.7,1150.0,-10.7,0.01,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,619
16.9,34.0,2.5,2000.0,0.9,0.74,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1896
14.0,96.0,4.1,292.0,13.3,0.0,18.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,21
27.3,38.0,2.9,1784.0,11.7,2.41,,0.0,Spring,No Holiday,Yes,True,False,False,False,1550
26.7,84.0,0.4,994.0,23.7,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,346
24.0,55.0,2.2,1691.0,14.3,0.12,0.0,0.0,Autumn,No Holiday,No,True,False,False,False,0
22.1,65.0,1.3,1611.0,15.2,0.09,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2276
13.9,68.0,0.9,1912.0,8.0,0.34,0.0,0.0,Autumn,No Holiday,No,False,False,True,False,0
12.7,67.0,0.5,2000.0,6.7,0.0,,0.0,Autumn,Holiday,Yes,False,False,False,True,222
-1.1,78.0,0.6,865.0,-4.4,0.0,0.0,0.8,Winter,No Holiday,Yes,False,True,False,False,252
5.8,74.0,2.5,,1.5,0.0,0.0,0.0,Winter,Holiday,Yes,False,True,False,False,249
18.0,26.0,2.1,2000.0,-1.8,1.45,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1409
-3.3,39.0,0.9,1279.0,-15.3,,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,589
16.1,63.0,1.2,,9.0,1.08,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,583
4.4,80.0,1.6,393.0,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,115
-5.5,26.0,2.8,1967.0,-22.0,0.64,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,269
6.5,40.0,0.8,804.0,-6.1,0.23,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,455
8.1,96.0,1.5,281.0,7.4,0.21,1.0,0.0,Spring,No Holiday,Yes,True,False,False,False,31
13.9,94.0,2.6,303.0,12.9,0.21,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,813
11.9,71.0,2.7,589.0,6.7,0.0,0.0,0.0,Autumn,No Holiday,No,True,False,False,False,0
23.6,38.0,1.4,2000.0,8.4,1.04,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,2349
22.2,70.0,0.5,1056.0,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1819
5.2,60.0,2.0,2000.0,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,85
0.5,,4.7,1172.0,-9.8,2.49,0.0,0.0,Spring,Holiday,Yes,False,False,False,False,311
5.2,78.0,0.3,1182.0,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,1047
25.7,66.0,0.9,1976.0,18.8,0.64,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1990
6.4,51.0,1.0,1398.0,-3.0,0.19,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1083
19.1,56.0,2.4,1802.0,10.1,2.15,0.0,,Autumn,No Holiday,Yes,False,False,False,False,1188
5.1,33.0,1.4,1842.0,-9.8,1.1,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,659
24.2,62.0,1.9,1225.0,16.4,0.39,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2481
24.9,88.0,1.1,2000.0,22.7,,0.5,0.0,Summer,No Holiday,Yes,False,False,True,False,173
7.6,36.0,5.3,2000.0,-6.5,1.8,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,908
16.8,52.0,1.6,2000.0,6.8,0.0,0.0,0.0,Autumn,Holiday,No,False,True,False,False,0
2.5,95.0,1.9,838.0,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,19
12.4,87.0,1.0,317.0,10.2,0.24,1.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,54
5.6,69.0,0.1,2000.0,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,227
28.5,62.0,4.9,1882.0,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1241
9.7,,3.6,,-4.6,0.37,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1611
25.5,43.0,3.1,1760.0,11.9,0.41,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2615
-3.5,,0.9,2000.0,-14.3,,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,275
19.1,97.0,1.2,402.0,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,162
4.4,89.0,2.2,257.0,2.7,0.24,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,200
4.2,68.0,2.4,446.0,-1.1,0.0,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,360
-15.9,37.0,2.4,1985.0,-27.2,0.0,0.0,0.7,Winter,No Holiday,Yes,False,False,False,True,22
20.2,89.0,1.0,1854.0,18.3,0.27,0.5,,Summer,No Holiday,Yes,False,False,False,False,110
27.4,52.0,3.8,1998.0,16.6,2.67,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,987
-3.2,,0.0,1808.0,-6.4,0.0,0.2,0.4,Winter,No Holiday,Yes,False,False,False,True,78
9.8,52.0,0.5,1255.0,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1239
17.7,63.0,0.5,1324.0,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,2065
10.4,43.0,0.7,2000.0,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1215
20.5,70.0,1.2,2000.0,14.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,248
18.2,69.0,3.2,625.0,12.4,0.87,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1409
21.7,23.0,2.5,1404.0,-0.3,1.97,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1386
10.6,34.0,2.8,920.0,-4.6,1.07,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,793
1.2,64.0,0.9,1680.0,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,129
13.3,71.0,,,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,949
11.3,74.0,1.2,350.0,6.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,877
18.0,61.0,1.8,2000.0,10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,329
25.5,43.0,1.0,1568.0,11.9,2.49,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,959
-7.1,39.0,3.2,2000.0,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,159
17.9,95.0,1.7,1298.0,17.0,0.0,2.5,0.0,Autumn,No Holiday,Yes,False,False,False,True,24
25.9,71.0,0.3,2000.0,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,270
25.3,73.0,0.6,1979.0,20.1,,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,286
9.0,76.0,3.0,288.0,4.9,0.45,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,736
1.1,33.0,2.5,2000.0,-13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,691
20.7,47.0,0.9,1987.0,8.9,,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,596
19.8,46.0,2.5,1837.0,7.8,2.3,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1516
10.1,58.0,,605.0,2.1,0.43,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,810
3.7,58.0,1.3,474.0,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,321
2.8,,,592.0,1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,170
32.6,58.0,3.2,1962.0,23.2,0.45,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2112
31.5,69.0,1.5,1512.0,25.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,647
16.8,0.0,0.8,1387.0,8.9,0.36,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1502
23.9,75.0,1.7,1192.0,19.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,861
7.1,68.0,0.6,1082.0,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,313
21.3,30.0,4.3,2000.0,3.0,2.78,0.0,0.0,Autumn,Holiday,Yes,False,False,False,False,1099
2.0,65.0,2.2,1885.0,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,178
13.0,97.0,0.8,211.0,12.5,0.15,2.0,0.0,Spring,No Holiday,Yes,False,False,False,False,22
5.4,18.0,1.2,1923.0,-17.0,0.96,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,340
-1.0,43.0,1.8,2000.0,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,848
7.2,26.0,2.3,1398.0,-11.0,0.33,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,929
26.8,63.0,0.6,2000.0,19.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,587
36.7,44.0,1.4,1765.0,22.4,1.9,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,550
10.1,75.0,0.0,922.0,5.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,520
33.7,53.0,2.4,,22.7,0.78,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2305
1.1,67.0,1.7,1506.0,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,51
-3.3,70.0,,1324.0,-7.9,0.25,0.0,0.2,Winter,No Holiday,Yes,False,False,True,False,440
28.6,67.0,,2000.0,21.8,0.0,0.0,0.0,Summer,Holiday,Yes,False,True,False,False,1350
3.0,34.0,1.1,1032.0,-11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,140
-5.7,30.0,3.6,1978.0,-20.5,0.4,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,239
7.5,48.0,1.0,1458.0,-2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,102
30.6,64.0,1.2,1705.0,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1421
-0.2,87.0,3.5,246.0,-2.1,0.0,0.0,1.2,Winter,Holiday,Yes,False,False,False,True,32
6.3,,3.3,2000.0,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,297
26.1,76.0,1.2,1867.0,21.5,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1828
7.8,59.0,0.6,768.0,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,520
3.3,69.0,0.0,2000.0,-1.8,0.06,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,1699
17.9,32.0,4.6,1874.0,0.9,3.28,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1206
21.4,97.0,0.1,404.0,20.8,0.0,0.0,,Autumn,No Holiday,Yes,False,False,False,True,500
22.9,74.0,1.3,1162.0,18.0,0.84,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,813
27.4,33.0,2.7,1955.0,9.6,2.5,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1207
14.2,72.0,0.6,947.0,9.2,0.04,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,299
-11.9,61.0,1.8,1759.0,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,42
29.3,58.0,0.8,2000.0,20.1,0.23,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1241
23.0,63.0,3.1,2000.0,15.5,0.03,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,2489
9.1,60.0,2.8,2000.0,1.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,346
7.8,85.0,0.9,1542.0,5.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,193
24.1,42.0,1.2,1770.0,10.3,1.93,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1970
11.3,42.0,1.6,1189.0,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1003
12.9,97.0,0.0,406.0,12.4,0.0,9.0,,Autumn,No Holiday,Yes,True,False,False,False,40
9.1,81.0,0.0,493.0,6.0,0.0,0.0,0.0,Autumn,No Holiday,No,False,False,False,True,0
22.2,72.0,1.0,1786.0,16.9,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1807
-9.5,35.0,1.1,2000.0,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,236
0.6,33.0,1.9,2000.0,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,213
22.0,96.0,0.1,387.0,21.3,0.0,0.1,0.0,Summer,No Holiday,Yes,False,False,False,True,460
4.5,72.0,2.7,529.0,-0.1,0.03,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,683
2.4,89.0,0.7,321.0,0.7,0.0,0.0,2.6,Autumn,No Holiday,Yes,False,False,False,True,138
29.5,29.0,4.1,,9.5,1.84,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2131
-8.1,59.0,0.7,1915.0,-14.7,0.0,0.0,1.6,Winter,No Holiday,Yes,False,False,True,False,95
19.4,45.0,2.0,624.0,7.1,2.05,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,618
20.0,63.0,1.8,2000.0,12.7,0.0,,0.0,Summer,No Holiday,Yes,False,False,False,True,331
26.0,35.0,0.3,2000.0,9.3,0.2,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,2368
2.6,40.0,1.8,1095.0,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,236
5.7,81.0,2.5,292.0,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,291
11.2,78.0,0.5,802.0,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,876
-13.0,53.0,0.7,1810.0,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,45
4.7,86.0,0.7,717.0,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,23
2.1,48.0,2.8,346.0,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,220
20.5,97.0,1.1,726.0,20.0,0.0,4.0,0.0,Spring,No Holiday,Yes,False,True,False,False,18
17.0,,1.1,1299.0,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,987
19.7,78.0,1.3,740.0,15.7,1.17,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,810
8.8,85.0,1.1,438.0,6.4,0.11,0.0,,Spring,No Holiday,No,False,False,True,False,0
3.0,32.0,1.6,1518.0,-12.1,0.38,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,303
2.5,71.0,,1055.0,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,195
22.0,64.0,1.8,1211.0,14.8,,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2000
29.3,49.0,2.0,1875.0,17.4,1.65,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,719
28.7,86.0,1.4,,26.1,0.32,0.5,0.0,Summer,No Holiday,Yes,False,False,True,False,797
3.9,19.0,3.6,2000.0,-17.6,0.58,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,514
2.1,33.0,0.5,1981.0,-12.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,107
17.3,95.0,0.7,155.0,16.4,0.16,3.5,0.0,Spring,No Holiday,Yes,False,False,False,False,63
18.8,54.0,0.1,2000.0,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,835
23.4,59.0,3.0,1974.0,14.9,1.46,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,1195
16.1,30.0,1.0,1125.0,-1.5,1.06,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,971
9.6,66.0,0.9,1685.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,224
14.7,32.0,2.0,1934.0,-1.8,1.13,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1206
15.3,53.0,2.4,2000.0,5.7,0.0,,0.0,Autumn,No Holiday,Yes,True,False,False,False,1769
10.2,34.0,2.3,1919.0,-4.9,1.19,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,620
37.3,40.0,1.8,1666.0,21.4,1.52,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,535
24.1,69.0,0.9,1662.0,18.0,0.76,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1049
19.4,45.0,2.9,778.0,7.1,1.13,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1460
-3.3,35.0,,2000.0,-16.6,0.0,0.0,,Winter,No Holiday,Yes,True,False,False,False,477
-0.2,90.0,1.2,378.0,-1.6,0.0,0.0,4.1,Winter,No Holiday,Yes,False,False,True,False,35
-1.5,91.0,1.7,270.0,-2.7,0.0,0.0,3.3,Winter,No Holiday,Yes,False,True,False,False,72
11.8,96.0,1.3,221.0,11.1,0.12,2.5,0.0,Spring,No Holiday,Yes,False,False,False,False,6
1.8,,1.2,387.0,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,212
21.0,48.0,0.6,2000.0,9.5,0.01,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,417
-1.2,63.0,0.9,1846.0,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,122
25.3,55.0,1.4,2000.0,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2055
26.3,63.0,0.2,2000.0,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,438
20.0,96.0,1.6,287.0,19.3,0.39,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1238
13.2,44.0,1.6,710.0,1.1,0.76,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,935
21.5,62.0,0.1,1827.0,13.9,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1394
23.0,74.0,2.4,473.0,18.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1932
8.3,81.0,1.1,642.0,5.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,161
14.2,98.0,1.5,135.0,13.8,0.0,0.2,0.0,Spring,No Holiday,Yes,False,False,False,True,141
16.7,28.0,1.0,1996.0,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1292
-4.9,59.0,0.6,1992.0,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,302
1.8,75.0,2.0,484.0,-2.1,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,41
-5.4,31.0,4.1,1945.0,-19.9,1.13,,0.0,Winter,No Holiday,Yes,False,False,False,False,253
20.5,35.0,1.1,2000.0,4.4,1.13,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,842
3.3,80.0,2.1,232.0,0.1,0.0,0.0,,Winter,No Holiday,Yes,False,False,False,True,50
-5.0,70.0,2.7,702.0,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,80
9.2,64.0,0.7,2000.0,2.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,694
35.8,49.0,3.9,1633.0,23.4,1.52,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1105
2.0,30.0,1.3,1995.0,-13.8,,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,729
16.9,84.0,0.9,2000.0,14.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1162
30.6,31.0,2.7,1240.0,11.5,3.24,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1062
20.3,25.0,1.8,2000.0,-0.3,1.15,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1603
5.7,75.0,1.7,706.0,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,337
5.4,75.0,0.4,905.0,1.3,0.11,0.0,0.0,Autumn,No Holiday,No,False,False,True,False,0
-1.1,38.0,2.8,1999.0,-13.6,0.0,0.0,0.0,Winter,Holiday,Yes,False,False,False,True,123
-12.8,56.0,2.4,1507.0,-19.7,0.02,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,70
2.6,33.0,1.5,1185.0,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,287
3.5,53.0,1.0,1338.0,-5.2,0.22,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,457
12.0,39.0,0.6,1386.0,-1.5,1.44,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1013
26.1,49.0,1.9,1960.0,14.5,0.1,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2387
-8.7,42.0,2.1,1981.0,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,81
15.7,41.0,,1322.0,2.4,2.01,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1028
19.4,79.0,0.8,563.0,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,340
19.6,54.0,3.9,1154.0,10.0,2.41,0.0,0.0,Spring,No Holiday,No,True,False,False,False,0
21.7,39.0,3.3,1979.0,7.1,2.09,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1025
12.2,79.0,1.8,351.0,8.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1289
35.4,44.0,1.2,1887.0,21.2,2.58,,0.0,Summer,Holiday,Yes,False,False,False,False,586
17.8,75.0,1.0,1210.0,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,306
18.5,72.0,0.6,1168.0,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,214
20.6,78.0,3.0,684.0,16.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1979
10.3,77.0,0.7,341.0,6.4,,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1353
31.2,56.0,3.4,1943.0,21.3,1.82,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1856
13.2,49.0,4.2,1999.0,2.7,0.69,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1421
1.1,92.0,0.5,235.0,0.0,0.0,0.7,1.0,Winter,No Holiday,Yes,False,True,False,False,165
-11.5,31.0,3.3,1745.0,-25.2,0.41,0.0,0.3,Winter,No Holiday,Yes,True,False,False,False,196
17.1,77.0,1.5,1748.0,13.0,0.49,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1573
1.3,67.0,1.2,1738.0,-4.1,,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,213
-3.7,39.0,1.4,1595.0,-15.6,0.93,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,310
27.7,32.0,1.4,2000.0,9.4,2.05,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1943
27.2,44.0,2.9,1377.0,13.8,2.59,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1258
15.5,45.0,2.2,2000.0,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1838
11.0,78.0,0.8,412.0,7.3,0.03,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,1423
-6.7,62.0,1.1,,-12.7,0.09,0.0,2.0,Winter,No Holiday,Yes,False,False,True,False,239
25.3,48.0,1.8,1935.0,13.4,3.42,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1035
34.3,45.0,2.3,1466.0,20.6,2.47,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,928
-1.3,34.0,0.5,1192.0,-15.1,0.32,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,199
12.7,55.0,2.0,1775.0,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1256
-7.0,42.0,1.6,2000.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,93
