user_id,primary_device
6ed4-da1feee094beab825d83-779486c4,ПК
852e-e29775ecb4e513441ad8-49043608,смартфон
2043-73b42c545ccc5b2879b7-b7fe8e98,смартфон
642e-26c5dedbddfc2989396b-58558c69,ноутбук
c85d-69be24c49302a89d6e99-b9633da7,ПК
6238-7920d2cbce788e9b3a47-2570794d,ПК
b34e-7e2e3a72536e5b170387-28d0af54,смартфон
f139-29b476eb1af109ff5af6-640954f4,ноутбук
f2c8-e2ef66684ef4036d1dc7-5ee2fd73,смартфон
7d15-2a685cd01009b5e717e2-facad436,смартфон
e59c-b1641ac880c59dc7dee5-07307a43,ПК
1ea3-df1a24c37c705d281ec0-e0043bd1,планшет
14b6-38d78e421280da4a6a9f-ec2b3112,смартфон
652f-1d9872c64ba90c3eb78f-52a6e9e4,смартфон
42e7-849477feea13e54adaed-0dadc786,ноутбук
b9df-fd1e7f4b1ad78d6179e9-58a8de48,ПК
e0ac-af6a3552cb3ba878c4eb-a836641f,смартфон
0880-474b2c516ce9cbc5e0e0-3e6528a1,смартфон
bee5-1daa77343f416765dbcb-d2188570,ПК
7ca0-7752730e0ebc253fdff8-a0c669bd,ноутбук
8006-8d2ccdac410fcd6d6c45-4e887204,смартфон
41a4-106b8363bf25fa71bbe5-14da971d,смартфон
bc31-f64218a1bca4855c15be-024ca1e0,ПК
79a8-1dd02abb56417e83dcdd-eeda8f57,ноутбук
dc6a-2abd437c8ad4e79673da-ba2546c8,ПК
2e34-820e989a002db4a67dd4-25c5dd79,смартфон
a2cf-e52d7b0aa60506082aa0-41fae715,смартфон
10e8-a0d3df4fc10297526349-22567d4b,смартфон
bbec-b1c72ea3f8336d186929-059f1e88,смартфон
43f5-fefdf0b6fb8fba5555eb-1793fcfd,смартфон
91f6-d69bb15cd9e7644f3ae7-e9ede3f6,смартфон
cda3-8ef64feb790e9e138307-173bd4ad,смартфон
2143-d13f0f2a3dcc3386e4ba-c101a033,ПК
7f73-d2056599d2df04b21f3f-60c85594,ноутбук
40d5-c5c9fc32ac10a38140a8-41e3426f,смартфон
fd51-bc40583f62e609fbe6ad-5fd35924,смартфон
546d-59950d90b92f40925cd0-8862fd95,смартфон
de15-6930bde52bd9d1bbb709-09344911,смартфон
6b03-cb103f6adb7a75733ab7-41b50ac1,смартфон
9a0f-60c93ccbb65d1e58b8cd-454f9d37,смартфон
a13d-b6c5f07fd138fb26bf22-0d3fbb97,смартфон
da08-848d53c67f1c0fd3decb-4b45add2,ноутбук
6537-9c4c9391b1513391b66d-87cf0f36,смартфон
39ae-7598d983ff1ed0da0147-c84a67be,ПК
033d-243b8d6e70fccbe40b11-6f550bc4,ноутбук
5682-1a95e1900a8bc1f92de3-02397498,смартфон
03e5-0202db52016742639213-3121d740,смартфон
da38-1b3b62b2e1f5c0bdec8b-205cbc34,планшет
b919-e85eeb9e7505b09a9ee2-fd8db3da,планшет
1a1d-9d719bd53e09b5bbc904-f94431f0,смартфон
1a0c-9900a2c5cc11e07c0264-86ce7d3b,смартфон
9d77-e58c5c7ead62eae7be7f-21b6c39d,планшет
0aa4-e56d66cb7d57898b5279-32dca820,смартфон
f4bd-a23c0f510067ac3836b6-052bd910,планшет
41e3-173658eeda0f5d3b8472-685cf8e2,планшет
7eda-2a9ef8be26244178e52e-6bac0743,ноутбук
3e46-ca4e2fbd4ed530a6fec8-178a9331,смартфон
bde4-78e62cc983d2ab98d2d5-bdf5019f,ноутбук
317a-01ebbcd0e342533e708b-ec22428f,смартфон
374d-74b971f71279a56ed98d-0665a668,смартфон
75ac-86961c06c1daf374c112-535150f1,ПК
420d-a8f24ab8e466269f6ebb-f82a6dc4,ПК
ad01-321c93fce63ee8b0b126-124fde86,ПК
a17a-a4724807b2d6584411c3-309c70af,ноутбук
6763-ad2c6a79acb21d15a242-7861b375,смартфон
adb2-ecf1031883ba39d9ef9e-b10fc3c2,смартфон
29a7-54cb5b7dfdfab02229e1-69942f48,ПК
4d13-c13cd79a3709fb2e578a-deb2abc8,смартфон
47dd-78b1be27bfd07e9ab0a5-f1278889,ПК
a371-c43cf6e5d58aba047703-0886fc39,ПК
02ee-393632af9f8a08bed94d-ba26429d,смартфон
34ea-32f0b409e1475e5a7a62-c649909f,смартфон
7a32-eac1b19b501cf5b1674a-ca4e914f,ПК
a317-0b0d9fedaf66fb07984e-bb39e5c8,смартфон
0aa3-ba02805bbfb18af69a07-6883b173,смартфон
8b69-1fde372a9fabb17e3bcc-59acb894,смартфон
767c-b274e3a03aa8ce5a5c09-a899f041,ноутбук
6111-ae67c880a87ed50d0193-6841da49,ноутбук
eeb2-ae83f6dfa79608ced07b-aed367ce,смартфон
3812-b5371eaae9f730cb4a29-d0b7ac6e,смартфон
6392-8e6b7cd6376073fdf444-74232eb9,ПК
d86a-ab17c87b37d6d65b77c0-b4641448,ноутбук
8c3e-5a3b7b8951d828b53d1e-da55f06c,смартфон
da55-6374ec86c3fb69e65773-da7e738d,смартфон
25db-22510e4240c5531fb71d-4b8e127c,смартфон
42d9-b3fda5c5bdcdc3e6e62d-3e0c42b2,смартфон
d442-fc2b028bb5f8e37d643a-5bd4fab5,ПК
d2b5-5c40b98f2b9a308a2b68-cab43931,планшет
7409-72db474b1218d1fc5533-d7221e60,ПК
48bf-15c5a73335760e1c17c4-bee7aae9,ПК
9763-157b6374ee92341a0307-3f1e81b0,ПК
be91-0007e7290653aebd3703-94784fe9,смартфон
0ecf-8e9357fa67fc2b6d8144-461c8314,смартфон
72bb-e89148f76e34749edf9e-42432e9f,смартфон
526c-ca155433b0608bbba287-50cad9fb,планшет
513f-5a663be65b823dd2b73c-6fca5e6a,смартфон
b525-0c587bc96e36876acf3f-e57d006d,ПК
fbe1-b8d20eb31cd76814bc55-70226458,планшет
6ebb-fb7e489785ff0563140f-7bd8543f,планшет
9ab9-86e43bfea830b71fac44-aa91c813,ПК
0563-c3cda6c955df3f84b6a8-c4cda42c,смартфон
c977-8ff4b8fc6706a60e08d2-ef39c79f,смартфон
a3cb-9eb940921243c65242b1-7077f7d4,смартфон
c8c5-e8f2e50c480fd7e66b44-0fbb253e,ПК
0c59-195e05b319db2cdc04a5-c83bfed5,смартфон
685a-7cb853e553e4518efc82-d64e7cbf,ПК
f7f1-8c8b883ea77055f8f3c6-4d6379d6,смартфон
173c-c40ce1f10fb895440cf0-a82bdeff,смартфон
0f03-6a3a7f42c133a3b5dd2e-0184d6aa,ноутбук
bb21-ca767f821ce397361dcc-7ee678db,ноутбук
f0b2-745af2ac066ee9648879-d056de93,смартфон
b448-1d08b6fd798396628f1a-be0058ff,ПК
de83-0f202e37027abf41dba4-090085cf,смартфон
ee2e-c34c48eed2369759db13-336a97f8,смартфон
5bb2-04d4184036344ffba60a-6318d989,ПК
35b9-dca1cabb0a07d3080533-feb179bb,смартфон
6964-de15208037ab6ba96d0d-057e03f9,ноутбук
d20c-b067bb28bd6fe679d2f0-903603df,смартфон
cac4-c91ba06301a94022328f-1ab8d5ba,ноутбук
aae7-01b3274e03aa06e6f68e-1ad4ad71,смартфон
0ec8-81f11bb16ec9f09f1827-001035cb,смартфон
6f71-5697ff0cc89b562acb7e-213c7e0f,ПК
9e6f-fa435b28f7226f4397f3-8fa724bd,смартфон
94ab-e57f9d4f50179b59c148-689a89ca,смартфон
601b-2d91c2b648a06b94467a-5a9c68e9,смартфон
fb8e-160c8d5fb91092acd3d5-c8942f1b,смартфон
9a48-d51267dcc917785232bc-b3b57437,ПК
dbda-8283701eb09fa48ff0c3-7d39e267,смартфон
6254-ae1922e94e81ebe0c4e9-ebbc3255,смартфон
b101-c24e6e6194fdc3f323ea-e65bf1ad,смартфон
1541-de0fba327dc475d776ae-38c3bd3c,ноутбук
f1cb-895c1af7c83d518ddcc6-0618050a,планшет
e520-32ad8a46626321b870e6-5840e43b,смартфон
c68a-8e3f6caddb2425df976a-3d1563ed,смартфон
c4e4-636c8f77010fc7bbef6d-ea9900f9,смартфон
a9b7-8e4f06da2625951c391c-03b656ef,ноутбук
70eb-af97384422435647d65f-3c4cdaa5,смартфон
9045-a7eca5f0d02567c56ca4-58b298f7,смартфон
37c1-4e148078180dea5cf748-90d6347f,смартфон
b81e-23a45ce44c314642e7f9-793ddf21,ноутбук
9ec5-0a9b8bbf6d7cc07d2971-b5164a0d,смартфон
f145-815b230254e4bf6bb21e-3bdc980f,смартфон
002d-36514fbad6d7bd7b368c-1594dfee,ПК
0eb3-f794ff40159915cd8c58-82ceebab,смартфон
1000-8854448badaf2ed935b6-433f59e1,смартфон
ecd7-2632e17c00d3582d0148-e19c0a01,смартфон
0575-cda368ca0f6ad9e586fc-5dd276a6,смартфон
6709-5a317714c9375c04a2ee-64fd4f09,смартфон
a4b6-66bd84a9af52d45eb373-b7c91ebb,смартфон
6f13-2b21718589b290f23583-3820539d,смартфон
4853-54150be64aab78677b80-a2cffd26,смартфон
36d5-f1fddf263e48db33d640-6433e8b5,смартфон
497c-a5ef1ba7c1f1dfeda22e-746d105c,смартфон
de6b-425df88cc55f5b131814-0c4dc057,смартфон
0a49-e0e66a68019a08417373-fe54a1ea,ноутбук
fbf1-fa5d2e45abfd6a25e9cb-344b2c8a,смартфон
a1c1-e676e149828158a85399-f99e9212,планшет
bce3-f9a1d735522707cbf109-82ee044d,смартфон
e9d4-7dfe746d275ee841a0e7-1373542e,ноутбук
1e17-2fa56793c119ec9ff315-11829c5d,смартфон
9e6c-6d42f1146a4d5c420ea0-b0008106,смартфон
5924-19fbbec225d0ed4bc45e-f9cc8d45,смартфон
a18a-fba5e3b52aabc0238267-3f1c4115,ПК
fcd0-acee0c0e0a75c500a7cd-9e83f54f,ПК
5b59-e5958bf086d8f98b6f40-e215c0f3,ноутбук
bf7a-7b9b9fb511cb0c7cf3e7-109982f8,ноутбук
20dd-c4bd331a8e65af751701-9b6cbe1f,смартфон
4e37-7b4a3f6331cf84c4fe7e-d14c20a9,смартфон
a263-086bb8cc2bf33a1b8492-1e8ad1d6,ПК
6947-123ab6fa6cf3f66806ed-18331055,смартфон
a74c-4df290395a197293274a-cc8df7b2,ноутбук
2856-791875e57a66763cdada-1ff2f26e,ноутбук
80bd-1569f3bd461ee4e0af33-aa1a774f,ПК
1ab5-21de581ed9bd6c94f4ab-cca6592f,смартфон
ccd5-e0ac654b062d2bba5270-68c78b8d,планшет
e56d-e278b75b850ebbe6dbe4-7421f709,планшет
8665-bd8485560c5fafbf9af1-6bd7dd52,смартфон
accd-7d6fb783a4404c586b5b-e3224954,смартфон
4182-fbc91e8ec045d8841449-07e89bdc,ПК
a116-ee249d606ab8e2bc74e6-638d167e,смартфон
c722-dd5b49e0abc0d59ae00e-b1d24ba1,смартфон
56cd-6db3523b68b726d3c6b2-1223d2a1,смартфон
5384-dc9b2024da1ed110b46d-fdffb359,смартфон
dc81-80030eb56d2252da1134-cea9024a,ПК
5052-a71191a85916b8ab91d8-04dc8b7d,ПК
7a51-0e8325563f75c2c2b6d7-447fe638,ноутбук
77ab-d32d733be0be18716b01-e54272d6,смартфон
e455-e79d05ce7294266969aa-5c7c0a44,ПК
3f68-9c6c9108f0290db0c4d1-e3e3e1f8,ПК
72cd-8ec93bf1bcbe4e6d4ea0-3b60b4e3,смартфон
c087-acc64d532e6d4eae64a4-86fa32cc,ПК
45b3-c0436fc77f7d5302a7b4-fc3a635c,ПК
49d7-e2ebb0ffdf57bf6a0f6f-d5e36796,ПК
c1bf-fc08b3a2bd36111ed005-a9699c48,ноутбук
358c-6d9b0c1c520ea44cfddb-fe514725,смартфон
e470-dd348fcf4284742af095-57a43567,смартфон
c404-a066a3f6874b3a5fa776-18d91fcd,ноутбук
60b4-39965a1d3857618f9013-1b769d1a,ПК
3e27-1977b69a3819fdf11a4a-5b0dca21,смартфон
37b7-f7aec203ceba94562db7-f228d9c3,смартфон
1b4c-62d0107b3966f2ba8cba-30d6f2f6,ноутбук
512d-4d0b13f4835b1d80169c-42f08020,смартфон
ccc6-a712feee55a6c2f300d1-4294b1a5,ПК
cbc0-2bc6912d8a705d7c5636-b74a3a0f,смартфон
64c9-d63648a9c92c5cd902d2-98ba916f,смартфон
8cea-c8d861b02e7de6d37965-23a53c3a,ПК
e4f0-a1c2b0177d7f7ac8c70d-228814eb,смартфон
f00c-1bf1415b4377c2c229ee-cef74c27,смартфон
d281-ea6cd2ddc64fd2ec9e19-a1dd1ad3,смартфон
8744-0b530977b5ba2d0cb266-1ed0ba84,планшет
1405-4113d4b1a07104d0031a-68cff614,ПК
d99b-f711af6a0f4ffd9f5fd3-5bcb28cc,смартфон
3b4e-f52757e3223cd016b704-6efcef12,планшет
efe6-9fcd49de93faf555527b-ba023e7e,смартфон
f61c-4630314a5d9af2846089-3521c652,смартфон
d61f-b27bfe4bd35caf8840dd-59323c84,смартфон
bcbb-9873f95d40ef543fe993-b1757458,смартфон
bc18-4832fed2503feb37384b-60cfd7c2,смартфон
44b4-81ac59d9130d3a7e31df-c0f4b3fb,ноутбук
e85a-8e83f7a9239621d39f64-006e0804,ноутбук
45b7-9e4c45b23d1011dc6a81-49cb70ce,ПК
3a9f-24f087da170b4ad8087c-297ff41e,смартфон
8285-f74cb62d50a2e2ac24ae-a91b868d,смартфон
93ce-efe9b3739dc24e2e3e79-b951d388,смартфон
aeb7-6c9da68d890a8237451e-8b91c1ef,смартфон
046e-5457d3c72ee9e2b3a1bd-9b0ca5e3,смартфон
ed61-cb11f676e36332755e29-aabae64e,смартфон
12f0-1a3667d5131e31361ef2-c75d46f6,ПК
cc80-117d8467c64d63447a36-b12986c5,смартфон
e2bd-8f3b868861c13194cc58-18489190,смартфон
5127-af1585ecbf1c7ce4730a-04197c32,ПК
637a-d857ca3da8ac0777e016-580f8a5d,смартфон
b869-357aa68ba98b96ffb50f-20e58c8c,ноутбук
4731-104da8508c2961b7c911-af08893d,ноутбук
74a3-ba3dfdd215065046c4a8-538b3b52,планшет
9907-64518e4e59deef707dff-5fc9465c,смартфон
512d-9474bf51b6e09e8c663f-0d0559ee,смартфон
343a-b6897cbb2d17533c1860-6021f506,смартфон
7e2e-5b804a9934c73a4af6e1-4dfd9038,ноутбук
7398-9fbdfc62f01ccbe46ec0-0d3e57f8,смартфон
bdca-24f32926adada7fbdb65-625bffcd,смартфон
3858-753a5e3bbc0e24f22858-bd375023,смартфон
32c7-c6cfe74ba1dbb7fed376-4d4ba081,смартфон
4ea6-81b1f67439c391a48446-9a5dedfd,смартфон
7d22-f9b0313a89b5b15653c0-91791da3,смартфон
acab-7d48c08c554a38cd5cc0-88db0a20,смартфон
109d-31347d2b25c8577ded58-a5455753,планшет
c794-2fc578adba2b87c621a2-fccdfb58,смартфон
72f9-6777ac5851fc17d4d32e-2693155b,ПК
ebec-d65975d1ac97451c2c31-f638fb58,смартфон
8894-021102edee01687eb65c-9e9953fa,смартфон
0e15-9578a194f95167876f62-b4005a6b,смартфон
9ece-dfbf0799c669d716bf9d-0bdb13b3,ноутбук
8878-dba4daf36efaf1f3fa91-efd99780,ПК
544f-bba9a09ad0632659de70-e8f8511f,смартфон
17f3-e1da17186080eb265bf3-3a206c63,смартфон
807d-f6ed86459fd466cbb410-65d9cd6a,смартфон
1dd9-987052d182a270fe0953-53e90fef,смартфон
ca31-8fb76d0a5c07f8311129-b7bec6c9,ПК
6864-e9e48b5a23ddd2b34a2f-8052f639,смартфон
e499-b86d063c25cc592a8d6d-cdb272ec,смартфон
eb2d-8a62d69a94a4a9a5d4ee-3c905b63,смартфон
c41b-b856787c7382f0e6196c-bb196c96,смартфон
4c90-dd844823d2807ed63c79-07a8ad30,смартфон
c17b-6d0412a5723884951494-d1111187,ПК
7eb2-c1eb8312db0f6fd48f08-f4b55d67,ПК
691d-808eb11aa03c7900bf26-05203530,смартфон
4152-8d2981d2b346381075c3-726d5619,смартфон
d6a3-e02eacb5271cd167d09b-206fe0ce,ноутбук
b10b-eec0b6fa20c86039d86c-4547db9f,ноутбук
25ce-88111abfb62c3710a4b0-f38e1ffd,ПК
aa73-4f5798200ec2e17b2426-dd9ba301,ноутбук
a1f7-960ba5bf30e0b1c3acfb-ef0661cd,смартфон
79c9-22b9517706faf858e17f-d15e8e5d,смартфон
8285-24c3fce370fa62d58424-3d8be4ab,смартфон
8799-0c8f6b75a02c0a84c1a2-4e214cfa,смартфон
4b6f-6e7c4579c21ee407f2b2-486b2354,смартфон
741f-7e7567e7250f2119588f-953725fa,ноутбук
21e2-9f233d57b4b51137bce5-a0e87b06,смартфон
18c6-f16430b6d7c999f5e478-5c890e72,смартфон
2395-09ae3f22e6644ddf92dc-caa7feab,ПК
bf27-796a4cfcd4066b69072d-8bd18814,смартфон
031c-e8d95f0ec084448faed8-a61bd4a3,смартфон
7360-0655c3d1e45ed513f205-9bd25847,смартфон
122e-33b22f45e049e4a637de-260ed817,смартфон
64c7-b009b7438657ce74c34b-63585121,ноутбук
26b7-0a9de0fd89d29709d523-ffed1492,ПК
192c-160b8b53f1352266452e-bfa3e4bf,ПК
2f18-9ff45becc46cb7408334-58f2c26d,смартфон
f6c1-dfc8cf4fc5bb08cb4d5e-e5507f27,смартфон
550d-39fc12e2e239e867475a-8afa7f4a,смартфон
82e3-84ab6df003e82f9959d2-1f70b821,смартфон
01a7-cdb3c90b567c222b9542-1ee82dc6,планшет
8129-8cfbea53da2f5ea543a4-1d89fb51,смартфон
da5e-b10bf2fb754afdb1fb60-c98158d3,ПК
4909-ea92d7aea79376856efa-7e80377d,ПК
9bcf-1a47cba3863216431597-c065e685,смартфон
0bbd-0d8da76cda008be9cf9f-e2e5ac26,ПК
c42b-6e071fdad8cf6992eb7b-11e44935,смартфон
8f78-8288322f381b00529ab4-01878054,ПК
acc8-fa625fd91291eda95885-3c5d7cdd,смартфон
7efb-dd15918e66e442c41c34-7f7bbb12,смартфон
06e7-4d1f7565498305555e12-9dec6f4c,планшет
1afa-ec92076a117abf8baa87-21d8a846,смартфон
21e9-54e38a336bbcd4624dc2-b079cd98,смартфон
fa79-728c76d62040825935b0-42abfb8c,ноутбук
933e-8b794f7e53005dc0617a-8a3190e3,смартфон
7467-6be41effe12b0c335622-0f9939c0,смартфон
95d9-a7a816854e80035cce6f-93f24f9c,смартфон
8493-2d0ccd54b78f5173a5aa-8e73eb42,ПК
80e0-5fa8308e845226742bda-bdd94a05,смартфон
5ff2-0a5aa967e353041283b9-ff7929cc,смартфон
088d-bf1fc8638ace51259666-42b43f2c,смартфон
a4ed-e4c8e1e99b284929e11c-47e1d53c,ПК
fad7-328f93f4b344b54534cf-9c6c6df6,ноутбук
3ad4-04d5bc69c22ef7c72edd-52d9751a,смартфон
7cf7-3e6ed904ad67d72b8ad1-3f111e58,смартфон
cf5c-d7968cf908b4c243f184-4a80107e,смартфон
d4ed-f4abe06abbe3d127049a-d67182b8,ПК
4fb2-788262fdf08d2b623c63-d7e4c29a,смартфон
a19a-035e207e0f4d19c80b1a-cf651419,смартфон
4c95-fba6aec9689f5ebdaa3b-d1afe647,смартфон
0bec-ca97d880d860eaff383f-5b33c683,ПК
b983-9a2011d9447fd4bf24a5-6edc17a4,смартфон
f99f-e0025eae73fd8a912ab2-bd15982e,ноутбук
93d5-82677d0dc49dfd4e9f29-ad86e161,смартфон
f18d-ad6101239c3533e84a83-9b100d3a,планшет
4feb-d36b53e8105dbd3ba4a7-4c02cbee,ноутбук
64d3-186c39118e4bcfe56e35-bd3d726a,смартфон
6972-c767da4670a68d494810-fc9525dd,ноутбук
050f-09ac2feeef49896ca5d1-1535e6b2,смартфон
27c3-4f431914a50a10d4536f-cf84d76f,смартфон
54bb-22822f1f6473a4136a40-a7d87cb7,смартфон
8f31-d08643984fe187fe437b-b15584f6,смартфон
8135-3b2f1162f9a5894e0b90-f6b3f961,смартфон
5040-5bdbe8deb614f580d093-b81a3f05,смартфон
10a3-afe476f9763854cb23d6-1e03f2d5,смартфон
5248-0f7d9077c3b8590cdb0c-3674427c,смартфон
f85e-8c9e2620501727d202c2-5afcd081,ПК
a60f-299d4c36301a7ed49504-a7526064,ноутбук
f5e6-fab8f7fafd8242b99149-e2b731b5,смартфон
f10d-5fba5161848972215f17-b7df9725,смартфон
69db-4efe812b8bbe5bd00cce-91d07c72,ПК
7849-d1c89e0fd3bef39845b1-b80f1d96,планшет
0be5-e980896f15ab265d2e52-c20451c2,ПК
252a-c229687738532af38e75-cfe8eb18,ноутбук
d6ee-914e431e8d85f455dd5f-8256d88c,ПК
2d3c-95320413df5331dfa4ce-43132598,смартфон
c198-782bf0e82e2370c8d4ff-c6de0ba2,ПК
9479-edfb6f87440a2ce7f84c-3aa93b71,ноутбук
55ed-df66ed0366a9b8beee19-13dd3125,смартфон
6b39-c9c626bea76a270d1ba2-e6020ee2,ПК
821a-0eee74ff2069dc1631b3-b7ede8a8,ПК
b572-e98e0732bc93e93a65ed-f5c1930e,планшет
7eab-529bd22e58467d5d2821-254545cb,ноутбук
b106-24bc7d759716f4b759af-766e9533,смартфон
b93e-5536c37c8e8c43a44873-9e8af79a,ноутбук
eea4-101dc7197115b2d46f0b-b030d27c,смартфон
62ec-24c0439f710d848562c3-820db4a6,ПК
2826-d6a08323fbdadd233612-55bdf1d0,смартфон
81b0-6c73adf3e63dc89fcd63-2811fe14,смартфон
febb-d2777c5e75396f133f5c-77248518,ПК
912f-24d3fdab867690bee4ad-0ea9424b,ПК
ca24-d200f698739bbae018b1-6bff7c76,ПК
4de6-0061f632c2f5e8d038bc-d54f9d97,ПК
f6ad-ae0cd7743eae018fd76d-0906486e,смартфон
c8df-762380979a02390bdde9-21e111b6,смартфон
d85d-814474ea0ec6d4d3a13d-bfd71b88,ноутбук
4a1d-932dd2c5ab6e629ed278-9646a3a9,ПК
ed4c-2a5c80026668d83a2958-c70e373d,смартфон
49c6-082fb4d8f124be213cb0-a9f06f28,смартфон
d065-75f1ea209b06b2a07c9a-54042d94,ПК
3e16-6c0a276fcf7415107a31-e3fd389d,смартфон
139a-2bc7be0dfa320460d746-65e646ae,планшет
1d88-5642ec5c3c23debb50b1-ecdb7a70,ноутбук
13fc-271519f49114d61dc24b-f794b4be,смартфон
c2ec-d85b0b3dfb8ccbaff3e3-49e82816,ПК
dc11-8df8909e099ef96cf140-053e5f2f,смартфон
8792-8b64828d6a780142b69d-d8fc6f66,смартфон
461a-7795f221f3cf3af399c7-498279cf,ПК
d9d0-13658f2b4181b3fa00b1-6438efe0,смартфон
7b70-59e71dec65aa1c43b412-ee75f54b,ПК
6450-286fc3b8f98960b5f203-f69ba455,смартфон
e976-4558f228609dfcd5039a-281c5683,ПК
a423-f6e796cb48d07bd83532-8b2c049b,смартфон
08c7-b9c7bb83b4b040cee8f8-4a566036,смартфон
b719-cf1bcea3391e765c73ba-d5e94be9,смартфон
1732-29c5e5942ff3f4a49490-0c007f62,смартфон
7bc7-528d9984666f8f2bee7b-971362e5,ноутбук
0bce-9fa1b016d652062a40ec-32f18309,смартфон
2c75-4e683bd1dc419c47d86f-f1f974db,ноутбук
e369-a34886993e455bc3b479-cf59f04d,смартфон
85ab-3526fc25add831c3aff8-8a336c3f,планшет
e748-296631cab24270814caf-1b9bd557,смартфон
9682-d4d1a1e8e68dc45f9d5d-78d513c2,ноутбук
7494-011f507322b06279b353-0b788d9c,смартфон
8ebd-39cc5ed1734840fac4c3-b2fcdfca,планшет
867a-bc287e8e837a5cfd0193-7190e6fa,ноутбук
1212-139bdafccd74df323263-ba444fe6,смартфон
20e7-cbe37f4cb16e6c5a53d8-d2995daa,планшет
3d79-779309dc558358c91a9d-121e84f3,ПК
8c08-8f7c7c2f9ffb1258fd29-797525e2,ПК
6010-1fde1d07d5f004073b34-af209d6d,планшет
a6a1-94afe55d60f9f41352dd-9b8fc5ff,смартфон
98e4-62202f991f2da9f75105-14a1205a,смартфон
0931-06dd9c8ceb2fecd2b2d7-8e547238,смартфон
c02e-44deb9bbcd1811318fc3-68af3b95,смартфон
6ac6-57feaf63485cfa2f3477-5df006cd,смартфон
db44-de94ec0c8d5ffabbc2ce-20b758f4,смартфон
b497-98102104474fa1c7add4-0554eed0,смартфон
a41d-2bb6112b1dc2e0732b69-2dab0146,смартфон
70d8-9e144f8eb1a984603211-1ba8f296,смартфон
3bb0-37e89af8f186062110b2-c44bbf2e,смартфон
414d-c3f7e6eda9b4c51a6f18-a4be4c65,ноутбук
ee3b-6adef802302e1dd21c11-d8499c48,смартфон
0b95-eec17e36b14ca6cab4da-441d6b8c,смартфон
c9e3-fd6014e711c13935efda-207b623a,смартфон
92c0-fb9759beaefb2ba85724-030c9f8c,ПК
419d-2dea3b20d0124751d38b-22c0b4fe,планшет
93e8-f3cc113d4d6c1c11e6b3-71007882,смартфон
0f26-0284ee0b1b4f32bdf68d-1c1213fc,смартфон
2ff4-f8afe36e6a25fe1b6a57-4c1a381e,ПК
d6a5-6538a68cd4e383a5f96a-5e1c43ba,смартфон
b11f-df2ba48efeed2ca0bd21-09b83cbd,смартфон
62d7-de7dab62494a4b38a365-41790a90,ПК
144f-b7912768c4c10fe38115-e42ac351,смартфон
fbd1-ea5c44009dc6fdfcfbdb-4797936e,ПК
6cb3-0b966a47cc2d4451761a-68d18a43,смартфон
6941-981300971a6e26d579b1-7d683920,смартфон
4f9d-faae8be559f17b9167eb-ee2c7d62,смартфон
9dc5-16249c89eab8b97be07b-1b825082,планшет
650d-79127e45624056f8e04f-abecfef9,смартфон
bb80-e9b33ebbb0a97b2d6fc6-04178a5a,планшет
40da-a16eede29645b49b3548-74d11057,смартфон
1258-abda4c950ec917135a7f-d6ec1094,смартфон
4b8c-03e994242193852d7a16-2d699440,смартфон
e82f-9b5506e43fe7be30afc2-3d4aa908,ноутбук
f456-ba3eb0ea42faaec5b688-acea6f96,ПК
e0c6-e3ea961ed5ea26a6bcea-3b8467e9,смартфон
c33a-5f678e4acd07887bdc9c-88b2c8fe,смартфон
2e0f-4c89472f41ad3b779b13-680c66f9,планшет
548d-84335019c6012f78ea21-2df99351,ПК
e71a-f97bb081cda63eb409de-4323b338,ПК
11c8-004f81369525a2605df6-70a55295,смартфон
e3c5-cb57ca61c1509a102d99-8240b21d,смартфон
04b9-82120e57b9fac488d753-eb0bd119,смартфон
04c3-99dce936d9f8af13bcee-125b94bf,ПК
3c07-86cf6b700a16bf1ec8e6-8d7316fc,смартфон
f4ff-fc8789e09e960de3ab30-ae41ed6b,смартфон
060f-df7e3dbb6b16059fbbb5-edcea902,смартфон
ed08-2ba265a6ffa49c52c771-7471be8d,ноутбук
5d71-20b2dc8e784bc7725f2e-6a323ff0,ПК
0513-6518351a5435b64d8215-03a33c8c,смартфон
ca89-c6b5c7c701b200555389-27684fa6,смартфон
e937-c111ee5f0cf7d6ca3ca7-d367f714,смартфон
19db-4c9b6081a089553857b8-15fef5b8,смартфон
b723-4387f50c9081c0c58232-d6d05501,смартфон
bfef-d5969e5b045745744210-ba675c2c,ноутбук
1a5c-8e5324459b362fafd22f-7f872b7e,смартфон
615d-a404c8273758c2e6c1f3-e12423f0,ноутбук
f697-c030c570e9b872e66f87-4228be43,смартфон
0f95-16f5a0800ec5680356ff-53f64295,смартфон
35ec-3eeff69e05a85aaec409-d1239441,ноутбук
ac2a-969d4bd5bee4779f34a7-1a95054d,смартфон
1cc4-884ab5f258a0f8640d8e-fcc46407,ноутбук
6ea7-64d2314d121ab48eb236-fc011c58,ПК
15ec-09758be78b71f55f5c31-fccc0f67,смартфон
9889-a1be5e04ac56e05c2c90-8d86be2f,планшет
349f-3d91b12a5811ae06225b-72313fad,смартфон
8363-91ca5d22867c0fef8743-726f110a,смартфон
04b6-fea419096fa4d1cb2c0a-76437582,смартфон
6dc1-d25ca93ad5ca5a06cbe6-5b30142a,ПК
184f-f28fb38a0dac5ad841bd-c81b7ac6,ноутбук
834e-a12dd3729b95ba3b44fc-b0e6c755,ноутбук
