user_id,surf_depth
6720-3bb9fd6df0378d1e1890-5061c243,средне
6319-021f9bb519522a99f601-0588e006,средне
f7d1-4f570e7250f95c7f0393-7c7a3916,средне
a0f2-be25d2314502c52efaad-9b9e4f3e,средне
bc05-d511282626677c66ad63-e609d3db,средне
c96f-efd30af39ffe618c4b39-6402aa4e,поверхностно
7217-b6722bb18871e1b9a3e5-0107862f,глубоко
bd5f-d1bb492ee3240c8d8bb2-d784fdd6,средне
54b7-c1dbf678778b0f38fb68-471de317,поверхностно
77ab-d32d733be0be18716b01-e54272d6,поверхностно
170b-872298e173eaef9df77c-574cb99f,средне
226a-a52d1527d6c75697a5dd-eb161a7d,глубоко
fbff-e092027acac44d7df594-d7ec81b3,поверхностно
d4b2-44d63852c46170965d64-76139d88,поверхностно
d880-e7cd0cccc862293eadf1-8662f61a,средне
16be-0b02029ce13a93f1524f-13e849f3,средне
7919-713d1dd1b390abb8ff0b-3a42c996,средне
345d-5299c9db7988361d2ef6-f2ee3960,поверхностно
d6c3-3c6ebd814e944af04236-4e0e52e0,поверхностно
1414-95db6da9e116f8d299de-a4083479,средне
2010-017d5c5e572baefe8658-fe6fe43d,поверхностно
0334-f101479a417e85e2a150-85ee6d10,средне
3808-8561ceb978add63a74ff-5c1476db,средне
1994-d778d6258b6c8321e577-89d14f21,поверхностно
b109-401eb409a7772b0eb0e3-35add73c,средне
f811-1203d85a732040c8a1f0-6d8ec817,поверхностно
1f62-d26a029f5ee4b29d7be5-ee44091f,средне
5127-af1585ecbf1c7ce4730a-04197c32,средне
3bdd-4131152c20bbe4a56bdd-f6474b41,средне
7d0c-eb57f53cc745ac289066-2b7011f6,поверхностно
270b-80bbb797450e5f4a314b-4f2c10df,поверхностно
a60f-299d4c36301a7ed49504-a7526064,поверхностно
61d0-bdd12e2aa874c9a49b23-63d167fc,глубоко
c2e8-84ed7a93254087ce6392-9d76aea5,поверхностно
a351-53175eb3069cdee2a2db-30c108f0,поверхностно
02ae-9b7f469dbb486811da82-b3e2f501,поверхностно
020b-d5f19aaafb15cf9e8324-f5b26d5c,поверхностно
c1ea-61ea7619f5e756643b8e-1921eec5,средне
ad3e-84bce62e6eb3d62e7e75-ac681c52,средне
4bc1-de5660263fe1037b6e31-7adb4cbc,средне
c41b-b856787c7382f0e6196c-bb196c96,поверхностно
a5ef-6b1c961abf204c991488-fec31dd0,средне
0ffc-32e3a46b700a65bc115d-e92c6ef7,поверхностно
0b79-e2344c378d7254390042-5255677f,средне
d54d-0bc76cc4c46deaa505d8-7ccc9bfd,поверхностно
5fbb-e3e21fbfc4a88e5756ec-32dd5f75,средне
7cb3-989ca4ace08e73be2074-5f8e59e3,поверхностно
8b81-b39122d8fe30879bf24b-ed1b6ad2,средне
6dc1-d25ca93ad5ca5a06cbe6-5b30142a,поверхностно
15b9-0ef39b7a94ce1f1dc26c-df37503c,средне
c627-ba7448e416e1a9bf5362-a01c6cf6,глубоко
a340-55f3b2ac3427663b2780-28b58d42,глубоко
497c-a5ef1ba7c1f1dfeda22e-746d105c,средне
a5b9-e6d96ece69b7a6e019ca-a58a64af,средне
ef6e-8deb3c158fa74aed8af5-a3412641,поверхностно
06c8-1143c4190167221b16e8-a5dcaa09,поверхностно
4314-ce8d8ad8e0e7bdc7e8a6-92bc48a8,поверхностно
68a2-a8a0cfe7a2d2a17e1b89-0f62ff0d,средне
56ea-27729430584d16974a37-7d05b31a,глубоко
bdc6-04ddeefe9d3abe32774a-0c6db11d,средне
2415-4a5bd7aa95b68477b65e-7784f5b3,средне
192a-2b8884f09d162e6bde9f-c302aafa,поверхностно
ea3f-c0473be75262823053be-46edc6b4,поверхностно
f7db-73b89f93b534aefe4880-fb0e03f7,средне
3d1e-12c73ba852d3a7fab842-410cf9c8,средне
1be4-fe74e33bda524e6cbc38-9edbe888,глубоко
a92f-067068bd102f1541319a-85420f8b,средне
ff31-e132aa0a2a247d8e367e-9751ecc4,средне
a796-88e2d6bbb2e0e4814987-2bcb12d3,поверхностно
be45-894fd0701db3c89f3cf2-033f6d02,средне
db19-7464e97c40404e637385-b08104b2,средне
9212-5269af37bbb69d62e809-4c85517a,средне
0e15-bf22a467cde399f43975-1c0f162d,средне
e4c1-ad3fcbfd2a00a94b47d8-9c537993,поверхностно
89eb-2407bf57bbde6d4809bf-b0af4fba,средне
16bd-562431ab54e7e32ca0b1-3363ea2c,глубоко
7cda-ebff41d4cac742fe34fb-c3707ca3,средне
16fc-ac2234142476e173a787-4402d6a8,поверхностно
36f6-50812b646c5a8e342e6a-7b2f7eaf,поверхностно
9777-0b5e98706df221d3b6ed-e925d779,глубоко
0434-0d8826129f5f15577e76-2eeb6c54,средне
643e-a50e944de1053fdad3b1-4f42cc4b,средне
023f-f2165944195e7dbda36c-307b1263,средне
3fd7-1c2967f79434d03716e7-df89367f,поверхностно
72fb-618ae71a39a7ebde12ed-b531126f,средне
aff1-1483ecd9dde902cb05ae-0b62f034,средне
20dd-c4bd331a8e65af751701-9b6cbe1f,поверхностно
ff8d-7f887e5eb53bb75f5377-32b69238,поверхностно
60b4-39965a1d3857618f9013-1b769d1a,средне
d115-95308d17fd4a980ad35d-41eb3d72,глубоко
c79c-dcad09eceb28037d76e3-62e04cb6,поверхностно
f0d5-0384f8058a10eb5b7301-c5d0c72b,средне
946d-f7450ef30478561b6cff-e475d16d,поверхностно
e351-0913d5d13fdde03b8157-ec3c9cfa,поверхностно
d5d1-86a2ab96521020ede73d-22e1dd80,средне
ff41-02e87ffbfbe30f2c08c5-1dbc2283,глубоко
8ddb-b9851ba653b2da959dfc-7ad93fe4,средне
b9de-e48757882c4717e35b31-8291d57a,средне
26b7-872c050a856d886693b4-61b09398,средне
ce65-0cde0c9d798cd9f26751-3b12d062,поверхностно
0c23-549b22bcf8eb5f635521-5f141c77,средне
4474-3d6314bc69dfc4e38145-f8037ea7,поверхностно
f11a-4ca0fa4d4afba3e76f6e-e8b63057,поверхностно
35ec-3eeff69e05a85aaec409-d1239441,поверхностно
012f-c5416db6191a72ec734f-f0bb3c84,средне
8f27-8aec27edb87d343dc715-5011030c,поверхностно
c029-d361c4da0b9ea030957d-e190ccbe,глубоко
c988-d143a1f00f05214d0808-adbb9c19,средне
1617-1cbf8fb52a40a95a3f5c-78933a1a,поверхностно
b7f4-0619f62dac26df265729-94f3d979,средне
2e3c-7b6916225d66fcd82e59-374ced90,поверхностно
2b99-ade1cbff810a68278cc4-d9f88b90,средне
e34a-b76ff791f1261d6bc794-4f23ec16,поверхностно
aa47-d15c88e74a5e6d5f518a-857b78dd,глубоко
5852-dc6049c9d9a585c145d2-eb6d16cf,средне
bade-d8b0f41d924ad9314661-790c83da,средне
407d-4bc4f1b06c123f2d023b-f5edcbf0,глубоко
cb95-b35164b9c1f068f07693-526aac3c,поверхностно
2441-6a338b99b0923521927e-fbd474fa,поверхностно
f559-a7c88a528e874ecd6bf6-53aa39e0,средне
ad51-a91630731de37426a1f5-603012c5,средне
fb6f-18ac763ef096349a041e-126fb731,поверхностно
95dd-ce45c3c3ca0c53c747b9-ca9aa440,поверхностно
a5d2-5db6bcc2dc3095da4fbf-9c2f6f23,поверхностно
fafb-1b48d6778d6e97a0d923-410cbb98,средне
8c3d-f915a05f05bef1692586-7b7d5939,глубоко
de56-6df6f1e5d9da4e831c22-3ff495a7,поверхностно
d548-dcf590448cab64164ceb-9438f37d,средне
b003-014218a800e974232c2c-888261e7,глубоко
a3b8-45e53825ca99b9f63c8b-eef5195a,средне
45b7-9e4c45b23d1011dc6a81-49cb70ce,средне
f295-462478f7c1ef1e89477f-289da379,средне
a430-9676e26fa9b11f533e52-43bb0412,средне
a53d-b52f2e7f13b71afe02c3-285e0e3b,глубоко
cd40-dc48e97eedee8caf9028-0a85d4f2,глубоко
c33a-5f678e4acd07887bdc9c-88b2c8fe,поверхностно
a46d-e420ee2dd867f5e6d205-6512787a,средне
8990-dfb97b5a32863ff43363-e141b34b,поверхностно
60c6-51da2f57356121a3d75a-bd2eb108,поверхностно
ccdd-20b9efb52beeb2bec4f6-0acf1c5c,поверхностно
1b36-ba741ecb7aba112fbd00-b2d610ae,средне
280e-c75bdcce9983c22881ef-b4ceed64,глубоко
c6b1-709157527adde2383bd3-1bf570ea,поверхностно
8ea3-a9885a9066667fea1881-fe81735c,средне
46a6-87bb6689cd1da6ed50fe-c3c3753d,поверхностно
566e-1b2a613196a50ee34754-fe147745,средне
11c8-004f81369525a2605df6-70a55295,поверхностно
3c08-d512ed9b9ef45ca2f5b9-1a437894,поверхностно
3eef-373f961f1e72eb2075da-0de5890e,поверхностно
f455-434642727d262b07e12e-e49ed28c,средне
b93e-5536c37c8e8c43a44873-9e8af79a,глубоко
081b-0ba27abe534b965df46e-7b5260c2,средне
cd83-74e50b747a66154734cb-262e3dcc,глубоко
c57a-5a0ef955cee0ebe5b1ba-6bacef2b,поверхностно
b0c6-7ec6261ec93315fc373e-8e1ca438,поверхностно
1f9e-9e0650effb8b3d6131ad-6a7c35f5,средне
6d61-d7e5ce121810b48f1764-bda2a4bb,поверхностно
a07c-8be8074c9a5c581a9eac-c5fc19a8,поверхностно
d313-61c555eaab6ff0d2793a-78c8535c,поверхностно
bfef-d5969e5b045745744210-ba675c2c,средне
e5fd-6f95222ea272a397a3dc-2ab810d4,средне
8c12-266d8c53c7cee168f0f5-2096bae2,поверхностно
2ae6-1bebe3370f243e41d6b4-6b0825c6,средне
a9c3-c70ce101a341b86475a9-017ae6ca,поверхностно
a165-aac31c090b73b9a1527b-39843d06,глубоко
bcb3-8f039c534738e370b38d-d3e303f0,глубоко
11d6-ebc3ad9db566efab297f-4bace100,поверхностно
41b3-8575ba1b645c91d48d00-d76bdbab,поверхностно
7bab-3bb9be85d26f1ce9a9c3-d4745e31,глубоко
8663-9ee0a2fc663a842dc799-4c647b83,поверхностно
e440-1d04a751ba13512c8a20-713c1cfa,поверхностно
1769-c78342755390d75729e6-71944d0a,средне
8f71-2df6a38d9fe8a3f43209-822b6378,поверхностно
97d8-9c890c36ee00a74da18d-a5330897,средне
071d-487f2989d15c1b38530f-c9fafdeb,поверхностно
3aa3-a5aed539eea3808d97a8-03eae801,средне
3118-850edfda956f2937ef75-1705ebe8,средне
39f5-f07f974eb138c0d52b3f-bdd4526e,средне
980b-19348691c4e5b9ea4fcc-20facfc7,поверхностно
5680-9e3fcd388f1fc8dc1f50-db634a91,средне
fc5e-b30f8c94b8d86a569e71-025282cc,поверхностно
da05-ed51cf5a48fa0e51e547-f3efa2ea,средне
60c3-3cfc677eb861fdc78b30-6b637b75,поверхностно
2aa5-2998a7623a3d3d28b92b-d597a5b2,поверхностно
f8c8-0529662049a363856026-56fe3708,глубоко
20d2-f4ee50f27beac8463d87-2e78326e,поверхностно
002d-36514fbad6d7bd7b368c-1594dfee,поверхностно
d6da-bba22662e7654ee7810e-cfa991d0,средне
39b7-3a334597bede275d23b4-a599e667,поверхностно
8705-51a37e7638d29f495b21-8cf783d8,поверхностно
4f9d-faae8be559f17b9167eb-ee2c7d62,глубоко
7fe8-38e12d451da25d4a203e-dfeb9edf,поверхностно
0bfc-06f910d43f5ebfcb319c-4c739d36,поверхностно
08f8-1b20f22b2c43a1946712-f738c7e9,глубоко
df58-4280d7a787ef74dbb13c-98a0834b,средне
8fa4-5233474cd30722510624-f423c26e,глубоко
f90b-e38dc96a0416f63362aa-b65a97c9,поверхностно
521d-41e87fdb073c9bf7e758-69dece0d,поверхностно
1096-401694d84334d8b43e03-d4aaf840,глубоко
3d7f-210ad3c52200e3714673-e015c10e,поверхностно
6f95-28fb5d4479001d9e30b2-d0cabf91,поверхностно
e687-607198ec5648121631a0-bd96d3f3,поверхностно
d949-1e12e616421703c6b9a6-fb3bbd4c,глубоко
24ac-e8bcb1fa38fb5d10e103-1dfe45a8,поверхностно
a6ed-1fa021d1c4b469a48dfc-60059859,средне
66e2-46f2586cd185a4db51f3-1f59c87c,средне
9115-c94e344355100e1114f7-2efca3ba,средне
3918-61e5b64d6b32ebd282f3-94784078,поверхностно
7aab-17e4b443fefdf6f58a8b-0ee904bf,средне
9479-7aada90f3a5adf3e6e64-4da1f1e3,средне
2e15-99653862473c6c3708ae-49001e30,средне
b572-e98e0732bc93e93a65ed-f5c1930e,поверхностно
3d5f-0ba5e05b2cd8f86f48c2-c37ca234,глубоко
59ef-52836d1994b1792dc3c3-d58c96f5,поверхностно
87cd-5b931d21e3231fe92fd7-105a08e8,средне
fb84-bcd5b9613ff9ff7c9feb-b5e05a47,поверхностно
ad01-321c93fce63ee8b0b126-124fde86,поверхностно
bb51-8a55a73051262404b0e4-7a5b4a1c,средне
8c55-1c6f6acfda3069d220db-73e599d7,средне
0eb3-c34c10568dd5ed92f7c2-c8b84190,поверхностно
d4ca-7126da8eddac60854106-de84558b,глубоко
7f31-f1e1f4d3615004cf5a2a-96e5b443,глубоко
9679-17d7859f150a68c49e13-3be797ab,поверхностно
394d-512a642999c284a5c6a5-fd3d85b8,глубоко
f552-0c8ee507eeb43f33b2e4-e447b483,средне
590e-358104194e267884ec23-0efb1098,средне
b7c3-73336e174e41786bb5bc-c4883939,поверхностно
8f70-c833c1575e2c75eb03f2-1fbb99c2,поверхностно
7ef9-ec95de53eadf4a1cea90-c7f72631,средне
4abc-7b26e9c4c6816925cc1b-2c26b3db,поверхностно
2925-e8b4306b0592b639d737-16fa7cfb,средне
4d7d-2d0e09f3642e74abfbe1-7041a3a5,средне
ac09-f45028a31efb71d65bf9-d9f92bdd,средне
e321-32dc15b510be233dc816-1a56e007,средне
8f78-8288322f381b00529ab4-01878054,глубоко
a90d-8b0802d25d2134fb8e47-42f6e0b7,глубоко
84c0-dc9d4392104b93a9b458-0d8160d6,поверхностно
431a-17a13fc698230c631193-420d50da,средне
e42e-d4721596b5a14d89b7b5-889e2f0d,средне
d83e-d5fedd253a11eaa88421-ff4ac50b,средне
4f6d-8d61aa157ba815fad20c-9fd156df,средне
33f6-72118f64d29e8e800b1a-01541ceb,поверхностно
ef51-6ca937b33e2cf3f2b625-217de21d,средне
1bee-f1ab2cb04cb5fb7f2ef7-19a97a93,глубоко
f9a2-f7fc9aad2bf682c0fd13-94dd4eb9,средне
9a52-2b16d4c9ae998155f6c5-97a9b6aa,поверхностно
23ed-361dd838fc5c7dfd3a95-c69f45b2,средне
0e62-cabf20475b0fcb55bcc3-452b3c99,поверхностно
036e-0ffd00fdd61de8a08ca2-73fc0899,поверхностно
34bd-10feba804e017518785c-65817303,средне
031c-e8d95f0ec084448faed8-a61bd4a3,глубоко
2c46-5c59d6655a3eabbc0dac-11d4fded,средне
544f-bba9a09ad0632659de70-e8f8511f,средне
33bf-c402f1b93a86b08294b8-f2f0afb4,средне
f132-f64f97d7581df30754dd-eb3e07ec,средне
b208-c9ed787609eba1cd105c-44d0a5d1,поверхностно
6817-8ad980d576c190039906-d08007ab,средне
7a3f-1059223595d651d75ab4-24fd7dc4,поверхностно
21ac-a8fc5108b0584b91573e-705ef0c1,глубоко
7a7f-bf7052e42ac927d1b8fd-39d4e8f6,поверхностно
1a56-fdedfaddf2d27950f677-56c08b79,поверхностно
e748-296631cab24270814caf-1b9bd557,средне
b531-b68b3caa3814d91a459c-03d6f2d6,средне
24d0-68235ddde66a1567f107-cf598344,средне
2840-f9d895d4d84ed03346b4-22af7c3c,поверхностно
cb5d-404534f33474b304abe1-2c8b4998,глубоко
01e9-317267ad5041b5130f54-fa7dc12f,поверхностно
3252-71b7b9bad0d047b867af-1d1816fc,поверхностно
30f2-c62deb628681f7e11baa-5c90d4fa,глубоко
86d9-232b5e7eb9eaea5df392-a2c760a2,средне
dd1c-6ff28997ea8568d44dca-6b5f5593,поверхностно
891a-a69f99503e2f0d4d8fd8-7e42f610,поверхностно
d8a2-e5d49692be5e735aaa4f-b24509a8,глубоко
d8f2-97dc6901d7c6e0de5a16-337e012f,средне
5cbd-5e3fa06e140434ade826-4bf5af7e,глубоко
249b-46d92ff38611a141dfc4-77a9cae5,поверхностно
9eb5-0b8a5bb5ebdd64be2420-922253d0,средне
510a-bba357fdb29bc76eb7c6-9f207ed2,средне
3c0f-880bc64dd04fb3149f69-dbc64ac2,средне
49e7-29638c39ec37c5ef8953-42ba0037,средне
654c-edd6e3b4072cca69e417-e801f746,средне
50b4-808965568a2901d4236e-b311bbe1,поверхностно
39ae-7598d983ff1ed0da0147-c84a67be,средне
9ea9-e5e65c03ebc0522d3eb8-6ae4fd3c,поверхностно
197e-b3b71d2728753743b5a3-605662b9,средне
0223-fe3d747562a2e035505d-805da8b9,поверхностно
8aa8-10e399596a01e23a5807-10d30515,средне
d9c0-86c43ca3e12dfff9a90a-5eefcfaa,глубоко
506d-1959a9bc20330a28e3ad-b0f8f20e,глубоко
a93e-4403d71ca6fd58a00e3a-41062b9f,поверхностно
7c03-ac7451d33968987332b4-9ef44828,глубоко
024b-cb9ecf0322ad879ddd78-251d53e2,средне
75a8-d007b889939f66883490-64ca930b,средне
b253-60fa3a36f7715821ccbf-92547932,средне
e315-889a01c7d9e2ef18cf3c-1300b229,средне
9268-79ae0a14d4f781492648-ecf6461b,средне
3627-f3bacd15abf0b34978d7-79294eb7,средне
c6ec-33518429ac1f1184fae3-a0ce2ed0,поверхностно
4e5a-8577eedea76f3dbb5d8e-f1ddd34b,средне
cdda-4f1e86e930f253141c07-9d7728cb,глубоко
a269-3c376a95434c57565df9-57fa786c,средне
79c0-2c4286d1271b85fe0e3e-ba487e61,средне
380f-8a5915481d38148a45cc-c0e69c25,поверхностно
8f7e-d6020880bd4b0739420b-a5e9a38a,глубоко
55e9-6a9ae158bcb2b1bdfff1-5864fbdf,средне
6f9a-63872d1062738f5e5028-c8c40cab,поверхностно
0b8e-a756e945affdb74734cd-0d2970f1,поверхностно
07d6-f0cd1d5aa5281fe880b9-d2ad3d4b,поверхностно
4a77-e9a694421172d45a1632-d9415697,средне
8404-4bd32192b298fc784ba0-aaea7c5f,средне
d717-d962936bcf282dc469f3-51c4017e,средне
de6b-425df88cc55f5b131814-0c4dc057,средне
cdd2-032d5ed5a54262078be8-90f5077f,глубоко
c09c-8cc43f0837a53a024a21-532c9c6a,средне
d039-04c899d3892367aa36b6-977712e3,средне
ecfd-31eddd9c293607e100c3-998752e6,средне
1059-7afd469f916cacd27aa4-219be880,средне
8370-f5e38682a4022eab17e6-6081aee7,глубоко
8893-5435725d962e02fd5e31-0a141368,поверхностно
693a-2e4ae51a87eca0772246-759e81da,средне
c6d0-63c1d7902a1e66d1c321-adcf52d0,глубоко
7b76-0b8a2e91fa01690b5722-c6a049f1,глубоко
dcf2-115bacaae33f6ab64ba3-1e96b0fc,средне
8fb6-4fc724117fa3c72a2f02-17d356e4,глубоко
37de-1456dee7f9585b82dc18-01c812cf,поверхностно
767e-231da4070e56ac293af5-3a5c3071,поверхностно
7927-2d3f732eb3511f84961c-bbb5cc19,поверхностно
e00f-e09078ca96ebe85525dc-508cf1b1,поверхностно
2346-0a78f4c84983c9c0a30a-7146c16e,поверхностно
0dc8-6886e1a340cdbb067805-5020ad1f,поверхностно
1e62-3c34d6261faab2da5d22-31fc66ea,поверхностно
a5b7-93ac634845e6ca9a1a1e-7b94e0f5,средне
85fa-3fa62187c21d86c19130-ffe93748,поверхностно
7dac-2fa9b6aa9598ad9dacfc-c1cd7b31,средне
0e66-105a150bf2408c143b53-78fc6583,глубоко
80d5-25e62cf60afdeeea16d7-a0caa041,поверхностно
1d99-3a894ccc0caa82e478ef-2b2c0a2d,поверхностно
687c-1e9c649be8e3d99b1e50-89d6f0f2,поверхностно
ee97-ff0896e5ac593f69b499-b4b44032,поверхностно
7849-d1c89e0fd3bef39845b1-b80f1d96,средне
681a-1ddf43d3cc7acb69337b-6fc5d658,поверхностно
e4c4-9539c8f674ce099b85d6-8428c124,средне
1933-9a5b97949555c9272b69-711890c9,поверхностно
a210-2932474a1cc546eaa93a-e3141942,средне
3119-2d79beb02cedad8647af-e51787cc,поверхностно
b5a1-e7ef45a60c9ce02ef514-f1f19edd,средне
71e3-bae8abc0fee60c15ce85-ae5c710f,средне
81cf-2e02ab121a7c464c907c-31243af0,поверхностно
19cf-3dde9fe9a1ac1960b35b-ee6a59e1,поверхностно
7c38-38bf046cad46e5074375-00703ad2,поверхностно
ddae-d4b864a2aa4fb082637b-969d43c8,средне
1dd9-987052d182a270fe0953-53e90fef,средне
e45b-8ba3fab838c85e7319e0-a231af4e,глубоко
1723-4f7f97b8522363001270-f0465a81,средне
b605-7e2d5c69fbd2795ca312-dd6257d0,средне
4465-57732f4bf5a4a50d3b2f-f887baa3,поверхностно
868e-17360df57ce9584ee6f5-5a6ae511,поверхностно
f4bd-a23c0f510067ac3836b6-052bd910,средне
1c6e-5062b229989958f82a96-9db79119,средне
594d-da432ef39b6421444890-391be30c,средне
1adc-67d5097ca35f11aeb362-c458da49,глубоко
ee26-44a54765f4aa881ca8e6-50b80e56,средне
4aeb-f180e8c6d30a4aed9691-e52e60b2,средне
37c8-2bfba59e8a8b1573523c-7519ce73,средне
998d-3f74504cca1dcdba5623-6b15de21,средне
90f8-f07f640e473b217dd4c5-09057287,средне
2246-02003f40adcb57282477-41f2e3e2,средне
e53c-1e5ba9929c4d762c5670-449b2feb,средне
eae6-778d90e2ebf911ccb975-539e3563,поверхностно
add7-b10665d236f0ab067953-8bfc3e1d,поверхностно
4bc7-0e650ff45d626f76f60a-ee6fa8c8,поверхностно
1b88-0727b7d63ec4b9812653-81f170a8,поверхностно
e5e5-3d52dc36155895213f57-a838dd4f,поверхностно
b3a6-e94f7eaf83ede5de1851-37ce29cf,средне
fb4e-a0b45f0e9ead3c198369-a49cad06,средне
4d62-43a83171ea34c4be0518-6b42c2af,поверхностно
83a9-8986a0259165c0a899d2-11706225,поверхностно
5954-92e9dea2e70525756e30-0b1410c3,глубоко
4a8f-32b7d13b6c6007024819-b603d308,поверхностно
1e5d-70eccaa4896636a64915-b5db54a9,средне
b8cd-cbb2411db005115ca64d-32700c62,средне
4853-54150be64aab78677b80-a2cffd26,поверхностно
32c7-c6cfe74ba1dbb7fed376-4d4ba081,поверхностно
f078-dbacbfdbfe074d6c08e3-b370cfcf,средне
af00-57ce706f28580aeb6835-d6cb9abc,глубоко
51dd-cf2e13976ebf108ae5aa-cc4d9177,средне
6ebb-fb7e489785ff0563140f-7bd8543f,средне
eb45-7b4e6f21b1bb4d9946a9-d4f371f2,средне
1243-eaee521bf8e04a808bcc-339b2265,поверхностно
c9df-91583e9f33f36a34b5bb-9a9c5ab3,поверхностно
6b65-7d2c52508cd874ccef6b-71b3dc84,поверхностно
6b1c-a8a3665ffc5bceaba070-8bd1bbda,средне
30bc-178d4c4cf1ba62ca704e-d37ed6bd,поверхностно
7c33-5d84b7f6b51c8cf5eef2-93a263a2,поверхностно
128e-6e757f681b3cf26a735c-7b046111,средне
830b-326277dec08fec57d487-d2e0c707,поверхностно
8d48-0ad300668be6001a433c-39eda8a8,средне
f653-655c458fc78749de3647-ef36db22,средне
e649-59ce7e4f289c97268c23-4cc31e6b,поверхностно
e87e-00641d3c79518f4e9650-c225852c,поверхностно
5258-72dcffb18b3430131fde-c1d1a0df,поверхностно
a279-f8bb194c39371466fb31-f837b1c9,поверхностно
0f5a-98175899c5fb2a4c50cc-b31cd2f7,средне
45e3-58e5f5f9306730533dd0-d236e73e,поверхностно
2f3d-83ca5f7faeda355dca8c-9b687c50,поверхностно
349f-3d91b12a5811ae06225b-72313fad,поверхностно
9f2d-4da62de83346fd15a6ca-d8c2cd28,средне
196b-076f629b11c593573e9f-77ed91c2,средне
d510-64cd40717a2e439bd023-51bb7138,глубоко
1815-d82141c0bf8e83c6e758-12fd175a,глубоко
fc65-1df72f6a485472d22f5e-5f6c5346,глубоко
053f-7876976ed54033029d23-bb91f70a,глубоко
f76c-ef8359dce83ecba543ed-5d26e045,поверхностно
60fb-79df74c2515db7d681b7-f88208bf,поверхностно
0254-3c0cde95cf128a274619-2de60b94,поверхностно
8cb7-87faf19d6315d83f50f0-b35160cf,средне
f4db-26fe800ced569909c7b3-0b6c0e23,средне
18fb-8815d7fda63424f3886d-865211ce,поверхностно
9e00-347c9980e5ba7812ef04-3e9af30a,средне
744d-6e22208fbd55e6670ef8-2feffbbb,поверхностно
0207-16b0067578c83f8d92ee-39d661ac,средне
12f0-1a3667d5131e31361ef2-c75d46f6,средне
4a61-d9b39d4f52ef94781383-7f8cfb99,средне
1e3b-06bc451f356ec5f6db07-e3b564e8,средне
e57e-1590a765ad1fbfb7b81b-82ebe9fb,средне
b34a-6663d1d326f0fda0802c-f2550b0c,средне
550d-39fc12e2e239e867475a-8afa7f4a,средне
6111-ae67c880a87ed50d0193-6841da49,поверхностно
b77d-7cbfdf50c1f4e3dab4f8-17a976cd,поверхностно
fd27-cb124b4885f1f8b4ca24-c7696e2c,поверхностно
252a-c229687738532af38e75-cfe8eb18,поверхностно
a3b4-a4410b557a31fe95a3c0-776f07fa,глубоко
5d9a-9ebe9f72ad488138e828-8524e377,поверхностно
3f6b-182a309212905c426730-b8e4e8ba,поверхностно
2f0e-5ef4bcc3f24950e8ca1f-db2af5cf,средне
8d18-69bb4af11c2ec6565f09-49604413,поверхностно
9a0f-60c93ccbb65d1e58b8cd-454f9d37,глубоко
bf4c-bbf1638b71ca045cadeb-fb8cf37a,поверхностно
9bd6-b1663d3dd9859692bd1d-1fdc22cd,поверхностно
f1e7-375dca0826c16cf7dc9b-71e703ec,средне
24c1-cde316b325eb50132193-6aad2706,средне
b8e9-daaaa5d3476133047e51-58e514ca,средне
bd45-21c69df05b706e1b9886-c35ffc8d,поверхностно
e6cc-0abebe4fe677b91bb01c-cfb57895,поверхностно
b5af-ee708015bde68e6851d9-73521ea8,средне
cecc-e092c3be5c73920c69b8-f8eb461f,средне
a796-3a5979552db3eeb455ba-5cad3adb,средне
8b33-f9baccd432aa43a0a511-1a7903a4,глубоко
c69f-f62660430c8bbcb62c18-11c5d55b,поверхностно
4b5b-4438bcc073b5b8445f51-5aca0ea5,поверхностно
fae7-9299db9dc58cb91d8120-21a9b92d,средне
48c4-88e07854a9125ee372de-bef57968,поверхностно
2003-60948c7e990c6089bd4b-55b678c9,поверхностно
efb8-8be75eff95f3f5603c9d-0d78505b,поверхностно
d7e1-9e644b1a1f84488d94d6-244d7763,средне
524b-b3760f94111b1aeae598-c6b0c9c3,средне
d85b-5087b85f1a1caf195239-0336c3f8,средне
890a-b789759896cc62b6b4fc-887ab104,средне
21af-439fa27148efdf4dd540-f1e98abe,поверхностно
245d-0620e431aeba0fd8c27d-ff8421cb,поверхностно
25a8-1086eb012286a1ef1350-0e092553,средне
7509-09c6e8fad102ca648c9b-b47dad1a,средне
b751-82eeabcdbab46d515faa-ee2cdc01,поверхностно
110c-693cf33528df186a100e-4c283726,поверхностно
c439-48e174e8a471426a92bc-f5e6a113,средне
c379-4d019867d0cc3e5b8dcd-e89d9258,поверхностно
e0c6-e3ea961ed5ea26a6bcea-3b8467e9,средне
07ac-76b07bf5a35b3f29892a-9f9ba92e,поверхностно
6fa8-e13f55f2838c98192702-5b33b0cd,глубоко
65b8-2139c9f94f4e10300413-7c33a9ad,поверхностно
1a73-f83e916589254b77bd8a-f03e38a0,средне
f262-2937c1b4d5cc934d26a1-12bab324,средне
f3ba-38d91b4e510dc1158fc7-30526ec8,поверхностно
c356-61d0ff913426098c4479-7aa965df,поверхностно
bd0b-c1ed5ac9d3ebebdfc6f7-63169135,средне
ba6e-06d53c6250500163edc9-01cd714c,средне
778e-5f46c1d370c449574e95-124bb9b0,средне
f1b5-3e32e8516e71aad3727c-801e7818,глубоко
e4f0-a1c2b0177d7f7ac8c70d-228814eb,глубоко
e0ad-d59413bbab6cead63c7f-1efdc1cf,средне
95a7-472a327023bc9ddcc262-93fa38e7,средне
