user_id,ads_activity
5b97-befb1f57f83535601cb5-bc8ea50a,часто
9342-ecf843a872c94cd732d2-175ebc87,очень редко
84a8-b2fceb9d8e9ea2437255-0fb4a20f,очень редко
7e1c-49ccf23f104cb6e7345b-6b0ebf99,часто
0ce7-b0e71163cf2cd3cd47da-bcd732d2,умеренно
d6d4-6f45b3655d53f05c93f7-46f286a7,очень редко
4bc6-6c53435bba259897a25a-0cf634a0,очень часто
d50f-3e3e692336c869629eae-a33fc1e1,редко
18a9-f8c9beefa1ea53c335e7-19fbea29,очень редко
5b3b-8e24b3e050928a6e45c4-8adeddee,редко
5258-72dcffb18b3430131fde-c1d1a0df,очень часто
f6c1-dfc8cf4fc5bb08cb4d5e-e5507f27,часто
c292-4c97bec25442927ffc24-034c14b0,часто
baa1-8bfeee0e47c4bc044f98-04011e9c,умеренно
9db3-8595f77c2bee5de1c834-93cb2029,умеренно
77de-b45a912959c667c8bc51-ca1f0680,редко
6cd3-b16fe08a3b6a8c6e51f8-a6d26da9,часто
cb64-b620e58f9737e273c870-639bc08c,редко
fc23-2edf101a1ed9a72081c1-ae6a93ec,редко
4a1d-932dd2c5ab6e629ed278-9646a3a9,очень часто
ef0a-3fce1859b31c826b2a01-6c8688b5,очень редко
5f72-452a46adc0a2ab3a9bda-db4a161e,умеренно
5122-bdc07b36251296822c8c-fa2549c7,редко
868e-17360df57ce9584ee6f5-5a6ae511,часто
3a4e-cf5a2f3974650f7a073c-35e85445,часто
2114-104c46d925180c9e7d92-a2896002,очень редко
38f8-fd16bcfcb7dcfa5b7230-38cca87c,редко
9f33-3844155e4dbd89c3f07d-9bac739e,очень часто
ae84-09ee0c0ff7814d5eed12-b97aa260,очень часто
bde4-78e62cc983d2ab98d2d5-bdf5019f,редко
55d5-7435ee43788687066c25-f8ddc414,очень редко
049d-1d24e2d2e5c9211d67fd-edf987ed,часто
6714-78381fd5eb1f00e3fd64-2d45231a,умеренно
25db-22510e4240c5531fb71d-4b8e127c,умеренно
bfc3-a1d7c90be6bac703a5ce-9f4bfd58,очень часто
8f7a-049478a361f648be5c66-49f35b59,очень редко
5dee-72887ec1a4b5ffe40383-f2a1322d,часто
3136-9f10ece3ced595b34253-57c95663,умеренно
93b8-1f2bb8c17e7f9b632a21-acbd3e87,часто
d516-51c626b4082903a58b39-d195591f,умеренно
da31-25920d00efae4d0e5bd6-19f1a486,редко
5f5f-3281698021dbf8c5b4bf-5676e4f7,умеренно
05ce-a078ac0dc4bb3c6e7c85-a18923e0,редко
15de-f971496c284f26840e2b-fe5a0333,редко
11d6-be1efbb6453738fbf0f6-3d47fa14,очень редко
0d4d-f2550f2d528ed6008ad1-7a643f75,умеренно
35d6-e76468758d5cba939858-40ec21a4,умеренно
2ad8-309b6683817946d1db1e-a9d52266,умеренно
019d-bef6f8d12c30edd52294-bf98b981,умеренно
d4b2-44d63852c46170965d64-76139d88,умеренно
1fab-04aa0eb61f27157e3d6b-8515adb0,редко
805a-5155ca39371f5a454ec2-0e3e19da,редко
b5a0-b7e996e9540a4347f938-b36a4610,редко
70da-10f821ecf52272d1cc78-98f27750,умеренно
bb3e-9926a38bdca86dbe09c8-b91b32f4,часто
e2a1-eafc9bdd8a12c65f79fe-8ea3e681,умеренно
1b62-45f7c3de270dd51fffa3-8229ca77,редко
72e4-4df413b375496f46488c-aad3e55a,умеренно
f28e-13bc8d4166bc10842682-ec574fa1,умеренно
5c69-f37c4004fdde2af3d700-c75ae05e,умеренно
be70-2237b9016e17e6f2ab17-5d986e8b,редко
0b8e-a756e945affdb74734cd-0d2970f1,умеренно
e60c-dd2231fd3b6047892469-5e96a9d7,умеренно
a00c-7becdc0aaece087b0e15-e5ccef44,часто
2b14-d77fcc53ea182353e388-6eafe74c,редко
301c-aa43a304ca23f1962e54-605d9133,редко
fa79-728c76d62040825935b0-42abfb8c,редко
b511-298568eefc094e486c71-9c740e62,редко
aeea-a5ff1c9df4f198f35c2e-bfff1cae,редко
01fe-4c7aafe137a1ebbb35b7-2885e126,редко
4371-72d7625da8c998fa63ec-8e11ec2a,часто
a977-216f459c31ccc58b1d10-eff5036d,умеренно
3b77-e1f498b0ca5134c18d35-4726c2f0,часто
aeea-a5ff1c9df4f198f35c2e-bfff1cae,редко
13f2-affb6a398dfc6ba05ec7-ab63a9c2,часто
dfc2-2ef3ade0cf0d63e9a5fa-29a4ab7b,редко
fc4d-c7547dbb42df9f756a8a-27613c13,редко
b49e-42d775c5540f65259160-09a75143,редко
085f-12567fc9227eabf8725a-eee1af8d,редко
d996-0cf2eab87c6a2347fe2e-281fa109,редко
46f2-5898d756171f851f7f93-02033292,часто
f29e-a69f76e847b75dfdbee5-e90db096,редко
e4f7-4e57509e0071aa3205f3-b7d7faa1,очень редко
760a-270e372f2f6f4ecdcf5a-75ebd73e,редко
3c85-f4ea7d15a71f87dd5dd9-813c37ed,умеренно
ba85-a4a36f656f070cd50ae4-0b6a5511,редко
1a65-e70318482b8f416c36d8-c6e30827,часто
8dde-5dfd7c08de77baffb80a-b6010dcf,умеренно
fe64-689ea06ca289953ad15b-c1ab3547,редко
b82b-bed9d1f36c035e96f15b-0b210168,умеренно
4465-57732f4bf5a4a50d3b2f-f887baa3,очень редко
005f-e13485327a8d563dfb3b-ae1fdd6b,умеренно
df49-deca6f5a2d0d243e0f60-e853cc59,часто
d212-66ea0e0ca7f96132f61b-238ea1ee,умеренно
5817-a3aeaaa89a16c8a1b1fa-03a1d19f,очень редко
290b-369ea57eb170cd4bbb37-a5bb3b25,умеренно
ab44-ff665e606391ec9a3047-9ac2709c,часто
59fc-9b82cbcbaabf9144dbe5-af9b549b,очень редко
5d50-5db9894bd734033d04df-1b289d83,редко
5668-097fac2a28e0fe91bbce-ee3cd110,очень редко
67e4-b0c27c9d92271d69bba5-9fe5ebc8,редко
6d61-d7e5ce121810b48f1764-bda2a4bb,редко
55e8-f318dbe96fdf89d4fcee-486b8d88,умеренно
da5b-6d2667866b877d7ac982-1c80912c,очень редко
f727-559621e2050f2f8cd3fe-9c4c1947,очень редко
0709-ffa9f8bef62319e6ebe8-40ff91be,умеренно
1e3b-06bc451f356ec5f6db07-e3b564e8,часто
7342-855d76c2ca9a190273f5-8763995e,часто
a4b6-66bd84a9af52d45eb373-b7c91ebb,умеренно
707b-4fc0b4ed61071a3f13e0-b2dcdaa8,редко
41f2-e9f4ad09e11b5105c9d1-dfa2265e,редко
a739-ab15590b52727b0b4a1c-a7f6122d,умеренно
c96f-efd30af39ffe618c4b39-6402aa4e,очень редко
aa12-9d8cade53b6fa039b92d-d938eaac,часто
4e37-7b4a3f6331cf84c4fe7e-d14c20a9,очень редко
6864-e9e48b5a23ddd2b34a2f-8052f639,редко
0ecf-8e9357fa67fc2b6d8144-461c8314,редко
330d-10214c8f10ff079866c4-dcf169cd,редко
f078-dbacbfdbfe074d6c08e3-b370cfcf,очень часто
1832-746a6d859203a07d517c-9eb66365,умеренно
8aa8-10e399596a01e23a5807-10d30515,умеренно
4c90-dd844823d2807ed63c79-07a8ad30,редко
e5fd-6f95222ea272a397a3dc-2ab810d4,часто
e4c1-ad3fcbfd2a00a94b47d8-9c537993,умеренно
8fa4-5233474cd30722510624-f423c26e,часто
1533-ed7ea9ff8cf3a84770a4-2bcc6b4f,часто
3ad4-04d5bc69c22ef7c72edd-52d9751a,умеренно
b6fd-17fb86b35ca4f70b4e0b-e35f9dc6,умеренно
e51b-13a27b226d7dee64b68b-96e71aee,очень редко
b510-488305de44fefa866a22-410f09bb,редко
9a0f-60c93ccbb65d1e58b8cd-454f9d37,умеренно
b251-7877aab7db7cc60172fd-9f53e12c,очень часто
6d5a-eea4b406f7eae76f9d6b-c2249500,очень редко
2036-4aa08594819731b6cb9f-769cd936,очень редко
b017-3aaaf8b686b37b89fb3f-d4c86cf2,часто
81b0-6c73adf3e63dc89fcd63-2811fe14,редко
dd53-0f5f6163c888f9ae91d0-226ad648,очень редко
9248-cd30b4e28db0f724a8ef-063132fb,редко
ba7d-cce3c5602983efa18551-be1ef17d,умеренно
f9a2-f7fc9aad2bf682c0fd13-94dd4eb9,часто
f618-51afb7e24a48f76453e2-09c5814e,умеренно
8f71-2df6a38d9fe8a3f43209-822b6378,очень редко
c0b9-7db4597bb761d5c2c1f1-70a03494,редко
bdaf-b98d162c600a46a4d8fd-ff4942be,редко
529f-de1697d264b4e4f6f51c-148c86cc,очень редко
ce9f-9955c0dcea2bfb49a6da-d97d115a,редко
79ed-f3fb240a9850d9bed455-823be0c9,умеренно
5d0c-02b055eb7762ba4664b0-555a8c98,умеренно
0bce-9fa1b016d652062a40ec-32f18309,часто
b973-960196bd612e8c16278f-b316b759,редко
4d92-63a51bab1f115ba0a987-47bbc024,часто
6085-dfa25352aae61dffd47c-8caf9a05,умеренно
f0d5-0384f8058a10eb5b7301-c5d0c72b,редко
7f11-93232075604dc2a39d7f-0d18f241,очень редко
90ef-7f6fbe658c3bdf70c131-fa5d3aae,умеренно
a7e2-b68311dba2817dd594f8-b7bc3133,умеренно
abec-bb4092da51eb2233a928-e44ba074,умеренно
3b0f-4c41f1db0537d0c9568c-4988b454,часто
687c-1e9c649be8e3d99b1e50-89d6f0f2,часто
1f36-55ba2fa9ed1db6fa4076-cb42323b,редко
983c-e0c71f1e9718234c1826-cb536ee4,часто
3df2-9ca781e200126dbade48-ad18287c,редко
dd42-86e6b345564cd5d0ba42-7d4ba999,очень редко
44a3-0d9d72d64d50a57d5304-0a9f7f57,очень редко
171f-6b5e27bf29eb35da79fc-eee3958c,умеренно
8900-af5d614d4c49a1bb3691-0df72694,умеренно
479b-a4af4cef5b0788d70975-176fb834,редко
86eb-e63b06cf17a6dd1c92c6-bf365eb4,часто
1847-010bf7f05be460acb125-348b9b41,редко
be28-c37864fe91652e12eed4-37d7e1e8,редко
ea50-ee51502d48aa1deb2b1a-5f417c20,редко
3534-737eac2b17659a060769-95605ddb,редко
41d5-3ecb8dc5a60245842a43-97f5ed71,умеренно
e988-815dca28f071acd13f74-516238d6,очень редко
5851-7c34aaff4a79ff3cdd25-71003c49,часто
5321-8fafd6d17f5315842dcb-81088ac9,часто
d88d-cfd51dd4611e2665bdac-5369df0c,часто
346b-8ef05f8702a93142d078-8dde901c,умеренно
4bc7-0e650ff45d626f76f60a-ee6fa8c8,редко
2f3d-83ca5f7faeda355dca8c-9b687c50,умеренно
ea45-0625291fd8d0bbb68c3b-c27593ed,очень часто
5466-0e6fd8c3eb421167e6e1-85436993,редко
315b-e1bd9aa3ca800805af00-4268564b,редко
486d-162112892ceeb37eb093-accdd26e,умеренно
e48c-09d586aebc45c796daba-b2694e08,умеренно
8c08-8f7c7c2f9ffb1258fd29-797525e2,очень часто
5c23-0d62f4aab65502009657-8716c5fd,умеренно
1290-d751d9f19c6e630164d6-1c7cb090,редко
510a-bba357fdb29bc76eb7c6-9f207ed2,умеренно
9486-e0194ac5bb37cd805d7f-1ad9075b,редко
0d8f-d0d914e6cfdd3e376bf4-d9821876,умеренно
4e50-d2bb503373389a2e1fb3-2a3fd67d,часто
0577-4cc1eec169cae74581e6-6c43f23c,редко
7def-446e4d96de9842afc6f1-fb76b387,редко
64d3-186c39118e4bcfe56e35-bd3d726a,редко
d7c3-b03eaf5df6f1cd6db834-5a9738e3,умеренно
3466-c1b07ac933e4bf556c6d-3d247b56,умеренно
04d4-a9883d9e17226b5077bf-af6caab1,редко
20f8-5d8addb2f6bee361988f-caa8a8c4,умеренно
fbf5-0b10a2bf4a751b743109-732d30c5,умеренно
e14c-ba318d77ae728c2ca167-f114a78f,часто
ddb4-84f687fd8737ebec4d9d-4715ad5b,редко
e7f2-087c590237aede3ff4c8-6f5750f6,умеренно
31d1-a833042dd88044d5b8cb-f5ac9ca1,умеренно
8db5-74f4ea27e11c9ed162d2-aa16064e,умеренно
75d4-9536cf521921f85b769a-143fe51a,часто
94ed-f318f89a300659996b9a-aaaf096c,редко
4178-43570da46a610fd3dac1-8ff95716,очень часто
9e09-183823cf6ce29b8f0bbc-7788def6,умеренно
49e7-29638c39ec37c5ef8953-42ba0037,часто
8100-32b8175b6b92976d4842-de6cfa52,редко
db1c-c4642e451f43d9ab0113-46b8ee1f,редко
f662-e752300c22d78a6951f7-2935d3b4,редко
05ea-e5ffdf5b1d7abacf3f16-5dd6c5dc,часто
95a6-f0aeddeb9e112588bee7-4f8a50cc,часто
f138-49f757e57e660b253974-771ea94b,часто
42f6-b28e5df6e0978bf5f90d-221bb17c,умеренно
d797-94c3aae9d95b3345893f-275b8f61,редко
8c99-d81974f428b369026726-311b62f6,редко
a7c0-2705daa5529da337cf91-c2fe8292,часто
db9b-f921863ae4c63bedc17d-c17e9749,умеренно
01c0-7e5a272c6bda88235ad1-020c08d3,очень редко
e321-32dc15b510be233dc816-1a56e007,редко
282c-a0e644d71d5402cd9a61-b44d88bf,умеренно
8e9b-8781023136ce2b70321c-f243e683,очень редко
c6a4-66f8d643e7ef62c572b3-797af1b1,очень редко
0a2b-6fcdbf41f60a68ec92c3-bffbed04,умеренно
f16d-6045917c8613248de985-208db434,редко
de0f-c961d6bf9c9f3b18b662-e2cdd17c,редко
b58f-cf47438ed6ea22cd1112-9dc4b464,умеренно
cc10-84ef5693750f4c37e964-9aab7755,очень редко
6254-ae1922e94e81ebe0c4e9-ebbc3255,редко
92ff-2557b26c832d17095de6-f9e5767c,очень редко
b182-59f0ac5858b8715f2bde-e8650070,очень редко
b5ff-7828dbb91d99930fcc3f-48617440,умеренно
f7f8-509d052d71c62d6aa4c6-640348bc,часто
1b36-ba741ecb7aba112fbd00-b2d610ae,очень редко
a086-cd310b33a6d3e6dae52d-631a9857,очень редко
11cc-80442557fa70959f78a6-ecd7e786,часто
8f78-8288322f381b00529ab4-01878054,умеренно
7409-72db474b1218d1fc5533-d7221e60,часто
a161-5f99c9d262148fc63f27-31dee5e4,редко
c86d-a95bd8afea27d1d8da3d-0da3268b,умеренно
3739-fb8f6ec50c940962c502-bb161fc4,очень часто
da08-848d53c67f1c0fd3decb-4b45add2,редко
8524-99f802ef8174cb390fb8-8c92d0cf,умеренно
9075-81133b35ef68661302b8-66f09722,умеренно
ff28-66345e798746304fc860-b8d30e43,часто
5746-a5ce12896317acdd53bf-850fb776,часто
c33a-5f678e4acd07887bdc9c-88b2c8fe,редко
7664-56308c7b1b857b3072ff-ec4475f1,редко
4233-bb5ae4b09827e5497094-1a4956af,умеренно
2267-a09d368198860565bdbb-bae472b0,редко
1328-18aefc4093adf9a3c858-87a7d45f,редко
e59c-b1641ac880c59dc7dee5-07307a43,очень редко
5eba-20519e8b9ec80551183a-1b79a10e,умеренно
5288-bb43a156a104c9b810e3-a1f3e070,редко
d797-7d6b389c18a5fe1151ce-85f8fa78,редко
345d-5299c9db7988361d2ef6-f2ee3960,часто
7050-ed1f2983ea0e5b44da8e-1f04530a,часто
9f11-7bf1361593ed36224bdb-6b8d9f10,умеренно
1a36-9dd38aaed51e80b2ded5-2769c2c3,очень редко
49fc-9926bca1619bac02aa47-f86bef35,умеренно
3d77-d5e780cf1fc3d1b9ecbc-8d8dd38e,часто
9404-b6e16e26068a5ab9ab67-3f723c3e,умеренно
0ab7-c617c2542ac6e87b34de-472e25dc,умеренно
bd6a-6112942f8619aaa590e0-a717be6b,очень часто
25ce-88111abfb62c3710a4b0-f38e1ffd,очень редко
200b-089bdc8cfd34af0446dc-298ee16c,умеренно
5384-dc9b2024da1ed110b46d-fdffb359,умеренно
2f3b-da8939b3350d257945ce-7573596e,умеренно
5f15-e8c4e2df55341b735bcd-e852de50,часто
b66c-72d0cdf69edd9cad47b2-02594837,часто
0ff8-826fd3b710d4eedf449e-ed64bc40,очень редко
1b36-07f9a80e13ea05edfd1a-77187f17,умеренно
a6ae-4c83adf97119fedef51f-ddca7599,часто
9b87-39dc13fad33d528ac7c1-7436b57c,умеренно
2497-c4a8b90c1223f16c2482-3e56907f,умеренно
70eb-af97384422435647d65f-3c4cdaa5,умеренно
2c33-b934dfdc1181ab8e20ee-86486545,редко
7592-5ddf5bee4611ee263033-defb9421,умеренно
3bb9-ad6193197ec693e5e508-5bb1399c,редко
d602-ec060db7597a6b8cd4e7-aa625896,очень часто
6cf3-0915520006d80edf6f67-19e08a93,очень редко
a323-df4267f43f90f1ee1fc4-8137c4a5,очень редко
109d-31347d2b25c8577ded58-a5455753,часто
9871-400e7f19612403f3c338-c88cf765,редко
9479-7aada90f3a5adf3e6e64-4da1f1e3,часто
6ebb-fb7e489785ff0563140f-7bd8543f,редко
cf52-e71916f3ad5a8864aeea-6566c4be,умеренно
dcf2-115bacaae33f6ab64ba3-1e96b0fc,редко
d5c6-8519d1cd1f47f2e3b66b-8cf64320,очень редко
b4aa-9a4add8e981187c71393-e7687465,очень часто
83f7-792ee1ef919145623375-463bdfad,умеренно
a5b9-e6d96ece69b7a6e019ca-a58a64af,умеренно
4ded-7c4ac8f47f2f8ee2aa97-217373ae,умеренно
b143-2cbd1834af08ad8935ff-525c4386,очень часто
6a59-47cb9b840db287d701e4-542fe963,часто
6af1-696d45488fa702d78d67-28d8585f,часто
ef56-c1fa6e627f6a85201f45-051ba896,умеренно
da55-6374ec86c3fb69e65773-da7e738d,очень редко
3b26-58c2a2c1347dce46f660-3fa7a90b,очень редко
40fb-1f25bca5350140ef4e62-7bec289d,умеренно
ce50-9649bfad9b7df59c3044-4f894b2b,часто
67c7-f92907f58332ea8a7cce-7cfcede1,редко
9907-64518e4e59deef707dff-5fc9465c,редко
b375-89135b743f229dd6dc5e-b7f51043,очень часто
d92b-f2c00353816c49a107c6-f48a64c0,часто
3aa3-63afafd222c366d3f384-d19bd6e1,редко
7651-dd083f5b32cb7b9fb56c-b71804cf,очень редко
f444-f29bb73e6752dd03f15c-f93428b2,редко
ab0c-c6a54570efdff5980bca-18ae9522,очень редко
5c59-5717c4c958c19aae0211-dcafa2fd,редко
16b5-b3e47956293497df6b85-da38d8f6,умеренно
660d-3ebcac2af383bb20f7f0-e139dc8a,очень редко
8ad8-5884c3e2bfc12a1c4c6f-7b75f0d3,очень редко
2885-4f88ce21d1205039af5f-00127994,редко
392b-f7ff34f6703cfd604669-ea76556d,часто
804b-12a98a9d6a61975d15d8-23483fe9,часто
a12f-6b04e85a5e9ca69d3224-4885b176,очень часто
c9b4-0a95af3e0216344748ee-e69f96dd,умеренно
f28e-23ad79af9d81e848e4ba-959be7da,очень часто
f709-6d6461cd3c941277f101-00538406,умеренно
8822-37e0450ee7194e0a2439-83b01daa,редко
f61c-4630314a5d9af2846089-3521c652,умеренно
8fb6-4fc724117fa3c72a2f02-17d356e4,умеренно
bfae-81ebe40f1fa799c78beb-efa86234,умеренно
eeda-2f4a4131cd0856f6ffbe-71053502,редко
4e40-2731c8a7fe5ce92542c2-77665f9c,часто
0010-5cf8f6b38a7b6c70a021-009dbcda,умеренно
5b3f-51bf61493c770b65c574-8ec769fb,очень редко
9596-c6d7ef8fa4a8691e828a-6ec8708d,очень редко
9691-f5b24c2bf6fb98ae6c95-a7b13784,редко
a41d-2bb6112b1dc2e0732b69-2dab0146,очень редко
7f26-70bfe0e91ecf90234dc0-667f9d7b,очень часто
5052-a71191a85916b8ab91d8-04dc8b7d,умеренно
ca4c-b47c240788ebf1d2dc30-4f4c5e22,умеренно
e2bd-8f3b868861c13194cc58-18489190,умеренно
46d5-1be56a9ffb3b1e353e4f-58ffeda3,очень редко
ae68-099824d02ff105f23dcf-94a611d2,очень редко
ee3b-6adef802302e1dd21c11-d8499c48,редко
2c37-21009304f71b2bfff6cf-6f9a6d76,часто
41ae-12ab90d333eee7c5e341-77fad01f,редко
784f-3f6ea6134b01de2f81c9-03b2d442,редко
5992-8e5cb3fce82f24a6ff0a-7e190320,умеренно
64b7-69478d28bd8c0e1aa856-1e89ca00,редко
5fa9-efa07daff11cb498a553-8ae9e9ae,очень редко
0e15-9578a194f95167876f62-b4005a6b,редко
43ec-f1c53259b71b88dda021-cc8ab3bd,умеренно
2ca9-271c99b57fa20fa16820-924a94fb,часто
25d7-f97191e0e8b0a76c77b8-b1906f21,часто
e2e5-0332397c01dac8ac2bc8-e8b53310,умеренно
c55b-0eeaaf305c5bcb3157b6-6570cb41,умеренно
8026-fb931f03dbed54a8ab96-b5a07189,очень редко
6414-7e6143a117ea824988e6-6086abae,редко
9342-ecf843a872c94cd732d2-175ebc87,очень редко
44eb-d74e19073f590d15a13f-e1c8eeeb,часто
2d1f-89b583e90e650152c313-1c7b9577,часто
5dd4-7b024a448b3240840a42-cd3a1790,очень редко
f3bd-b3a719b8a4802efe3be5-b6390849,очень часто
196b-076f629b11c593573e9f-77ed91c2,очень часто
95ee-a3cb4259e280e05a3973-f32918b9,редко
b572-e98e0732bc93e93a65ed-f5c1930e,часто
c568-3c830ab9bbb96fb1e00c-bfa5f418,часто
0ed8-a5d5b655cebeec87f5a5-850d48b0,очень редко
267e-a6f391b378dd719dc2c9-8f28bec3,умеренно
0e4c-bdaea0c9b57a84e86867-4e00883c,часто
db11-c0641aed8e799f0e7a44-1b173fef,редко
60a1-4fd2af9144f34e40475f-1290f026,редко
a714-90ba360f869f46836629-e173da25,редко
a4f4-5f05f2bcd0ecf9891a7b-034669d1,умеренно
08f9-19fb1f63ba4ab2aedbca-ccf17b17,редко
f793-14bc55469beef6ddeef2-52c88707,редко
0218-0d28583d6c95826623e1-4a3e4c68,редко
f5e6-766b03f25258421550a4-30a56015,часто
af48-46b856fd94e65365a29d-9f74fdda,редко
096c-e274bb2e26afb21e48f5-b5c27470,очень редко
aff1-1483ecd9dde902cb05ae-0b62f034,редко
3ee5-c219ac9e21068bea113b-76c940aa,часто
e7a2-0d0095755654eceb1228-4414ba1e,умеренно
3133-0e15f43658b009596d14-d87ef9d6,очень редко
221e-fa1fd4a205b322567d44-eb188088,умеренно
7eb2-c1eb8312db0f6fd48f08-f4b55d67,часто
30f2-c62deb628681f7e11baa-5c90d4fa,редко
1897-cb2ed074219b42315bfc-8ee80cf5,редко
2f59-273cc0f5a70f792c2a43-db90118c,часто
6d50-c2a5a29b1e4811f24bfc-efcfdfa1,редко
a4ed-dde4622578a68a954389-75adffcb,часто
286b-15b2c626cedc8d108640-ea8522d8,редко
69f1-9c5c3311cc34353316e6-fe1453bc,редко
a1b1-a4fb8f4c5129f8e14587-1479dfa7,редко
f876-5abe5425aeac0cda4707-8b39f730,редко
2a20-765a2227250e5525277e-702a4abd,редко
288f-e19ed24d42196947f05c-294825b8,редко
5e67-cc85bba21e2d67331323-655a2c9e,часто
15a3-a3f63e5a10e3088f519f-65e3d381,умеренно
a051-39817fd1153a3b469dda-d52802b9,очень редко
5ff2-0a5aa967e353041283b9-ff7929cc,умеренно
e28c-a91cbe6dbecda7a43b20-42064bd2,редко
5cd6-134f8b425693c75a00db-1c9af755,часто
b30f-e7c0b76c4516f3729e6b-5445c554,умеренно
4ef5-b46329f82a750b7d1054-aed398ff,редко
845a-3e883583ecdf1f671b7a-8c7fd615,часто
2be1-12d045266defe2afd3a5-41641bf5,очень редко
7b50-3d6963846728aa0796d8-c947e7e3,часто
541a-7dfc3e99ca2f91639edf-337b18f8,часто
24d7-dd8c8a26a1d9a19122f6-7ac8b500,редко
ff8d-7f887e5eb53bb75f5377-32b69238,часто
5c29-9556278d6f1cd91a310f-4c9c0d05,часто
7764-5d7858d4f4e12d0707c6-800b1e9c,умеренно
e5e5-14150433f01ba8e56275-21e678a2,редко
fa62-ef47d2d67ac5e16827b5-6231f3a1,умеренно
90f8-f07f640e473b217dd4c5-09057287,редко
0c96-e8278f9551ec70ad645b-d84bf465,умеренно
f885-b7d19a408eb1517950d3-7cd0acae,очень редко
d744-73970f40861c448da05d-704dcd72,часто
7278-b8bc446f5af96c2df055-aa5ef03d,редко
6096-48210f8df566c252055b-248bca97,умеренно
1d88-5642ec5c3c23debb50b1-ecdb7a70,очень часто
e9d4-7dfe746d275ee841a0e7-1373542e,умеренно
a6df-19d1f0a0b81eb52f91c5-be7b0e4b,умеренно
e105-659098ea73d8e553a2ac-175f5766,редко
b9e1-00f955922955f292b168-da6af76b,умеренно
11dd-149287a9d76b921e86ad-c9c50bd2,очень редко
35a7-a9169022bb9f086d45f6-e908b0ab,редко
1212-1011880393671e15383b-43a49bca,умеренно
da4f-414d31bf3c21ab2afce8-1f2f699b,часто
9581-939e70cd998ee5f533e3-88190ee8,умеренно
ad3e-84bce62e6eb3d62e7e75-ac681c52,часто
3808-8561ceb978add63a74ff-5c1476db,редко
7eab-529bd22e58467d5d2821-254545cb,редко
e8d3-50aaf86b35e7ebce58e7-744f03fe,умеренно
5b05-208277571aa132eeb809-38a333aa,умеренно
76e4-9c552bd630835abc1d84-7f41e763,редко
e6cc-0abebe4fe677b91bb01c-cfb57895,умеренно
10db-9b48db3384215c1dd067-eb735fb6,редко
2e34-820e989a002db4a67dd4-25c5dd79,редко
e45b-8ba3fab838c85e7319e0-a231af4e,часто
be4e-bb9b455958ecfb59ce5f-c36469cb,очень редко
8822-84176eddd7a99931ecd0-d602f88c,умеренно
40da-a16eede29645b49b3548-74d11057,редко
6d3b-9e31069a8bb76bccce48-652426ee,редко
8ea3-a9885a9066667fea1881-fe81735c,умеренно
559e-8ca15ae47307f8c8a02e-ce34372b,умеренно
b99a-fee0af519cf251debb65-b1bd7f1b,редко
2650-fa2055251a1db496dfec-85d769da,редко
c827-fdd59d4e2e30c8f982ed-5450dfd6,часто
31ca-e321434bcb348e4a64f6-0243da31,умеренно
24e5-0e4bad229192a329bc27-d675da71,умеренно
774c-5a8986fc5f46697725dd-21e1a255,умеренно
b7ee-e928372a86d8894868b5-8994244a,часто
419d-2dea3b20d0124751d38b-22c0b4fe,очень редко
2483-619de203547f22957b51-0efae0b1,часто
82ef-96b81a6e983706aadd6e-d131d759,редко
9359-40ad886fb75853569a55-19e90fda,часто
0c23-549b22bcf8eb5f635521-5f141c77,редко
546b-74336a8f427ff04b1a26-d7a1f428,часто
7d29-745828be5aa5a3f1d7d8-d088fe75,часто
e578-b1ae7fd1a390ede3ba02-59875fa5,часто
1b28-180e8ae99dce56c25021-e5495ea6,редко
ff49-cddf2ad42885302ababb-e2d8d721,умеренно
3fbd-bbd9751a560e91ba1e84-0f9774bb,редко
42ba-57e373075e4e68f9772e-7ca652c8,умеренно
6a83-b12558634b5e1420a24c-0df65362,часто
c5c2-2d8d70bfef9df6b63de4-3a56c36d,редко
56eb-865d944f1b019ba58b95-358fffdf,умеренно
9f47-a23d576c8620f14eeb06-54bac5c4,часто
b962-2cc47f84d4f6c536cc73-b679885b,редко
cb78-85de6a2d09f9962b42b2-235dab27,очень редко
e093-14c09128f38e7efcfcc9-bd0b6771,часто
0334-f101479a417e85e2a150-85ee6d10,умеренно
11bd-b9f94fe127a0291d1928-e0b10334,умеренно
a2cf-e52d7b0aa60506082aa0-41fae715,умеренно
a157-fe09161efab7b1f7b9c6-a22be7e9,очень редко
933e-8b794f7e53005dc0617a-8a3190e3,редко
4070-12eb3ff9fe1dbd530158-0010eee8,очень редко
68a2-a8a0cfe7a2d2a17e1b89-0f62ff0d,умеренно
35cd-a972339dec534f49332c-a8b6d383,редко
889a-87f658f846d8f9171de0-0d319ae2,умеренно
9050-9de7a81b769837cbf0e7-aeee2126,часто
d464-b24c9676a487410b48d0-29016bfe,умеренно
a953-168c8c99e6364b79ed30-d74a6f01,умеренно
7df5-e79af1341da3e4850bc6-838a0130,редко
4d26-bf1f5ea1538fd77acbdd-9d7da4e1,часто
ebde-7173f1b3402b537ed7f3-6aee1db9,очень редко
7e86-0dadd948a7f63bd879b6-ae4511a9,часто
1e1d-bf85ae6e1d3783033da9-76835083,умеренно
7183-d2b1ee573e459f639193-8b07946c,очень редко
6a60-203821432dae787bd283-37f3bde4,редко
f0d1-0fed410ec4370a484f56-1350bea4,редко
