user_id,age_category
2650-fa2055251a1db496dfec-85d769da,4
cd5b-18154dfdd71013b820de-5c837482,2
ddaa-07bd83a03e8384843678-6a441081,3
2548-f5f7aa5f377c06990b33-15fd658a,1
a18b-f78ac0d483c517428a3f-0a536c7a,3
03d4-b533b05d554fc6cc8cd3-0e89fe01,3
2174-c0e66cc69f039adc66a4-3c6ca347,0
58f3-af78b31f4173e6201014-ab584f40,0
6376-428fc782bc604f1f249b-468153f1,4
97e8-3d1d27d9153c485105ac-9f9346ae,3
0575-cda368ca0f6ad9e586fc-5dd276a6,2
8c99-d81974f428b369026726-311b62f6,1
a30f-c94ac477543f90275dab-e2cff84c,4
a05a-5cc5900ff4af59cabe88-28777867,4
cd83-74e50b747a66154734cb-262e3dcc,2
d4f9-a3f462c7d483ebcadcd3-64bd7384,4
3027-ab9c97ebfaec935c55d3-53e63bf8,4
858e-a5af44929f055a1b474c-84647b44,3
b392-0959102cc1c23b848284-cb4e437e,4
d723-34ee6ebc724a4ba88b8c-8d1575f5,4
9e81-83d32b97351575b61d72-285fabc4,4
546d-59950d90b92f40925cd0-8862fd95,2
eb87-b28b730332fab4c8366d-8179f6a3,2
0810-61aca3c91698830b0876-63584a0b,0
fc91-b3d08333236a54846c79-d432bcd1,4
68b6-2a8420c1201a029f98c0-2c54c5dc,2
d7e1-9e644b1a1f84488d94d6-244d7763,0
68a2-a8a0cfe7a2d2a17e1b89-0f62ff0d,4
81f1-29ac4653316678210f38-919cd8af,0
87a6-3f2ce05dcd04f87fb1e9-236e1b78,1
cb87-15ee58f9c976b585626e-c11a36d9,2
63e9-14f23b374bfb89992938-606103b1,4
2bbe-7490acb1c1e4b30e8285-8df35e79,0
f37f-032c10449c8ed2f4726a-44e16667,2
90e1-01d09f6348e5a5c13be3-b3c5af45,4
c33a-5f678e4acd07887bdc9c-88b2c8fe,4
2dd1-7253ea97030dcdef4a0b-3fe671fc,0
6c0b-497ca477a6e9b72ac725-b7d6ace1,3
abec-bb4092da51eb2233a928-e44ba074,4
e83b-7b02f9951823d9589308-78d6a6cd,2
d66a-6db67f02e37c8447f8cb-a281ecb7,0
7de6-140915ef473baecd47a3-e5740c2a,2
e6af-078ded201a8e04edd3dd-f6981043,3
32aa-0360f085c3205cf7bb1e-0a86e85f,2
cf96-0c59bc2560d6459e8aae-ea0db2ee,2
550d-39fc12e2e239e867475a-8afa7f4a,2
585f-bbe4d4f941e97e02e60d-94b86ede,2
9c54-1f24c15fa76d0ab435db-656493bf,4
3610-bd36c9199e58cf06b332-89c46eef,4
7858-0d2d54be3628141f6489-7fb6579e,4
1695-57d7feea08c6251e6851-980ce324,4
1320-e1d266f497dbb3884c34-11a6477f,2
ed71-abece60e9319dbee9036-b5ce8c5e,3
1622-87a11421bc6346edb4f3-59cbd9f0,1
f1bf-d6a47d7e6482837593be-ecb73f9a,1
ad01-321c93fce63ee8b0b126-124fde86,4
42c1-12ea965fba02997db083-ecfbdbb4,3
f8cd-b28f74819db8e73be337-36eb5791,3
577b-65e3df050f9b53420009-f6a664d6,3
f173-6352d13e482728a812f9-7f889d2a,4
f0d2-13dde9537f188bc35692-1ba6f711,2
f541-32493ee668694a72068d-724d6766,2
ea09-5e4549a7d83aa092368a-6ca16a51,2
e319-529bccc00b3df98b4e45-f636cd4c,3
3839-fda9897dcde9bc940bbe-4be2f840,2
2724-2aa67c685b50156d0af3-3e5e7c2d,4
7965-bed1c70a098678f165b6-ee862ef1,0
be6f-15e4485b2cccf6554d34-730e6101,4
cf87-0cb8b0a0bd9ad17d0db8-80ac6820,3
4668-9bacdb7afeb97043b4df-e21e7c57,4
38f8-fd16bcfcb7dcfa5b7230-38cca87c,3
c754-aae8c17276b1dc425f80-d0af53f4,0
559c-cf7eb537c8ea7b841e27-ffca67ab,4
5b3a-947da83f1b75c3ada65e-7b15f13c,3
ea4a-a1d20ca5712cca05f16c-25e9f49b,4
023f-f2165944195e7dbda36c-307b1263,2
3b99-5cf16779e9865dd7fae2-2f21908a,4
4ded-7c4ac8f47f2f8ee2aa97-217373ae,0
6191-b283e531a3b510089aa3-2682dba6,0
c85d-69be24c49302a89d6e99-b9633da7,2
a9b9-65e01485e58ed5c6e648-729d0cc0,3
8524-99f802ef8174cb390fb8-8c92d0cf,2
76e4-9c552bd630835abc1d84-7f41e763,0
4d26-bf1f5ea1538fd77acbdd-9d7da4e1,3
f10d-5fba5161848972215f17-b7df9725,0
eb0d-87c943787d4e28eb2eb3-03e9cfcd,3
a0e7-ed1c4582d38212258b3f-47a8b8ec,4
43a3-e70dd99e7434024294ba-0dd75f1a,4
edb7-dc727bd743e15a11228f-eb26c271,1
51dd-cf2e13976ebf108ae5aa-cc4d9177,2
a123-6f501409eeb07f5f1aed-1c9b5d7c,2
2f3b-da8939b3350d257945ce-7573596e,0
dbdc-5eb1bf67cca4227d47ab-2507948b,2
1eea-2ac06956e328e408c37b-90336d55,2
7433-99f22830e6b798a2ae3b-a95c664d,4
1895-988b653ac11d406ff4f9-39a39674,4
fdfd-472405d102efba3e7a07-e8ef39b2,3
64b7-69478d28bd8c0e1aa856-1e89ca00,0
819f-879ca4adbf099d0261fe-98b1140c,4
cbfe-2b0f9a750991a5ff8e85-812c949b,3
a7c0-2705daa5529da337cf91-c2fe8292,3
ed08-2ba265a6ffa49c52c771-7471be8d,3
b040-91eefff090aed2ef4b60-e5e55e53,2
12fd-3ef7e5503eaa8ac4a600-8802a545,4
41d5-3ecb8dc5a60245842a43-97f5ed71,2
4585-4b46a48b825f8067352d-a187536f,2
bf71-a82a0449642c3c2594a2-7176344b,0
ecc6-3dd39b59ecbd56b0c207-685928eb,0
e0d1-5c517fa7f714a0842948-b2cf9ce1,4
6864-e9e48b5a23ddd2b34a2f-8052f639,4
0667-0957aacad3725a562289-ad24b223,2
fcd0-acee0c0e0a75c500a7cd-9e83f54f,3
b94a-e9fa92cf442d137387a2-eef9c7a4,2
349f-3d91b12a5811ae06225b-72313fad,4
9065-a98c220d111474d1d502-db36e235,4
a655-e4de718885a68bae3c1c-576f49fe,3
1240-cc2a6364415444e8b798-571f6f7d,4
3527-133b0e49e2989ae16cd2-a677c4ea,2
db1c-c4642e451f43d9ab0113-46b8ee1f,1
f5e6-766b03f25258421550a4-30a56015,2
5cd9-c85442f08f9100a090ae-9f0c5ed8,0
b67d-07b040d355e190d6764b-81744a45,2
cc29-976dcdbb9d79f090407b-3c58b938,0
0d55-9ad768879e9b08ca7ff9-843f76c7,3
9613-6b560b013415ff11d330-8e3106d0,4
d7c3-b03eaf5df6f1cd6db834-5a9738e3,2
2647-661b62631415a23a63cd-de70fed3,1
05e8-c771f13e29b9818d1b78-fd9d2063,3
2770-4ad7e3ce96eec79d9a65-70f2b8c3,3
6780-592349e3b8c6300384ec-69251b65,4
e318-d8e69c86b543a5fb927c-c36fb6e6,3
3d59-410806c0ec51ee7b3624-68a0c3c9,4
d39e-259275fe02fe1afc5d82-59f34058,4
84a8-b2fceb9d8e9ea2437255-0fb4a20f,4
fec4-1627aa8d682ad68abd7a-2655c63f,3
6dc1-d25ca93ad5ca5a06cbe6-5b30142a,2
036b-a85efa206bd9e9d86fa8-20152d7f,4
e28c-bed0ae5f41326387d328-249375aa,2
07d6-b2ea9e6d090cf283fcfd-605317e5,3
2fd1-5acdeaa9950fe5ac3255-e42f5dfc,3
7d29-745828be5aa5a3f1d7d8-d088fe75,4
3daf-3c2c02e6aa1ef5c61ec3-84a0fa67,2
ca23-edb8b95c10af97b81b24-ff246b74,0
1853-d890b0ffc41851055b5b-5baa5e41,0
8a0d-fea2c84bb14fd1ed97bd-3b435391,1
463c-d9268a078bd01ec32713-8d714bb1,4
85d1-20a972ddee47dfeecd0a-7b2919d3,1
dd96-a009b536e6893316ef11-7e3c061f,2
e4c4-9539c8f674ce099b85d6-8428c124,2
493f-bcb5ff4a16ccabe27152-5afe88f6,4
6383-9d71cbfbd8d58e88c9ee-09a3113a,1
57f1-3787175310d67c7a54cd-45a16a05,2
c71f-b42f9bbb90af58791b86-457ff10d,1
6db6-b4f7d4450b4361e6fa37-89ae6408,2
0610-95732477260ee841d80e-772c2475,4
f3ca-3c665f75aaaae8976a18-9dbc60fc,2
0f1e-e41cbefaf6447d6bb546-f0c9dcad,2
a2aa-c32c38c9e0cb25cafe16-223d5dbc,2
a475-89edd02ad45f74d5d6cb-3b36761f,2
d54d-0bc76cc4c46deaa505d8-7ccc9bfd,0
784f-3f6ea6134b01de2f81c9-03b2d442,4
1e3b-06bc451f356ec5f6db07-e3b564e8,2
6b36-7a3db575c5142ac51492-eb1ade28,4
ef51-6ca937b33e2cf3f2b625-217de21d,4
b587-3657d258098730556bf6-7458f084,4
eca1-cf0e5bdf1eaadf78bdc8-f8975597,1
70d0-f7b09dbf2bc961be248e-0a8f8cda,0
57c4-666cb3c10f56639e11b0-76d33b56,3
41d9-fc30c9e503fa9b232319-1c44ca41,4
c5f5-2d2c52eea7926a60c345-e662acee,4
503c-d71d3931ef0b2b3606cb-2d9dd38c,4
bdb2-f8bd949f86f545886fdc-63de2127,2
fb4e-a0b45f0e9ead3c198369-a49cad06,0
82c1-2d1bb231efac5db16d8b-57b5ad15,4
1ec8-42fcbac87d638159f997-54341383,2
7213-e917ba4d25c9a673dee4-99e798b1,1
08ee-89b46f20594993b7fbba-9ed12a88,1
668e-42f0048bc906ca22c016-e3a372e4,1
ea1d-c07cf24c7cb7a0fd954d-b6de977a,3
9758-482f3c7b687d96788290-ae32523c,0
2246-02003f40adcb57282477-41f2e3e2,2
6206-a909f9412299ef03cf5b-410c9567,2
ba6e-06d53c6250500163edc9-01cd714c,2
88e9-4fe2fca9e352e4fc8d72-b6136f6b,0
0660-16efc1851a8526ab1da7-b58ff65b,0
8e0d-93d639c49091a7da46bf-e9cf6877,4
11eb-3d38e9956b0f2f1019c8-3aee5aa5,3
946d-f7450ef30478561b6cff-e475d16d,4
6e90-2bb294fe48d5c836a772-b0dd24c8,3
0412-7662f87cd3f0a1b5a5ae-73214b7d,2
cb95-b35164b9c1f068f07693-526aac3c,1
a161-5f99c9d262148fc63f27-31dee5e4,4
79f0-d1a2c6523d1906aec8c7-2199b4ea,0
f7c8-30343dd9e5f2ea9ff556-a3d61350,4
6ce7-1a5ac44d43a1bcab4ca2-985c0df5,3
8deb-0794b04c249e800dc97c-47ed69a6,3
ea3c-8589ec1f65268221e3b9-1d4c1525,2
49a3-8dcd2a1e4504563d0a3c-5494bcdf,2
d6e5-5215726c52e3dfef330c-8ff5f891,3
c932-216cc4916a63da6c31bb-b7136994,3
ff3e-ee1d9ba50e432bb1e8ca-74f6b342,2
7969-6889f92eb17b35789f85-bb0d132f,3
cd0d-8bbc247fe473b4f8b9c5-69b80c65,4
9102-3ecbc49f35db4efaa7ca-7ddf380e,0
f1c0-cca28f8678f7ef5b5a10-5f1f26a1,2
67e4-b0c27c9d92271d69bba5-9fe5ebc8,1
febb-d2777c5e75396f133f5c-77248518,2
3eef-373f961f1e72eb2075da-0de5890e,4
5e99-47087f69e4d9cfff20a7-e7a1790d,4
a6ed-1fa021d1c4b469a48dfc-60059859,0
58d7-4ea37729e96d2b55c842-5eb30671,3
db7e-eb2c077ca9d969e2a65e-a697d19d,4
c409-20b8c6da87c0a86b81a2-243515fb,3
6c47-0a447081351771e8711d-af673994,4
1095-81beaf31e38887b3c46a-065cb18f,2
5759-54fc2d67b6d87bd49ff2-b46bf2c1,4
3e92-db54b1e2918a6a34b0eb-147743fb,1
e520-32ad8a46626321b870e6-5840e43b,3
355d-e5835a6803590731d41c-14b0a8ac,0
d3dd-225e0af726c9f72cf86a-266b337d,4
1e50-1aab56ea41e7faccbebb-e2c68fbd,0
312d-86c89423b1479fe2eb6d-7816ac5a,3
90f8-f07f640e473b217dd4c5-09057287,3
d516-51c626b4082903a58b39-d195591f,2
1b62-45f7c3de270dd51fffa3-8229ca77,3
1250-cb2502b002e673c857e3-ae14f2d7,4
feb2-6b1c79e973821046373b-b5f4b325,4
db14-3bcc88a9b21c01ccc6fd-7ccf52a0,3
60fe-be00b34b4c17bfba89e1-7c7c810d,4
3b76-54b0e0d6c37e9d25a803-59a44d6c,0
2441-6a338b99b0923521927e-fbd474fa,1
ea3f-c0473be75262823053be-46edc6b4,2
01bf-70bfa15821f12e9c55d2-a3534c54,4
358c-6d9b0c1c520ea44cfddb-fe514725,4
5937-fa267cd053de3b06e58e-c92731a9,4
84cd-7189f950e482a3efa015-e7c661e9,2
3835-47e7669f4329b05134da-637af685,4
75ac-86961c06c1daf374c112-535150f1,4
588d-a966085399503a0b1abe-1a139bb3,4
3324-ac5ee0e773dd612a0ee1-193550c1,2
f80a-5b64a4eb65c13bca6abf-4b144960,4
6bb3-69405e25a54766291985-f7097d08,3
588f-8d944f3b035673238360-430802cc,4
98a8-3e7af2615abf12f13739-824b43cb,4
9fca-f882709659f1bc5ce60a-19a5835e,4
a809-f0ad4175477888ef4951-1f1d64b9,4
c29d-5e5f04ce846ed9024c6a-921a99dc,0
2cca-5965597d5753496b33a2-80308d7d,1
4c95-fba6aec9689f5ebdaa3b-d1afe647,2
fd9e-96b99eb7af547ebe8b12-474041d4,4
5be8-4a90a8638e6f5bb56d8f-8ee3ba55,4
d076-b2a71835ecf9c72e4935-ac687801,4
ff68-d4d5cb390319e8d0f49e-3c29e8ef,4
d50f-3e3e692336c869629eae-a33fc1e1,0
1d99-3a894ccc0caa82e478ef-2b2c0a2d,4
0103-7899a2cb25e657e9e4d4-ff31a939,4
3b1f-f87b1d13b9b2e4f979b0-ce5acf6b,0
3a4e-cf5a2f3974650f7a073c-35e85445,2
ef50-d1955f2a861cac4c8460-ead4c702,4
aa85-dbdb82b8a038f5cfbd3a-89bf00a4,4
04b1-d390f8d9d3f21f5ee786-cf58a9cc,4
93d5-82677d0dc49dfd4e9f29-ad86e161,3
c402-2fdd9478fb13aed8b27a-22168766,3
e7cf-428bc8d51d41d3107c39-14de082d,4
68d1-e8512336612544465b33-61779e8a,2
0843-81537f6f9354f9d6b58a-f4267897,4
713c-44c749f77241e16914ff-3da1ff35,4
2d75-11d28eb09a700d17a0af-cfd1a4b8,2
5248-0f7d9077c3b8590cdb0c-3674427c,3
084c-cc554b591c14dedf1943-6c482e57,2
54bb-22822f1f6473a4136a40-a7d87cb7,2
5142-c2e84f1b3285e96ea8e5-1f1071ab,2
7a92-0971d8d6657c0ac24e4a-c3583280,4
22a0-b8b21cbfb1a3a90ac672-d9539ce8,1
f79f-c7795f118466eea595a8-28c7913f,3
a575-3f3a3157d5b5c234b8d7-5d69f82f,3
3b67-81ba235dffea040124e3-381bf421,1
5d50-5db9894bd734033d04df-1b289d83,4
a953-168c8c99e6364b79ed30-d74a6f01,4
a4eb-a7df6ddac37caa43356b-04c21b96,4
d12e-60f3e0d6965bd7c7be8e-cbce5446,4
71a8-c1dab32576d84cb4325b-975bcc78,2
b3d0-da42d226e271d7a26cd3-19e3242d,2
2264-b502e0ea4c5518582b7a-b472d34e,2
e470-dd348fcf4284742af095-57a43567,4
f83a-418a29b87248b40c2732-ab8278a2,2
dcd2-d0faf0bf400157705b44-a09d9cc4,4
2ce9-0578ed2292775d1f1f62-c6b85049,4
4981-947399ca638c9d28848f-4f222000,1
aeef-1cb763a104d6e8eef7a4-30154ff9,3
bfba-18b4379c8eab6d647f56-804d0590,1
4119-74df4af7373c57ac7297-587b6257,0
04b9-82120e57b9fac488d753-eb0bd119,0
350a-8d3bff2911b6a02915e9-a6c34858,3
6427-44852d6d09c145b881df-c9a0f5cf,0
501e-85d9894a7daae28a1bb0-8e321c49,1
0aa3-ba02805bbfb18af69a07-6883b173,0
610e-dd19709cc7f26558de4d-0f0b35f1,3
9050-9de7a81b769837cbf0e7-aeee2126,1
7df7-92b7c876edbcae88abb9-28a49b31,0
17f1-e66c8d2dbadceae4d030-927291bc,2
06cb-2dd2807fb278c8f2fc6a-5a7c33bd,3
2764-a4406bf48b7d289814cc-545e8c20,3
0594-bcb683858a815827bb08-1289bad3,4
5992-8e5cb3fce82f24a6ff0a-7e190320,2
0329-40d0709763fadbb45d5b-1ffd2780,4
34bd-10feba804e017518785c-65817303,4
05b4-b893c868538b71f14f40-9e2f9b15,3
1f29-8ded0916fc622fe00b44-87b33b79,2
2e70-0d0ec3e36b96e05bc7e1-d01b3bff,3
98b1-cf2ec5d1db779e41728e-cbc2adca,3
0892-2ce59c6cb8c7d85e1354-69225708,2
5abf-3839ddd12e5e98b7c86a-db1e9738,0
c617-ff95c4213a4fbb9f04c2-ff97e599,2
fae8-e570480c6a32d7e11cd6-294ae3ca,2
35c1-6bdb00f1a244d9f59081-ed8b7464,4
95d9-a7a816854e80035cce6f-93f24f9c,4
bb80-e9b33ebbb0a97b2d6fc6-04178a5a,4
17ef-041f1d6d93c1131f73a7-9671d610,3
1dd9-987052d182a270fe0953-53e90fef,3
6431-247fd89974d891a4a827-cfcc7f9d,3
6b1a-cc4307ad3ca191ea6f59-287406ba,4
f3fb-979266dfe3fe8d07f7ca-ebf41135,2
7ca5-159e82f8a272e4f5539e-8d60d34b,0
d281-ea6cd2ddc64fd2ec9e19-a1dd1ad3,4
ce50-9649bfad9b7df59c3044-4f894b2b,4
6a4a-fa6e04297b37de8d239f-862e4a99,4
8c1b-31574de953bb21d67b6f-8c1c0dfa,4
dec8-15685cf0f80a5feaf832-d47c1d94,0
c308-9d44a2fc3cfc40c71bf5-c82b2731,4
fbb7-eafa74fb260200a7f924-67aa062c,1
42d7-70f67e6ac880f5a7f7a7-5b5f551c,4
32a9-bf99e749a6f8e91ef902-95a3a3c9,4
c96f-efd30af39ffe618c4b39-6402aa4e,0
8eaa-d0237a71e06b7c38c2df-4d0df7bb,3
809a-0595de868710fe73763a-69721b3b,2
5506-f3278aaa0f90d4476d50-b84f33ad,4
7a32-eac1b19b501cf5b1674a-ca4e914f,2
a6e9-210b277ee9de53cc6f32-bb44bacd,3
f6c2-7db88f9c34d3b23a98a5-48051edd,1
fa62-ef47d2d67ac5e16827b5-6231f3a1,3
a351-53175eb3069cdee2a2db-30c108f0,3
1d88-5642ec5c3c23debb50b1-ecdb7a70,3
7bc7-528d9984666f8f2bee7b-971362e5,2
085a-2f5245f23dda097888de-e04da16f,4
ca89-c6b5c7c701b200555389-27684fa6,4
8087-c0852caaeb83a0b5f507-0d3a1f5c,3
38f9-175aa80efd70321ed9a6-1ea68108,0
6254-ae1922e94e81ebe0c4e9-ebbc3255,2
0eb7-fc8301128da7512dad1c-b8761d42,2
1554-f3dc7d0072d17f149499-d97e32f8,2
c614-58894bda212322717339-7b99360c,0
3d33-eb86b2d935ad2f360f8a-51196e5b,2
53ea-0817ff0b416b692f01ed-d5f69ed9,4
7cb9-aec624edfc18738e6405-7b223788,1
13f1-0378598c0980dd1b543e-8f962784,3
9710-eccb694e6d589cee8197-9da0b73e,4
6ee1-90734ba3c9e6cef81d8c-bb51f689,4
e255-8ef3b7045e640cf1a4c6-232efcc4,0
11cc-80442557fa70959f78a6-ecd7e786,3
cca3-f75ff0dba6d0e754230d-8181f6b0,4
3285-b040908e46c5d20883c1-7f8d71f2,1
b158-de7091c6390796f182ef-02492afd,4
a323-df4267f43f90f1ee1fc4-8137c4a5,3
4a15-ee3829d99667d2ebac45-c56e78f2,0
8799-0c8f6b75a02c0a84c1a2-4e214cfa,2
4d8e-5f4710fb7be07df97e8b-cc1c19f8,2
84c0-dc9d4392104b93a9b458-0d8160d6,2
9fea-0f3aa482a74a1753de97-8f324588,4
f6e3-56690143961c06bc435a-eff78505,3
dac6-9cdae29f47bd31ff6e08-c7d8fd71,3
ab11-7efd36107d356fe0f7ca-a9c127b4,3
c986-bde94283a9332f46e59a-4bffe0ce,1
f885-b7d19a408eb1517950d3-7cd0acae,1
ed4f-08b5a9cf75f2424d7389-38567a6a,4
a5a1-68b05f90907ded1c9a52-feb134c4,1
8c52-b268ab47e9b7882fb32b-854908b0,4
1455-8da5009f5a1f5297fb2e-2a9a00eb,4
342c-f83e1cb30de14e193f80-a21beecb,0
761b-454aa99a7dcd3e09ca3d-9d354fea,4
8102-583e14edf51b9c39aa5b-a89bbf67,1
b4a3-01b3781dd9e9ffb6a253-df9225d1,0
226a-a52d1527d6c75697a5dd-eb161a7d,2
643e-a50e944de1053fdad3b1-4f42cc4b,2
3d77-d5e780cf1fc3d1b9ecbc-8d8dd38e,3
48b6-5b10c98db6365512ed7b-5531ee6b,4
90bb-fcfa1673ddd16957fa2d-fc78614e,0
61bf-460903426769e3c8a3a1-38ad90d6,2
ef88-ebfd3a54ae51f50d3c0f-558ddc6e,3
869a-61c755d08f56df0ca7ba-0ba58906,4
49fc-9926bca1619bac02aa47-f86bef35,3
11e7-48b8b8957e7ba967c4ff-015e928a,0
414d-c3f7e6eda9b4c51a6f18-a4be4c65,0
f3ba-38d91b4e510dc1158fc7-30526ec8,3
9679-17d7859f150a68c49e13-3be797ab,0
bb1a-1d79910d209b9263190d-b036340a,0
8705-99533323368d3fc9ced3-89aea9b4,2
2c14-330803b4374c8f6fe69c-955df691,0
4a13-57f456cd1495919212d9-bb599360,4
a4ed-dde4622578a68a954389-75adffcb,3
122e-33b22f45e049e4a637de-260ed817,4
3119-2d79beb02cedad8647af-e51787cc,3
ec7c-282182d14ff88c6aa062-0c5ab5e5,4
188d-025f32db45d90040676a-102b67f3,0
a53d-b52f2e7f13b71afe02c3-285e0e3b,3
3292-8a581ee5725b81489f59-91736594,4
0b81-7e46fc9b36ab48ac1d31-39f70424,0
e3c9-611fd9a0ea7ca81b2d38-3f9a1449,2
f3b5-7f0ac1de96c3642719ee-a07f824e,2
246e-2ade2119c933db48fc8d-fcdede25,3
0de1-326ad5e4e93e1cdf6b35-4b3b3259,2
2483-619de203547f22957b51-0efae0b1,4
35fb-9654b2b531ec04858ba1-405c0c54,3
a138-8ef7b9d441c150b0940d-10e8c6a0,4
15f4-5fc7b507e70c607947c7-f4aef48f,0
2a48-839b1d73b8756feda9b6-21733c6b,4
64d5-141340ec7b08f27b57b9-a7139532,0
1adc-7e5c6030189b4b409576-7217d589,4
7b48-a3a5985204944e7b4efc-95a3313d,4
e024-f8de292c8e1f260e5e4a-85f172b9,2
d9b2-6366a5deebbaf02ab61a-04bd8ff0,4
fd4b-d8e0fba90babd1fc5975-6b4e1837,1
7f71-4a341a37f60589cfe243-3030ffb3,4
b25a-3769a30343c74de8af1f-05a9d6f9,3
f6c1-dfc8cf4fc5bb08cb4d5e-e5507f27,2
fbac-8af86e760cede8106a36-4fc0e308,2
b129-2d888b72846343a7172a-8ad3566c,3
3805-e2ab5cb298fb0da1ee2b-0bb8ade8,0
eea4-101dc7197115b2d46f0b-b030d27c,3
5384-dc9b2024da1ed110b46d-fdffb359,3
bf4c-bbf1638b71ca045cadeb-fb8cf37a,4
1470-541cb0a0eef2d7699c61-bdfb2c7e,4
11d6-be1efbb6453738fbf0f6-3d47fa14,4
0e15-9578a194f95167876f62-b4005a6b,4
f802-b48e2d0761d40dac1f4d-bdd58b0a,4
9d13-e93489abc2bda7d4a62c-66cb011b,3
870d-ae82c17a5e66b2064651-268861eb,4
0b79-e2344c378d7254390042-5255677f,4
45ac-acb52f84311bf7941e92-0c2c93aa,4
26ee-0f1b9fa3f237085b14a5-2d2f39fb,3
bd40-8c3d89aec7a4f967e7c0-b5313879,4
f6c9-4a2e55ce2a2a3da4b76b-70a4bf68,4
548d-84335019c6012f78ea21-2df99351,2
e5f1-ec6eb3ab5cd1cbda5458-35568ca4,1
a669-66773695920623b3673a-2c0d6be3,0
3cfe-44ff88a18c228f66beb3-c4d461ff,2
511b-409811fd959fb5729247-ff65650d,2
f9b5-9a0ec40cac3ed22dd0ca-91150a63,2
b74f-1c117aa3dcbf816edd9b-cdd1b9e3,0
be23-e8ba60a7ab3180f2a4f9-adf94a84,1
09eb-cb0a820c0312d4384585-43e707c2,3
c76e-bf7f3b888d0b24135e07-b1207a05,4
5ff4-a6bcda531b0db0c4e01b-c1bf0d11,0
fd76-13cdef417575cbcae097-8ba7beaf,2
407d-4bc4f1b06c123f2d023b-f5edcbf0,0
9580-93858c16f82f0abd9d47-a0e6e949,2
c8a2-d284941d5616071bddee-f3305622,4
88a7-ed21e285b0516ee39e48-7bb3ed24,2
6d24-812ec964612399ac8cdb-8824c1e6,3
8d31-597c0ba24a9c9dca53c3-3cbcbe97,4
5f06-cc980425b7c1095a194d-94d548c0,0
e3be-4c38087765e8d9c983a3-9b3918cc,3
1f36-55ba2fa9ed1db6fa4076-cb42323b,3
16bf-250b6302816b8a4da106-9520689f,4
5767-f75904883629048628de-f6253924,4
3fbd-bbd9751a560e91ba1e84-0f9774bb,0
11bd-b9f94fe127a0291d1928-e0b10334,3
bad7-be50ead3a73fe54a107e-d3c00f4d,4
f793-14bc55469beef6ddeef2-52c88707,0
8697-0c04d80938d472aa3864-78efc9a4,0
4314-ce8d8ad8e0e7bdc7e8a6-92bc48a8,3
a3b8-45e53825ca99b9f63c8b-eef5195a,4
8d9c-41d60b58e7f94261e736-71be6cf1,4
7082-2bb01eb86a7d80c57261-9a2e29ca,2
f9ce-29bce6da65bc798b82b2-2fcd679a,2
409b-db5ee62f0147d0bfbe9a-71d24d56,4
ad52-f0126d164dce3a445187-edd364f1,4
84e2-205b81263440df3e779f-b9464da4,3
060f-df7e3dbb6b16059fbbb5-edcea902,4
4b06-4ea96c21486043a0ef0d-ab7ccda5,0
5c23-0d62f4aab65502009657-8716c5fd,0
14d6-cc3c5f5de0a4fecc3c8c-70610718,2
b8e5-2e6b1b0fda4169898f42-6ae25f79,1
d222-a91352d693b3696b4047-2a4bdf69,1
ef87-433fd5ac36a7a41abaa9-752ddd48,3
c827-fdd59d4e2e30c8f982ed-5450dfd6,3
7206-fe66453d6ce1ae632af6-c528b4b6,3
e687-607198ec5648121631a0-bd96d3f3,0
c404-2de0c49a364a6eeed6de-eb7ef681,0
1e5d-70eccaa4896636a64915-b5db54a9,4
5b3f-51bf61493c770b65c574-8ec769fb,4
40de-83083c46bfd66e3ab337-2cbce8c1,0
7e47-b33db71cf723483c3533-a5f6b0f7,0
6c40-3919603a393fb9d321fd-7b43efe1,4
7d64-32d9a0cb86ae0638fba5-31d97ac0,1
20e7-cbe37f4cb16e6c5a53d8-d2995daa,4
8490-a1e642e6ffc21ac5ad8b-359988f2,3
da08-848d53c67f1c0fd3decb-4b45add2,4
9043-e3087b7ad9d37c164ff8-f80e844f,2
e5fd-6f95222ea272a397a3dc-2ab810d4,2
911e-5e05965c520ff955edc3-bc792708,1
ef0b-383b5fa669d4eeed3d4f-d5e47110,4
7d5d-cc4d27c6a833090d4363-afc5c720,4
4314-41dc0f85729a8b613d40-7285354b,2
78c4-64d7b1e8fed25f1cc218-121d6abc,3
e499-b86d063c25cc592a8d6d-cdb272ec,0
3a3a-63d19fdadf073b42860b-b8a6eb38,4
109d-31347d2b25c8577ded58-a5455753,0
e58a-c76268b99176a733c159-a7ab1930,2
0d92-a52909d549f93e7b9714-e42fb732,4
a6ae-4c83adf97119fedef51f-ddca7599,2
a354-cc0e42d0d1edba5a4aa0-bee78add,2
1dc9-9cb2bd0c8037162a7fb9-d822b73d,2
202a-7970d24e1a29d8fb2bf9-0a1940ca,4
d2cc-77fc46e4ef6d5dc9af47-372ca22d,2
32f4-1a9d7eac8e294bef9b86-ebfc53c4,0
2a4f-85021ca02e61ab1b5de3-12678d8d,2
4a7a-5e75005b737a75856d91-b9050d7c,4
1b6b-9b3874f381867405d87c-ff10aa4e,3
35b6-9d9b5acbc7b67f50ec00-fba48af6,0
e29f-97e5ba026c8743ee1ed6-758dec9e,2
6fde-52065f2db7035b7a5257-90d99d43,4
e0f5-af06ca8b5f55bd364432-ab1f55b1,3
a29c-7998f6d25520a825061f-1888578d,3
