ID,дата_открытия,наличие_ипотеки
IDF54930623,2015-03-01,1
IDF54930832,2019-03-01,1
IDF54930889,2015-02-01,1
IDF54930894,2015-09-01,1
IDF54930913,2013-07-01,1
IDF54930965,2019-04-01,1
IDF54930969,2017-02-01,1
IDF54931001,2015-09-01,1
IDF54931005,2018-12-01,1
IDF54931013,2013-08-01,1
IDF54931068,2019-05-01,1
IDF54931103,2014-02-01,1
IDF54931122,2016-10-01,1
IDF54931267,2014-07-01,1
IDF54931313,2014-04-01,1
IDF54931349,2017-09-01,1
IDF54931365,2016-08-01,1
IDF54931404,2019-07-01,1
IDF54931418,2019-05-01,1
IDF54931444,2014-07-01,1
IDF54931455,2015-11-01,1
IDF54931481,2017-12-01,1
IDF54931499,2016-02-01,1
IDF54931535,2016-01-01,1
IDF54931550,2013-11-01,1
IDF54931620,2016-11-01,1
IDF54931627,2014-09-01,1
IDF54931649,2018-11-01,1
IDF54931791,2015-12-01,1
IDF54931803,2019-09-01,1
IDF54931855,2019-04-01,1
IDF54931940,2017-10-01,1
IDF54931941,2016-09-01,1
IDF54931997,2016-09-01,1
IDF54932001,2018-11-01,1
IDF54932009,2019-02-01,1
IDF54932090,2015-11-01,1
IDF54932106,2014-12-01,1
IDF54932124,2017-06-01,1
IDF54932150,2013-02-01,1
IDF54932189,2017-12-01,1
IDF54932192,2015-04-01,1
IDF54932211,2014-12-01,1
IDF54932292,2015-10-01,1
IDF54932415,2016-05-01,1
IDF54932460,2017-07-01,1
IDF54932494,2014-10-01,1
IDF54932531,2016-01-01,1
IDF54932550,2013-02-01,1
IDF54932573,2017-03-01,1
IDF54932574,2019-01-01,1
IDF54932593,2014-08-01,1
IDF54932609,2019-05-01,1
IDF54932677,2016-10-01,1
IDF54932683,2018-06-01,1
IDF54932837,2019-04-01,1
IDF54932889,2019-04-01,1
IDF54932913,2017-08-01,1
IDF54932948,2017-02-01,1
IDF54932956,2017-12-01,1
IDF54933102,2017-02-01,1
IDF54933112,2015-06-01,1
IDF54933178,2017-02-01,1
IDF54933221,2018-06-01,1
IDF54933255,2018-11-01,1
IDF54933368,2013-03-01,1
IDF54933384,2013-08-01,1
IDF54933396,2018-04-01,1
IDF54933402,2015-11-01,1
IDF54933409,2018-01-01,1
IDF54933419,2016-05-01,1
IDF54933443,2017-01-01,1
IDF54933541,2017-09-01,1
IDF54933553,2016-10-01,1
IDF54933634,2013-12-01,1
IDF54933669,2014-04-01,1
IDF54933759,2015-12-01,1
IDF54933768,2018-02-01,1
IDF54933819,2014-03-01,1
IDF54933900,2015-01-01,1
IDF54933903,2016-04-01,1
IDF54933905,2018-08-01,1
IDF54933916,2013-04-01,1
IDF54934010,2017-08-01,1
IDF54934070,2017-05-01,1
IDF54934071,2017-01-01,1
IDF54934112,2013-07-01,1
IDF54934197,2019-09-01,1
IDF54934209,2014-04-01,1
IDF54934213,2013-02-01,1
IDF54934219,2014-12-01,1
IDF54934257,2019-12-01,1
IDF54934297,2014-02-01,1
IDF54934317,2014-05-01,1
IDF54934319,2018-07-01,1
IDF54934486,2015-01-01,1
IDF54934504,2013-12-01,1
IDF54934506,2018-03-01,1
IDF54934536,2018-03-01,1
IDF54934539,2018-06-01,1
IDF54934587,2017-02-01,1
IDF54934634,2017-10-01,1
IDF54934640,2015-10-01,1
IDF54934653,2015-07-01,1
IDF54934663,2016-10-01,1
IDF54934686,2019-09-01,1
IDF54934773,2018-12-01,1
IDF54934811,2018-09-01,1
IDF54934851,2019-02-01,1
IDF54934853,2015-02-01,1
IDF54934910,2014-07-01,1
IDF54934911,2018-08-01,1
IDF54934915,2019-01-01,1
IDF54934954,2019-05-01,1
IDF54935019,2017-01-01,1
IDF54935059,2014-10-01,1
IDF54935071,2016-01-01,1
IDF54935097,2015-07-01,1
IDF54935115,2017-08-01,1
IDF54935116,2018-07-01,1
IDF54935176,2019-04-01,1
IDF54935226,2016-09-01,1
IDF54935243,2015-10-01,1
IDF54935260,2018-07-01,1
IDF54935330,2013-12-01,1
IDF54935350,2017-05-01,1
IDF54935398,2019-10-01,1
IDF54935486,2017-01-01,1
IDF54935495,2019-06-01,1
IDF54935517,2014-01-01,1
IDF54935536,2018-12-01,1
IDF54935540,2013-04-01,1
IDF54935569,2013-10-01,1
IDF54935632,2013-02-01,1
IDF54935648,2018-03-01,1
IDF54935691,2019-02-01,1
IDF54935696,2015-06-01,1
IDF54935700,2016-10-01,1
IDF54935717,2019-08-01,1
IDF54935727,2017-07-01,1
IDF54935774,2016-10-01,1
IDF54935817,2017-07-01,1
IDF54935854,2014-07-01,1
IDF54935857,2019-04-01,1
IDF54936250,2018-06-01,1
IDF54936341,2016-06-01,1
IDF54936381,2015-10-01,1
IDF54936397,2014-10-01,1
IDF54936450,2015-12-01,1
IDF54936464,2018-03-01,1
IDF54936479,2017-01-01,1
IDF54936480,2015-03-01,1
IDF54936487,2017-09-01,1
IDF54936511,2017-06-01,1
IDF54936512,2014-12-01,1
IDF54936534,2017-09-01,1
IDF54936612,2016-01-01,1
IDF54936620,2014-09-01,1
IDF54936639,2013-09-01,1
IDF54936654,2017-08-01,1
IDF54936685,2013-05-01,1
IDF54936686,2013-07-01,1
IDF54936714,2016-09-01,1
IDF54936764,2014-05-01,1
IDF54936784,2015-01-01,1
IDF54936840,2017-03-01,1
IDF54936843,2016-01-01,1
IDF54936913,2013-09-01,1
IDF54936943,2013-07-01,1
IDF54936988,2016-02-01,1
IDF54937022,2013-08-01,1
IDF54937032,2017-06-01,1
IDF54937042,2018-04-01,1
IDF54937080,2016-09-01,1
IDF54937094,2018-08-01,1
IDF54937107,2013-11-01,1
IDF54937123,2016-07-01,1
IDF54937146,2016-05-01,1
IDF54937163,2014-09-01,1
IDF54937222,2016-08-01,1
IDF54937297,2014-02-01,1
IDF54937375,2017-09-01,1
IDF54937394,2016-06-01,1
IDF54937395,2014-12-01,1
IDF54937405,2017-08-01,1
IDF54937413,2016-08-01,1
IDF54937423,2015-12-01,1
IDF54937456,2017-01-01,1
IDF54937458,2015-12-01,1
IDF54937595,2015-08-01,1
IDF54937633,2018-04-01,1
IDF54937635,2018-09-01,1
IDF54937652,2013-04-01,1
IDF54937692,2016-02-01,1
IDF54937751,2013-12-01,1
IDF54937792,2013-03-01,1
IDF54937847,2015-02-01,1
IDF54937876,2013-06-01,1
IDF54937896,2017-06-01,1
IDF54937972,2017-11-01,1
IDF54937991,2017-05-01,1
IDF54938039,2014-03-01,1
IDF54938148,2014-03-01,1
IDF54938162,2017-11-01,1
IDF54938187,2015-03-01,1
IDF54938197,2013-02-01,1
IDF54938229,2018-08-01,1
IDF54938256,2019-01-01,1
IDF54938257,2017-03-01,1
IDF54938285,2013-02-01,1
IDF54938322,2014-09-01,1
IDF54938327,2018-01-01,1
IDF54938371,2015-03-01,1
IDF54938373,2017-01-01,1
IDF54938375,2013-09-01,1
IDF54938389,2014-05-01,1
IDF54938392,2014-09-01,1
IDF54938425,2014-03-01,1
IDF54938466,2016-08-01,1
IDF54938568,2013-05-01,1
IDF54938578,2018-08-01,1
IDF54938619,2019-11-01,1
IDF54938634,2015-09-01,1
IDF54938714,2014-09-01,1
IDF54938717,2015-07-01,1
IDF54938731,2014-06-01,1
IDF54938790,2014-11-01,1
IDF54938821,2013-11-01,1
IDF54938900,2017-06-01,1
IDF54938948,2015-07-01,1
IDF54938994,2015-04-01,1
IDF54939000,2014-07-01,1
IDF54939017,2017-06-01,1
IDF54939034,2015-05-01,1
IDF54939036,2019-03-01,1
IDF54939096,2018-07-01,1
IDF54939113,2014-07-01,1
IDF54939151,2019-03-01,1
IDF54939303,2013-01-01,1
IDF54939309,2019-12-01,1
IDF54939318,2019-08-01,1
IDF54939323,2013-12-01,1
IDF54939327,2015-12-01,1
IDF54939340,2014-07-01,1
IDF54939349,2016-10-01,1
IDF54939414,2017-12-01,1
IDF54939502,2017-12-01,1
IDF54939511,2016-11-01,1
IDF54939514,2013-01-01,1
IDF54939533,2015-05-01,1
IDF54939534,2016-11-01,1
IDF54939544,2013-09-01,1
IDF54939568,2015-12-01,1
IDF54939621,2013-04-01,1
IDF54939646,2014-11-01,1
IDF54939658,2019-05-01,1
IDF54939746,2015-11-01,1
IDF54939998,2016-05-01,1
IDF54940110,2015-03-01,1
IDF54940131,2014-03-01,1
IDF54940141,2017-01-01,1
IDF54940183,2019-08-01,1
IDF54940261,2016-08-01,1
IDF54940286,2019-05-01,1
IDF54940291,2015-05-01,1
IDF54940355,2013-02-01,1
IDF54940370,2014-08-01,1
IDF54940382,2013-05-01,1
IDF54940408,2017-07-01,1
IDF54940426,2015-10-01,1
IDF54940452,2019-03-01,1
IDF54940533,2014-04-01,1
IDF54940551,2016-04-01,1
IDF54940570,2015-10-01,1
IDF54940626,2015-02-01,1
IDF54940670,2017-06-01,1
IDF54940676,2018-08-01,1
IDF54940681,2016-08-01,1
IDF54940802,2015-08-01,1
IDF54940833,2019-11-01,1
IDF54940845,2017-03-01,1
IDF54940970,2017-07-01,1
IDF54940972,2013-03-01,1
IDF54941007,2015-02-01,1
IDF54941016,2015-04-01,1
IDF54941019,2019-09-01,1
IDF54941023,2014-09-01,1
IDF54941035,2013-05-01,1
IDF54941053,2015-02-01,1
IDF54941078,2014-04-01,1
IDF54941089,2013-07-01,1
IDF54941100,2019-02-01,1
IDF54941103,2014-02-01,1
IDF54941110,2017-07-01,1
IDF54941181,2013-07-01,1
IDF54941214,2013-06-01,1
IDF54941237,2014-07-01,1
IDF54941325,2016-02-01,1
IDF54941348,2013-09-01,1
IDF54941367,2017-09-01,1
IDF54941392,2013-03-01,1
IDF54941410,2017-06-01,1
IDF54941420,2014-08-01,1
IDF54941444,2016-10-01,1
IDF54941476,2016-07-01,1
IDF54941555,2017-03-01,1
IDF54941568,2013-06-01,1
IDF54941581,2016-11-01,1
IDF54941594,2013-08-01,1
IDF54941624,2015-10-01,1
IDF54941733,2013-04-01,1
IDF54941817,2016-01-01,1
IDF54941918,2017-12-01,1
IDF54941967,2014-02-01,1
IDF54941980,2016-06-01,1
IDF54941997,2018-01-01,1
IDF54942007,2014-09-01,1
IDF54942075,2019-04-01,1
IDF54942076,2019-08-01,1
IDF54942111,2017-09-01,1
IDF54942166,2014-12-01,1
IDF54942168,2014-06-01,1
IDF54942218,2013-11-01,1
IDF54942262,2015-11-01,1
IDF54942318,2017-06-01,1
IDF54942352,2016-06-01,1
IDF54942364,2014-11-01,1
IDF54942368,2014-07-01,1
IDF54942381,2019-06-01,1
IDF54942389,2016-01-01,1
IDF54942461,2019-10-01,1
IDF54942462,2016-04-01,1
IDF54942466,2014-07-01,1
IDF54942497,2018-07-01,1
IDF54942658,2018-01-01,1
IDF54942671,2015-01-01,1
IDF54942685,2018-09-01,1
IDF54942792,2019-01-01,1
IDF54942793,2019-03-01,1
IDF54942801,2013-08-01,1
IDF54942840,2017-03-01,1
IDF54942879,2018-06-01,1
IDF54942938,2014-10-01,1
IDF54942954,2015-04-01,1
IDF54943034,2017-02-01,1
IDF54943044,2013-05-01,1
IDF54943068,2017-12-01,1
IDF54943088,2013-02-01,1
IDF54943102,2017-09-01,1
IDF54943119,2016-03-01,1
IDF54943145,2014-07-01,1
IDF54943212,2018-06-01,1
IDF54943241,2014-01-01,1
IDF54943388,2014-08-01,1
IDF54943402,2013-05-01,1
IDF54943418,2014-12-01,1
IDF54943424,2018-05-01,1
IDF54943437,2014-10-01,1
IDF54943455,2018-12-01,1
IDF54943478,2018-04-01,1
IDF54943486,2018-11-01,1
IDF54943643,2019-07-01,1
IDF54943648,2016-05-01,1
IDF54943721,2016-06-01,1
IDF54943746,2013-07-01,1
IDF54943793,2017-04-01,1
IDF54943803,2017-05-01,1
IDF54943825,2014-06-01,1
IDF54943842,2017-09-01,1
IDF54943868,2018-05-01,1
IDF54943940,2016-05-01,1
IDF54943943,2016-10-01,1
IDF54943953,2015-02-01,1
IDF54943975,2014-08-01,1
IDF54944001,2014-07-01,1
IDF54944025,2016-08-01,1
IDF54944036,2016-06-01,1
IDF54944048,2019-04-01,1
IDF54944073,2013-09-01,1
IDF54944125,2014-07-01,1
IDF54944133,2016-06-01,1
IDF54944160,2015-03-01,1
IDF54944240,2014-06-01,1
IDF54944250,2019-01-01,1
IDF54944331,2014-10-01,1
IDF54944334,2016-05-01,1
IDF54944346,2014-03-01,1
IDF54944350,2017-06-01,1
IDF54944393,2014-02-01,1
IDF54944397,2017-07-01,1
IDF54944495,2015-10-01,1
IDF54944497,2015-07-01,1
IDF54944668,2014-03-01,1
IDF54944748,2013-03-01,1
IDF54944753,2016-08-01,1
IDF54944755,2018-02-01,1
IDF54944822,2015-03-01,1
IDF54944938,2016-07-01,1
IDF54944977,2017-11-01,1
IDF54944985,2017-03-01,1
IDF54945034,2017-09-01,1
IDF54945074,2017-02-01,1
IDF54945139,2016-11-01,1
IDF54945156,2019-04-01,1
IDF54945157,2019-07-01,1
IDF54945181,2015-08-01,1
IDF54945286,2018-05-01,1
IDF54945294,2016-11-01,1
IDF54945386,2014-09-01,1
IDF54945405,2019-10-01,1
IDF54945419,2015-11-01,1
IDF54945488,2015-07-01,1
IDF54945518,2019-11-01,1
IDF54945525,2013-08-01,1
IDF54945544,2019-04-01,1
IDF54945595,2019-09-01,1
IDF54945610,2015-01-01,1
IDF54945649,2013-06-01,1
IDF54945660,2016-04-01,1
IDF54945669,2018-02-01,1
IDF54945726,2017-09-01,1
IDF54945779,2018-10-01,1
IDF54945785,2013-11-01,1
IDF54945826,2016-05-01,1
IDF54945915,2015-06-01,1
IDF54945942,2014-11-01,1
IDF54945971,2019-11-01,1
IDF54946037,2013-12-01,1
IDF54946062,2016-01-01,1
IDF54946100,2013-08-01,1
IDF54946125,2014-09-01,1
IDF54946195,2018-08-01,1
IDF54946213,2015-11-01,1
IDF54946222,2013-03-01,1
IDF54946256,2016-05-01,1
IDF54946261,2017-02-01,1
IDF54946302,2013-01-01,1
IDF54946370,2013-09-01,1
IDF54946378,2013-02-01,1
IDF54946394,2015-09-01,1
IDF54946411,2019-11-01,1
IDF54946458,2014-01-01,1
IDF54946475,2016-09-01,1
IDF54946497,2018-03-01,1
IDF54946540,2017-02-01,1
IDF54946642,2013-07-01,1
IDF54946659,2017-11-01,1
IDF54946677,2016-02-01,1
IDF54946686,2016-06-01,1
IDF54946828,2017-05-01,1
IDF54946847,2015-05-01,1
IDF54946882,2018-02-01,1
IDF54946951,2018-06-01,1
IDF54946984,2019-08-01,1
IDF54947047,2017-02-01,1
IDF54947094,2017-09-01,1
IDF54947127,2014-01-01,1
IDF54947179,2017-01-01,1
IDF54947238,2014-12-01,1
IDF54947240,2019-11-01,1
IDF54947253,2015-03-01,1
IDF54947336,2015-05-01,1
IDF54947438,2016-10-01,1
IDF54947492,2013-04-01,1
IDF54947514,2013-07-01,1
IDF54947564,2017-04-01,1
IDF54947570,2014-09-01,1
IDF54947573,2017-03-01,1
IDF54947588,2015-02-01,1
IDF54947605,2016-08-01,1
IDF54947636,2017-05-01,1
IDF54947638,2014-01-01,1
IDF54947664,2016-08-01,1
IDF54947716,2015-11-01,1
IDF54947842,2018-08-01,1
IDF54947877,2016-02-01,1
IDF54947980,2018-01-01,1
IDF54948018,2017-10-01,1
IDF54948080,2015-12-01,1
IDF54948096,2019-10-01,1
IDF54948147,2018-05-01,1
IDF54948182,2014-02-01,1
IDF54948231,2013-01-01,1
IDF54948257,2018-10-01,1
IDF54948477,2015-05-01,1
IDF54948483,2019-07-01,1
IDF54948496,2013-10-01,1
IDF54948534,2017-10-01,1
IDF54948551,2018-10-01,1
IDF54948638,2018-04-01,1
IDF54948662,2016-05-01,1
IDF54948678,2014-06-01,1
IDF54948739,2019-02-01,1
IDF54948741,2015-08-01,1
IDF54948748,2019-08-01,1
IDF54948766,2013-09-01,1
IDF54948818,2019-12-01,1
IDF54948856,2013-04-01,1
IDF54948994,2017-10-01,1
IDF54949058,2017-11-01,1
IDF54949108,2013-04-01,1
IDF54949247,2018-05-01,1
IDF54949257,2018-01-01,1
IDF54949296,2013-12-01,1
IDF54949307,2018-01-01,1
IDF54949324,2016-04-01,1
IDF54949363,2014-02-01,1
IDF54949500,2016-05-01,1
IDF54949596,2014-09-01,1
IDF54949613,2019-11-01,1
IDF54949717,2015-10-01,1
IDF54949726,2018-02-01,1
IDF54949758,2016-01-01,1
IDF54949770,2013-01-01,1
IDF54949874,2018-11-01,1
IDF54949961,2013-03-01,1
IDF54949972,2019-04-01,1
IDF54949977,2013-11-01,1
IDF54950001,2019-11-01,1
IDF54950030,2016-04-01,1
IDF54950050,2016-01-01,1
IDF54950064,2017-01-01,1
IDF54950251,2017-09-01,1
IDF54950444,2018-12-01,1
IDF54950460,2015-11-01,1
IDF54950464,2014-09-01,1
IDF54950469,2015-04-01,1
IDF54950474,2019-04-01,1
IDF54950580,2016-03-01,1
IDF54950671,2015-10-01,1
IDF54950701,2019-08-01,1
IDF54950729,2014-08-01,1
IDF54950788,2015-07-01,1
IDF54950809,2018-08-01,1
IDF54950827,2017-03-01,1
IDF54950890,2014-10-01,1
IDF54950925,2014-03-01,1
IDF54950935,2017-05-01,1
IDF54950938,2015-06-01,1
IDF54950991,2014-02-01,1
IDF54951033,2016-10-01,1
IDF54951058,2016-12-01,1
IDF54951065,2016-12-01,1
IDF54951135,2013-08-01,1
IDF54951237,2016-10-01,1
IDF54951250,2016-12-01,1
IDF54951292,2013-03-01,1
IDF54951325,2018-01-01,1
IDF54951333,2014-11-01,1
IDF54951356,2016-12-01,1
IDF54951360,2015-06-01,1
IDF54951362,2016-04-01,1
IDF54951391,2018-12-01,1
IDF54951420,2018-10-01,1
IDF54951425,2018-10-01,1
IDF54951460,2016-10-01,1
IDF54951479,2019-08-01,1
IDF54951614,2016-08-01,1
IDF54951630,2013-11-01,1
IDF54951663,2019-10-01,1
IDF54951759,2019-03-01,1
IDF54951771,2014-09-01,1
IDF54951887,2014-06-01,1
IDF54951933,2013-10-01,1
IDF54951947,2013-06-01,1
IDF54951955,2019-03-01,1
IDF54951963,2016-01-01,1
IDF54951974,2016-08-01,1
IDF54951978,2019-06-01,1
IDF54952048,2017-09-01,1
IDF54952135,2018-08-01,1
IDF54952179,2016-02-01,1
IDF54952193,2013-11-01,1
IDF54952195,2015-02-01,1
IDF54952220,2019-12-01,1
IDF54952239,2013-06-01,1
IDF54952254,2016-06-01,1
IDF54952281,2015-03-01,1
IDF54952340,2013-09-01,1
IDF54952342,2018-06-01,1
IDF54952400,2018-10-01,1
IDF54952411,2014-01-01,1
IDF54952448,2019-03-01,1
IDF54952505,2014-08-01,1
IDF54952727,2013-10-01,1
IDF54952800,2016-09-01,1
IDF54952873,2015-10-01,1
IDF54952875,2017-07-01,1
IDF54952880,2013-06-01,1
IDF54952997,2016-01-01,1
IDF54953025,2014-08-01,1
IDF54953063,2013-10-01,1
IDF54953088,2018-08-01,1
IDF54953105,2019-06-01,1
IDF54953153,2018-01-01,1
IDF54953157,2013-10-01,1
IDF54953185,2016-03-01,1
IDF54953313,2014-04-01,1
IDF54953337,2017-04-01,1
IDF54953347,2017-08-01,1
IDF54953360,2019-04-01,1
IDF54953471,2019-07-01,1
IDF54953495,2017-05-01,1
IDF54953572,2015-12-01,1
IDF54953610,2017-07-01,1
IDF54953654,2016-04-01,1
IDF54953672,2016-10-01,1
IDF54953703,2019-11-01,1
IDF54953771,2015-11-01,1
IDF54953818,2017-01-01,1
IDF54953849,2018-05-01,1
IDF54953898,2015-11-01,1
IDF54953902,2014-08-01,1
IDF54954014,2013-02-01,1
IDF54954086,2016-09-01,1
IDF54954127,2014-06-01,1
IDF54954135,2018-06-01,1
IDF54954147,2015-03-01,1
IDF54954247,2014-06-01,1
IDF54954282,2018-12-01,1
IDF54954283,2015-08-01,1
IDF54954288,2014-08-01,1
IDF54954381,2014-06-01,1
IDF54954435,2017-07-01,1
IDF54954523,2014-04-01,1
IDF54954547,2019-09-01,1
IDF54954609,2013-11-01,1
IDF54954646,2018-03-01,1
IDF54954688,2015-10-01,1
IDF54954717,2019-04-01,1
IDF54954737,2019-06-01,1
IDF54954753,2015-08-01,1
IDF54954811,2015-01-01,1
IDF54954891,2018-08-01,1
IDF54954904,2014-04-01,1
IDF54954905,2015-12-01,1
IDF54954925,2016-04-01,1
IDF54954973,2019-10-01,1
IDF54954996,2016-08-01,1
IDF54954999,2017-11-01,1
IDF54955027,2014-03-01,1
IDF54955072,2014-01-01,1
IDF54955089,2013-08-01,1
IDF54955183,2014-04-01,1
IDF54955194,2014-09-01,1
IDF54955220,2013-03-01,1
IDF54955237,2019-12-01,1
IDF54955245,2019-03-01,1
IDF54955265,2016-04-01,1
IDF54955359,2014-10-01,1
IDF54955462,2017-05-01,1
IDF54955496,2016-12-01,1
IDF54955499,2013-05-01,1
IDF54955522,2019-08-01,1
IDF54955531,2017-04-01,1
IDF54955535,2014-08-01,1
IDF54955565,2016-01-01,1
IDF54955592,2019-04-01,1
IDF54955597,2018-12-01,1
IDF54955680,2013-10-01,1
IDF54955685,2018-04-01,1
IDF54955713,2015-12-01,1
IDF54955743,2014-11-01,1
IDF54955744,2018-01-01,1
IDF54955781,2017-12-01,1
IDF54955819,2014-12-01,1
IDF54955844,2015-07-01,1
IDF54955901,2016-08-01,1
IDF54955928,2015-03-01,1
IDF54956061,2018-05-01,1
IDF54956070,2014-11-01,1
IDF54956098,2017-09-01,1
IDF54956161,2015-08-01,1
IDF54956166,2018-11-01,1
IDF54956188,2017-07-01,1
IDF54956249,2017-04-01,1
IDF54956267,2018-05-01,1
IDF54956287,2019-12-01,1
IDF54956491,2017-09-01,1
IDF54956545,2017-12-01,1
IDF54956586,2017-09-01,1
IDF54956616,2014-12-01,1
IDF54956683,2014-05-01,1
IDF54956700,2013-09-01,1
IDF54956715,2015-02-01,1
IDF54956717,2014-04-01,1
IDF54956890,2015-06-01,1
IDF54957025,2013-10-01,1
IDF54957057,2015-10-01,1
IDF54957093,2017-03-01,1
IDF54957110,2017-04-01,1
IDF54957119,2017-10-01,1
IDF54957135,2018-11-01,1
IDF54957138,2014-11-01,1
IDF54957210,2015-10-01,1
IDF54957227,2013-03-01,1
IDF54957287,2018-03-01,1
IDF54957378,2018-09-01,1
IDF54957449,2013-10-01,1
IDF54957456,2013-10-01,1
IDF54957479,2016-08-01,1
IDF54957557,2019-09-01,1
IDF54957633,2017-01-01,1
IDF54957641,2014-09-01,1
IDF54957658,2019-02-01,1
IDF54957712,2013-11-01,1
IDF54957758,2014-04-01,1
IDF54957759,2016-08-01,1
IDF54957786,2018-11-01,1
IDF54957787,2019-06-01,1
IDF54957868,2018-07-01,1
IDF54957916,2019-01-01,1
IDF54957962,2014-06-01,1
IDF54958060,2016-09-01,1
IDF54958112,2016-05-01,1
IDF54958169,2016-02-01,1
IDF54958189,2013-07-01,1
IDF54958198,2019-05-01,1
IDF54958255,2016-03-01,1
IDF54958268,2013-11-01,1
IDF54958285,2016-11-01,1
IDF54958313,2019-04-01,1
IDF54958333,2014-05-01,1
IDF54958334,2013-02-01,1
IDF54958347,2018-03-01,1
IDF54958407,2013-07-01,1
IDF54958458,2018-08-01,1
IDF54958476,2018-09-01,1
IDF54958496,2014-12-01,1
IDF54958519,2019-05-01,1
IDF54958549,2016-07-01,1
IDF54958773,2017-04-01,1
IDF54958774,2019-07-01,1
IDF54958815,2018-09-01,1
IDF54958842,2018-05-01,1
IDF54958894,2017-01-01,1
IDF54958920,2013-03-01,1
IDF54958951,2014-10-01,1
IDF54959013,2013-03-01,1
IDF54959035,2016-12-01,1
IDF54959057,2018-04-01,1
IDF54959094,2016-11-01,1
IDF54959185,2019-05-01,1
IDF54959195,2019-03-01,1
IDF54959204,2015-10-01,1
IDF54959226,2015-02-01,1
IDF54959269,2014-10-01,1
IDF54959277,2015-07-01,1
IDF54959296,2013-07-01,1
IDF54959313,2015-07-01,1
IDF54959331,2015-08-01,1
IDF54959361,2019-06-01,1
IDF54959364,2017-06-01,1
IDF54959449,2019-07-01,1
IDF54959542,2018-12-01,1
IDF54959561,2013-07-01,1
IDF54959606,2014-08-01,1
IDF54959729,2016-07-01,1
IDF54959763,2018-01-01,1
IDF54959792,2015-10-01,1
IDF54959805,2013-02-01,1
IDF54959866,2015-06-01,1
IDF54959902,2015-10-01,1
IDF54960053,2014-02-01,1
IDF54960147,2019-11-01,1
IDF54960163,2016-04-01,1
IDF54960175,2014-01-01,1
IDF54960225,2013-02-01,1
IDF54960238,2013-07-01,1
IDF54960251,2015-12-01,1
IDF54960386,2013-10-01,1
IDF54960397,2014-10-01,1
IDF54960467,2013-11-01,1
IDF54960490,2015-12-01,1
IDF54960508,2013-02-01,1
IDF54960525,2018-03-01,1
IDF54960526,2019-01-01,1
IDF54960631,2019-07-01,1
IDF54960730,2017-06-01,1
IDF54960787,2014-06-01,1
IDF54960821,2017-08-01,1
IDF54960827,2019-03-01,1
IDF54960862,2013-01-01,1
IDF54960930,2015-06-01,1
IDF54960935,2016-05-01,1
IDF54961056,2017-10-01,1
IDF54961196,2019-08-01,1
IDF54961219,2015-07-01,1
IDF54961279,2017-10-01,1
IDF54961322,2017-01-01,1
IDF54961329,2015-08-01,1
IDF54961347,2018-02-01,1
IDF54961356,2015-04-01,1
IDF54961396,2017-09-01,1
IDF54961398,2016-12-01,1
IDF54961462,2018-02-01,1
IDF54961490,2014-03-01,1
IDF54961580,2018-09-01,1
IDF54961612,2019-12-01,1
IDF54961638,2017-06-01,1
IDF54961687,2015-08-01,1
IDF54961716,2017-06-01,1
IDF54961757,2018-03-01,1
IDF54961765,2017-03-01,1
IDF54961818,2014-09-01,1
IDF54961883,2013-05-01,1
IDF54961889,2015-12-01,1
IDF54961944,2013-08-01,1
IDF54962001,2018-08-01,1
IDF54962013,2015-09-01,1
IDF54962026,2013-08-01,1
IDF54962043,2015-11-01,1
IDF54962046,2016-05-01,1
IDF54962063,2014-03-01,1
IDF54962117,2019-11-01,1
IDF54962130,2014-02-01,1
IDF54962164,2013-08-01,1
IDF54962202,2019-09-01,1
IDF54962274,2014-07-01,1
IDF54962283,2014-02-01,1
IDF54962299,2017-12-01,1
IDF54962356,2014-06-01,1
IDF54962416,2016-12-01,1
IDF54962424,2015-10-01,1
IDF54962446,2017-03-01,1
IDF54962449,2015-03-01,1
IDF54962530,2017-11-01,1
IDF54962550,2019-04-01,1
IDF54962556,2015-07-01,1
IDF54962604,2013-12-01,1
IDF54962605,2016-07-01,1
IDF54962619,2015-07-01,1
IDF54962643,2015-05-01,1
IDF54962693,2013-09-01,1
IDF54962695,2018-09-01,1
IDF54962717,2013-10-01,1
IDF54962719,2017-04-01,1
IDF54962731,2013-09-01,1
IDF54962753,2014-10-01,1
IDF54962766,2014-10-01,1
IDF54962775,2016-09-01,1
IDF54962851,2014-01-01,1
IDF54962874,2017-05-01,1
IDF54962901,2017-10-01,1
IDF54962907,2014-12-01,1
IDF54962920,2018-02-01,1
IDF54962927,2018-09-01,1
IDF54962960,2016-07-01,1
IDF54962979,2017-06-01,1
IDF54962985,2018-08-01,1
IDF54963098,2016-06-01,1
IDF54963113,2019-11-01,1
IDF54963157,2013-07-01,1
IDF54963180,2015-02-01,1
IDF54963199,2014-03-01,1
IDF54963204,2013-03-01,1
IDF54963306,2013-08-01,1
IDF54963326,2014-08-01,1
IDF54963361,2018-05-01,1
IDF54963378,2019-10-01,1
IDF54963440,2016-09-01,1
IDF54963490,2013-09-01,1
IDF54963522,2017-01-01,1
IDF54963581,2013-11-01,1
IDF54963649,2014-12-01,1
IDF54963680,2014-05-01,1
IDF54963750,2015-03-01,1
IDF54963830,2019-04-01,1
IDF54963883,2018-05-01,1
IDF54963918,2019-03-01,1
IDF54963948,2015-04-01,1
IDF54964153,2017-08-01,1
IDF54964160,2018-06-01,1
