ID,date,кредитный_рейтинг
IDF54950095,2019-08-01,584
IDF54950095,2019-09-01,579
IDF54950095,2019-10-01,588
IDF54950095,2019-11-01,565
IDF54950095,2019-12-01,556
IDF54920158,2019-07-01,661
IDF54920158,2019-08-01,673
IDF54920158,2019-09-01,671
IDF54920158,2019-10-01,654
IDF54920158,2019-11-01,636
IDF54920158,2019-12-01,633
IDF55099878,2015-10-01,663
IDF55099878,2015-11-01,657
IDF55099878,2015-12-01,648
IDF55099878,2016-01-01,648
IDF55099878,2016-02-01,630
IDF55099878,2016-03-01,647
IDF55099878,2016-04-01,642
IDF55099878,2016-05-01,647
IDF55099878,2016-06-01,644
IDF55099878,2016-07-01,626
IDF55099878,2016-08-01,608
IDF55099878,2016-09-01,607
IDF55099878,2016-10-01,613
IDF55099878,2016-11-01,611
IDF55099878,2016-12-01,585
IDF55099878,2017-01-01,586
IDF55099878,2017-02-01,575
IDF55099878,2017-03-01,557
IDF55099878,2017-04-01,557
IDF55099878,2017-05-01,578
IDF55099878,2017-06-01,564
IDF55099878,2017-07-01,557
IDF55099878,2017-08-01,552
IDF55099878,2017-09-01,556
IDF55099878,2017-10-01,564
IDF55099878,2017-11-01,547
IDF55099878,2017-12-01,554
IDF55099878,2018-01-01,558
IDF55099878,2018-02-01,562
IDF55099878,2018-03-01,559
IDF55099878,2018-04-01,551
IDF55099878,2018-05-01,544
IDF55099878,2018-06-01,532
IDF55099878,2018-07-01,544
IDF55099878,2018-08-01,552
IDF55099878,2018-09-01,551
IDF55099878,2018-10-01,547
IDF55099878,2018-11-01,563
IDF55099878,2018-12-01,560
IDF55099878,2019-01-01,561
IDF55099878,2019-02-01,560
IDF55099878,2019-03-01,560
IDF55099878,2019-04-01,551
IDF55099878,2019-05-01,555
IDF55099878,2019-06-01,545
IDF55099878,2019-07-01,546
IDF55099878,2019-08-01,549
IDF55099878,2019-09-01,524
IDF55099878,2019-10-01,534
IDF55099878,2019-11-01,538
IDF55099878,2019-12-01,548
IDF55014483,2018-07-01,613
IDF55014483,2018-08-01,580
IDF55014483,2018-09-01,577
IDF55014483,2018-10-01,560
IDF55014483,2018-11-01,564
IDF55014483,2018-12-01,561
IDF55014483,2019-01-01,573
IDF55014483,2019-02-01,573
IDF55014483,2019-03-01,570
IDF55014483,2019-04-01,517
IDF55014483,2019-05-01,496
IDF55014483,2019-06-01,489
IDF55014483,2019-07-01,490
IDF55014483,2019-08-01,487
IDF55014483,2019-09-01,490
IDF55014483,2019-10-01,500
IDF55014483,2019-11-01,519
IDF55014483,2019-12-01,507
IDF54928154,2017-11-01,675
IDF54928154,2017-12-01,683
IDF54928154,2018-01-01,700
IDF54928154,2018-02-01,689
IDF54928154,2018-03-01,701
IDF54928154,2018-04-01,699
IDF54928154,2018-05-01,681
IDF54928154,2018-06-01,680
IDF54928154,2018-07-01,681
IDF54928154,2018-08-01,675
IDF54928154,2018-09-01,668
IDF54928154,2018-10-01,666
IDF54928154,2018-11-01,648
IDF54928154,2018-12-01,620
IDF54928154,2019-01-01,614
IDF54928154,2019-02-01,610
IDF54928154,2019-03-01,600
IDF54928154,2019-04-01,592
IDF54928154,2019-05-01,592
IDF54928154,2019-06-01,599
IDF54928154,2019-07-01,596
IDF54928154,2019-08-01,584
IDF54928154,2019-09-01,590
IDF54928154,2019-10-01,586
IDF54928154,2019-11-01,597
IDF54928154,2019-12-01,611
IDF55117206,2013-09-01,704
IDF55117206,2013-10-01,721
IDF55117206,2013-11-01,721
IDF55117206,2013-12-01,708
IDF55117206,2014-01-01,707
IDF55117206,2014-02-01,713
IDF55117206,2014-03-01,706
IDF55117206,2014-04-01,701
IDF55117206,2014-05-01,704
IDF55117206,2014-06-01,696
IDF55117206,2014-07-01,674
IDF55117206,2014-08-01,688
IDF55117206,2014-09-01,700
IDF55117206,2014-10-01,697
IDF55117206,2014-11-01,687
IDF55117206,2014-12-01,674
IDF55117206,2015-01-01,667
IDF55117206,2015-02-01,664
IDF55117206,2015-03-01,640
IDF55117206,2015-04-01,653
IDF55117206,2015-05-01,639
IDF55117206,2015-06-01,634
IDF55117206,2015-07-01,608
IDF55117206,2015-08-01,609
IDF55117206,2015-09-01,612
IDF55117206,2015-10-01,614
IDF55117206,2015-11-01,625
IDF55117206,2015-12-01,605
IDF55117206,2016-01-01,613
IDF55117206,2016-02-01,608
IDF55117206,2016-03-01,605
IDF55117206,2016-04-01,620
IDF55117206,2016-05-01,607
IDF55117206,2016-06-01,593
IDF55117206,2016-07-01,609
IDF55117206,2016-08-01,608
IDF55117206,2016-09-01,612
IDF55117206,2016-10-01,628
IDF55117206,2016-11-01,620
IDF55117206,2016-12-01,613
IDF55117206,2017-01-01,618
IDF55117206,2017-02-01,616
IDF55117206,2017-03-01,624
IDF55117206,2017-04-01,645
IDF55117206,2017-05-01,621
IDF55117206,2017-06-01,621
IDF55117206,2017-07-01,613
IDF55117206,2017-08-01,605
IDF55117206,2017-09-01,600
IDF55117206,2017-10-01,596
IDF55117206,2017-11-01,597
IDF55117206,2017-12-01,587
IDF55117206,2018-01-01,604
IDF55117206,2018-02-01,622
IDF55117206,2018-03-01,623
IDF55117206,2018-04-01,607
IDF55117206,2018-05-01,606
IDF55117206,2018-06-01,628
IDF55117206,2018-07-01,623
IDF55117206,2018-08-01,611
IDF55117206,2018-09-01,611
IDF55117206,2018-10-01,592
IDF55117206,2018-11-01,586
IDF55117206,2018-12-01,588
IDF55117206,2019-01-01,584
IDF55117206,2019-02-01,583
IDF55117206,2019-03-01,595
IDF55117206,2019-04-01,596
IDF55117206,2019-05-01,597
IDF55117206,2019-06-01,594
IDF55117206,2019-07-01,595
IDF55117206,2019-08-01,601
IDF55117206,2019-09-01,615
IDF55117206,2019-10-01,597
IDF55117206,2019-11-01,592
IDF55117206,2019-12-01,606
IDF54976865,2015-10-01,651
IDF54976865,2015-11-01,639
IDF54976865,2015-12-01,637
IDF54976865,2016-01-01,638
IDF54976865,2016-02-01,637
IDF54976865,2016-03-01,644
IDF54976865,2016-04-01,651
IDF54976865,2016-05-01,645
IDF54976865,2016-06-01,641
IDF54976865,2016-07-01,615
IDF54976865,2016-08-01,612
IDF54976865,2016-09-01,616
IDF54976865,2016-10-01,612
IDF54976865,2016-11-01,637
IDF54976865,2016-12-01,616
IDF54976865,2017-01-01,602
IDF54976865,2017-02-01,604
IDF54976865,2017-03-01,599
IDF54976865,2017-04-01,587
IDF54976865,2017-05-01,579
IDF54976865,2017-06-01,560
IDF54976865,2017-07-01,545
IDF54976865,2017-08-01,537
IDF54976865,2017-09-01,541
IDF54976865,2017-10-01,542
IDF54976865,2017-11-01,541
IDF54976865,2017-12-01,529
IDF54976865,2018-01-01,531
IDF54976865,2018-02-01,515
IDF54976865,2018-03-01,496
IDF54976865,2018-04-01,506
IDF54976865,2018-05-01,507
IDF54976865,2018-06-01,495
IDF54976865,2018-07-01,486
IDF54976865,2018-08-01,482
IDF54976865,2018-09-01,494
IDF54976865,2018-10-01,492
IDF54976865,2018-11-01,500
IDF54976865,2018-12-01,491
IDF54976865,2019-01-01,500
IDF54976865,2019-02-01,497
IDF54976865,2019-03-01,494
IDF54976865,2019-04-01,490
IDF54976865,2019-05-01,502
IDF54976865,2019-06-01,503
IDF54976865,2019-07-01,514
IDF54976865,2019-08-01,514
IDF54976865,2019-09-01,518
IDF54976865,2019-10-01,532
IDF54976865,2019-11-01,518
IDF54976865,2019-12-01,525
IDF55134823,2019-11-01,494
IDF55134823,2019-12-01,491
IDF54958060,2016-09-01,684
IDF54958060,2016-10-01,683
IDF54958060,2016-11-01,682
IDF54958060,2016-12-01,679
IDF54958060,2017-01-01,673
IDF54958060,2017-02-01,683
IDF54958060,2017-03-01,694
IDF54958060,2017-04-01,686
IDF54958060,2017-05-01,683
IDF54958060,2017-06-01,669
IDF54958060,2017-07-01,664
IDF54958060,2017-08-01,660
IDF54958060,2017-09-01,657
IDF54958060,2017-10-01,642
IDF54958060,2017-11-01,650
IDF54958060,2017-12-01,651
IDF54958060,2018-01-01,653
IDF54958060,2018-02-01,646
IDF54958060,2018-03-01,631
IDF54958060,2018-04-01,629
IDF54958060,2018-05-01,612
IDF54958060,2018-06-01,610
IDF54958060,2018-07-01,607
IDF54958060,2018-08-01,611
IDF54958060,2018-09-01,598
IDF54958060,2018-10-01,586
IDF54958060,2018-11-01,573
IDF54958060,2018-12-01,581
IDF54958060,2019-01-01,583
IDF54958060,2019-02-01,576
IDF54958060,2019-03-01,595
IDF54958060,2019-04-01,606
IDF54958060,2019-05-01,590
IDF54958060,2019-06-01,583
IDF54958060,2019-07-01,569
IDF54958060,2019-08-01,571
IDF54958060,2019-09-01,558
IDF54958060,2019-10-01,573
IDF54958060,2019-11-01,585
IDF54958060,2019-12-01,593
IDF55031417,2015-08-01,680
IDF55031417,2015-09-01,659
IDF55031417,2015-10-01,667
IDF55031417,2015-11-01,666
IDF55031417,2015-12-01,651
IDF55031417,2016-01-01,630
IDF55031417,2016-02-01,651
IDF55031417,2016-03-01,649
IDF55031417,2016-04-01,645
IDF55031417,2016-05-01,655
IDF55031417,2016-06-01,650
IDF55031417,2016-07-01,649
IDF55031417,2016-08-01,650
IDF55031417,2016-09-01,626
IDF55031417,2016-10-01,622
IDF55031417,2016-11-01,608
IDF55031417,2016-12-01,599
IDF55031417,2017-01-01,593
IDF55031417,2017-02-01,601
IDF55031417,2017-03-01,590
IDF55031417,2017-04-01,572
IDF55031417,2017-05-01,571
IDF55031417,2017-06-01,552
IDF55031417,2017-07-01,539
IDF55031417,2017-08-01,550
IDF55031417,2017-09-01,543
IDF55031417,2017-10-01,526
IDF55031417,2017-11-01,526
IDF55031417,2017-12-01,533
IDF55031417,2018-01-01,538
IDF55031417,2018-02-01,545
IDF55031417,2018-03-01,536
IDF55031417,2018-04-01,534
IDF55031417,2018-05-01,542
IDF55031417,2018-06-01,564
IDF55031417,2018-07-01,574
IDF55031417,2018-08-01,546
IDF55031417,2018-09-01,554
IDF55031417,2018-10-01,538
IDF55031417,2018-11-01,552
IDF55031417,2018-12-01,559
IDF55031417,2019-01-01,537
IDF55031417,2019-02-01,553
IDF55031417,2019-03-01,564
IDF55031417,2019-04-01,535
IDF55031417,2019-05-01,530
IDF55031417,2019-06-01,516
IDF55031417,2019-07-01,526
IDF55031417,2019-08-01,532
IDF55031417,2019-09-01,539
IDF55031417,2019-10-01,540
IDF55031417,2019-11-01,542
IDF55031417,2019-12-01,540
IDF55127410,2014-05-01,728
IDF55127410,2014-06-01,716
IDF55127410,2014-07-01,726
IDF55127410,2014-08-01,721
IDF55127410,2014-09-01,711
IDF55127410,2014-10-01,709
IDF55127410,2014-11-01,713
IDF55127410,2014-12-01,693
IDF55127410,2015-01-01,661
IDF55127410,2015-02-01,665
IDF55127410,2015-03-01,687
IDF55127410,2015-04-01,667
IDF55127410,2015-05-01,675
IDF55127410,2015-06-01,659
IDF55127410,2015-07-01,647
IDF55127410,2015-08-01,625
IDF55127410,2015-09-01,617
IDF55127410,2015-10-01,619
IDF55127410,2015-11-01,615
IDF55127410,2015-12-01,601
IDF55127410,2016-01-01,595
IDF55127410,2016-02-01,593
IDF55127410,2016-03-01,589
IDF55127410,2016-04-01,584
IDF55127410,2016-05-01,603
IDF55127410,2016-06-01,591
IDF55127410,2016-07-01,589
IDF55127410,2016-08-01,584
IDF55127410,2016-09-01,584
IDF55127410,2016-10-01,605
IDF55127410,2016-11-01,603
IDF55127410,2016-12-01,610
IDF55127410,2017-01-01,619
IDF55127410,2017-02-01,614
IDF55127410,2017-03-01,617
IDF55127410,2017-04-01,584
IDF55127410,2017-05-01,589
IDF55127410,2017-06-01,595
IDF55127410,2017-07-01,600
IDF55127410,2017-08-01,606
IDF55127410,2017-09-01,621
IDF55127410,2017-10-01,614
IDF55127410,2017-11-01,606
IDF55127410,2017-12-01,603
IDF55127410,2018-01-01,614
IDF55127410,2018-02-01,621
IDF55127410,2018-03-01,623
IDF55127410,2018-04-01,596
IDF55127410,2018-05-01,602
IDF55127410,2018-06-01,616
IDF55127410,2018-07-01,612
IDF55127410,2018-08-01,597
IDF55127410,2018-09-01,613
IDF55127410,2018-10-01,625
IDF55127410,2018-11-01,630
IDF55127410,2018-12-01,621
IDF55127410,2019-01-01,599
IDF55127410,2019-02-01,616
IDF55127410,2019-03-01,604
IDF55127410,2019-04-01,599
IDF55127410,2019-05-01,595
IDF55127410,2019-06-01,601
IDF55127410,2019-07-01,602
IDF55127410,2019-08-01,598
IDF55127410,2019-09-01,606
IDF55127410,2019-10-01,605
IDF55127410,2019-11-01,607
IDF55127410,2019-12-01,624
IDF55013627,2013-09-01,668
IDF55013627,2013-10-01,654
IDF55013627,2013-11-01,658
IDF55013627,2013-12-01,653
IDF55013627,2014-01-01,637
IDF55013627,2014-02-01,638
IDF55013627,2014-03-01,636
IDF55013627,2014-04-01,645
IDF55013627,2014-05-01,637
IDF55013627,2014-06-01,643
IDF55013627,2014-07-01,621
IDF55013627,2014-08-01,602
IDF55013627,2014-09-01,593
IDF55013627,2014-10-01,592
IDF55013627,2014-11-01,592
IDF55013627,2014-12-01,585
IDF55013627,2015-01-01,586
IDF55013627,2015-02-01,610
IDF55013627,2015-03-01,586
IDF55013627,2015-04-01,593
IDF55013627,2015-05-01,593
IDF55013627,2015-06-01,587
IDF55013627,2015-07-01,590
IDF55013627,2015-08-01,589
IDF55013627,2015-09-01,579
IDF55013627,2015-10-01,554
IDF55013627,2015-11-01,562
IDF55013627,2015-12-01,547
IDF55013627,2016-01-01,550
IDF55013627,2016-02-01,568
IDF55013627,2016-03-01,554
IDF55013627,2016-04-01,572
IDF55013627,2016-05-01,573
IDF55013627,2016-06-01,595
IDF55013627,2016-07-01,591
IDF55013627,2016-08-01,572
IDF55013627,2016-09-01,576
IDF55013627,2016-10-01,583
IDF55013627,2016-11-01,568
IDF55013627,2016-12-01,579
IDF55013627,2017-01-01,587
IDF55013627,2017-02-01,573
IDF55013627,2017-03-01,562
IDF55013627,2017-04-01,573
IDF55013627,2017-05-01,569
IDF55013627,2017-06-01,570
IDF55013627,2017-07-01,558
IDF55013627,2017-08-01,549
IDF55013627,2017-09-01,563
IDF55013627,2017-10-01,566
IDF55013627,2017-11-01,596
IDF55013627,2017-12-01,586
IDF55013627,2018-01-01,583
IDF55013627,2018-02-01,577
IDF55013627,2018-03-01,581
IDF55013627,2018-04-01,572
IDF55013627,2018-05-01,585
IDF55013627,2018-06-01,587
IDF55013627,2018-07-01,576
IDF55013627,2018-08-01,594
IDF55013627,2018-09-01,585
IDF55013627,2018-10-01,592
IDF55013627,2018-11-01,590
IDF55013627,2018-12-01,606
IDF55013627,2019-01-01,586
IDF55013627,2019-02-01,573
IDF55013627,2019-03-01,574
IDF55013627,2019-04-01,574
IDF55013627,2019-05-01,576
IDF55013627,2019-06-01,571
IDF55013627,2019-07-01,567
IDF55013627,2019-08-01,563
IDF55013627,2019-09-01,556
IDF55013627,2019-10-01,558
IDF55013627,2019-11-01,562
IDF55013627,2019-12-01,561
IDF55103723,2017-11-01,773
IDF55103723,2017-12-01,768
IDF55103723,2018-01-01,754
IDF55103723,2018-02-01,764
IDF55103723,2018-03-01,760
IDF55103723,2018-04-01,759
IDF55103723,2018-05-01,765
IDF55103723,2018-06-01,760
IDF55103723,2018-07-01,775
IDF55103723,2018-08-01,761
IDF55103723,2018-09-01,741
IDF55103723,2018-10-01,709
IDF55103723,2018-11-01,721
IDF55103723,2018-12-01,719
IDF55103723,2019-01-01,710
IDF55103723,2019-02-01,700
IDF55103723,2019-03-01,690
IDF55103723,2019-04-01,689
IDF55103723,2019-05-01,700
IDF55103723,2019-06-01,686
IDF55103723,2019-07-01,691
IDF55103723,2019-08-01,685
IDF55103723,2019-09-01,688
IDF55103723,2019-10-01,679
IDF55103723,2019-11-01,695
IDF55103723,2019-12-01,686
IDF55037139,2018-04-01,591
IDF55037139,2018-05-01,605
IDF55037139,2018-06-01,623
IDF55037139,2018-07-01,615
IDF55037139,2018-08-01,605
IDF55037139,2018-09-01,602
IDF55037139,2018-10-01,601
IDF55037139,2018-11-01,615
IDF55037139,2018-12-01,599
IDF55037139,2019-01-01,589
IDF55037139,2019-02-01,584
IDF55037139,2019-03-01,574
IDF55037139,2019-04-01,560
IDF55037139,2019-05-01,550
IDF55037139,2019-06-01,554
IDF55037139,2019-07-01,562
IDF55037139,2019-08-01,557
IDF55037139,2019-09-01,544
IDF55037139,2019-10-01,550
IDF55037139,2019-11-01,537
IDF55037139,2019-12-01,525
IDF55087845,2017-11-01,692
IDF55087845,2017-12-01,713
IDF55087845,2018-01-01,696
IDF55087845,2018-02-01,725
IDF55087845,2018-03-01,700
IDF55087845,2018-04-01,697
IDF55087845,2018-05-01,685
IDF55087845,2018-06-01,683
IDF55087845,2018-07-01,690
IDF55087845,2018-08-01,674
IDF55087845,2018-09-01,675
IDF55087845,2018-10-01,670
IDF55087845,2018-11-01,655
IDF55087845,2018-12-01,645
IDF55087845,2019-01-01,638
IDF55087845,2019-02-01,641
IDF55087845,2019-03-01,631
IDF55087845,2019-04-01,629
IDF55087845,2019-05-01,622
IDF55087845,2019-06-01,616
IDF55087845,2019-07-01,602
IDF55087845,2019-08-01,609
IDF55087845,2019-09-01,607
IDF55087845,2019-10-01,605
IDF55087845,2019-11-01,618
IDF55087845,2019-12-01,620
IDF55147642,2019-02-01,578
IDF55147642,2019-03-01,559
IDF55147642,2019-04-01,563
IDF55147642,2019-05-01,555
IDF55147642,2019-06-01,543
IDF55147642,2019-07-01,535
IDF55147642,2019-08-01,522
IDF55147642,2019-09-01,513
IDF55147642,2019-10-01,520
IDF55147642,2019-11-01,513
IDF55147642,2019-12-01,501
IDF54938953,2019-11-01,595
IDF54938953,2019-12-01,602
IDF55117280,2013-10-01,725
IDF55117280,2013-11-01,720
IDF55117280,2013-12-01,728
IDF55117280,2014-01-01,745
IDF55117280,2014-02-01,734
IDF55117280,2014-03-01,724
IDF55117280,2014-04-01,725
IDF55117280,2014-05-01,738
IDF55117280,2014-06-01,729
IDF55117280,2014-07-01,729
IDF55117280,2014-08-01,738
IDF55117280,2014-09-01,736
IDF55117280,2014-10-01,748
IDF55117280,2014-11-01,759
IDF55117280,2014-12-01,756
IDF55117280,2015-01-01,734
IDF55117280,2015-02-01,704
IDF55117280,2015-03-01,706
IDF55117280,2015-04-01,708
IDF55117280,2015-05-01,709
IDF55117280,2015-06-01,697
IDF55117280,2015-07-01,671
IDF55117280,2015-08-01,669
IDF55117280,2015-09-01,660
IDF55117280,2015-10-01,662
IDF55117280,2015-11-01,657
IDF55117280,2015-12-01,659
IDF55117280,2016-01-01,653
IDF55117280,2016-02-01,634
IDF55117280,2016-03-01,622
IDF55117280,2016-04-01,627
IDF55117280,2016-05-01,640
IDF55117280,2016-06-01,636
IDF55117280,2016-07-01,646
IDF55117280,2016-08-01,645
IDF55117280,2016-09-01,650
IDF55117280,2016-10-01,635
IDF55117280,2016-11-01,646
IDF55117280,2016-12-01,663
IDF55117280,2017-01-01,660
IDF55117280,2017-02-01,654
IDF55117280,2017-03-01,640
IDF55117280,2017-04-01,637
IDF55117280,2017-05-01,632
IDF55117280,2017-06-01,636
IDF55117280,2017-07-01,649
IDF55117280,2017-08-01,645
IDF55117280,2017-09-01,643
IDF55117280,2017-10-01,654
IDF55117280,2017-11-01,644
IDF55117280,2017-12-01,633
IDF55117280,2018-01-01,635
IDF55117280,2018-02-01,633
IDF55117280,2018-03-01,620
IDF55117280,2018-04-01,612
IDF55117280,2018-05-01,609
IDF55117280,2018-06-01,608
IDF55117280,2018-07-01,625
IDF55117280,2018-08-01,633
IDF55117280,2018-09-01,620
IDF55117280,2018-10-01,625
IDF55117280,2018-11-01,636
IDF55117280,2018-12-01,633
IDF55117280,2019-01-01,646
IDF55117280,2019-02-01,656
IDF55117280,2019-03-01,650
IDF55117280,2019-04-01,639
IDF55117280,2019-05-01,647
IDF55117280,2019-06-01,636
IDF55117280,2019-07-01,638
IDF55117280,2019-08-01,626
IDF55117280,2019-09-01,634
IDF55117280,2019-10-01,622
IDF55117280,2019-11-01,624
IDF55117280,2019-12-01,642
IDF55007278,2013-02-01,746
IDF55007278,2013-03-01,747
IDF55007278,2013-04-01,762
IDF55007278,2013-05-01,757
IDF55007278,2013-06-01,760
IDF55007278,2013-07-01,742
IDF55007278,2013-08-01,744
IDF55007278,2013-09-01,752
IDF55007278,2013-10-01,744
IDF55007278,2013-11-01,742
IDF55007278,2013-12-01,724
IDF55007278,2014-01-01,718
IDF55007278,2014-02-01,698
IDF55007278,2014-03-01,700
IDF55007278,2014-04-01,709
IDF55007278,2014-05-01,706
IDF55007278,2014-06-01,719
IDF55007278,2014-07-01,710
IDF55007278,2014-08-01,702
IDF55007278,2014-09-01,702
IDF55007278,2014-10-01,680
IDF55007278,2014-11-01,669
IDF55007278,2014-12-01,665
IDF55007278,2015-01-01,677
IDF55007278,2015-02-01,668
IDF55007278,2015-03-01,674
IDF55007278,2015-04-01,676
IDF55007278,2015-05-01,680
IDF55007278,2015-06-01,649
IDF55007278,2015-07-01,633
IDF55007278,2015-08-01,636
IDF55007278,2015-09-01,641
IDF55007278,2015-10-01,646
IDF55007278,2015-11-01,648
IDF55007278,2015-12-01,656
IDF55007278,2016-01-01,657
IDF55007278,2016-02-01,657
IDF55007278,2016-03-01,658
IDF55007278,2016-04-01,659
IDF55007278,2016-05-01,665
IDF55007278,2016-06-01,657
IDF55007278,2016-07-01,645
IDF55007278,2016-08-01,641
IDF55007278,2016-09-01,639
IDF55007278,2016-10-01,629
IDF55007278,2016-11-01,650
IDF55007278,2016-12-01,655
IDF55007278,2017-01-01,658
IDF55007278,2017-02-01,650
IDF55007278,2017-03-01,648
IDF55007278,2017-04-01,661
IDF55007278,2017-05-01,658
IDF55007278,2017-06-01,662
IDF55007278,2017-07-01,649
IDF55007278,2017-08-01,668
IDF55007278,2017-09-01,678
IDF55007278,2017-10-01,676
IDF55007278,2017-11-01,668
IDF55007278,2017-12-01,662
IDF55007278,2018-01-01,668
IDF55007278,2018-02-01,662
IDF55007278,2018-03-01,664
IDF55007278,2018-04-01,669
IDF55007278,2018-05-01,660
IDF55007278,2018-06-01,641
IDF55007278,2018-07-01,650
IDF55007278,2018-08-01,641
IDF55007278,2018-09-01,648
IDF55007278,2018-10-01,651
IDF55007278,2018-11-01,649
IDF55007278,2018-12-01,652
IDF55007278,2019-01-01,648
IDF55007278,2019-02-01,661
IDF55007278,2019-03-01,663
IDF55007278,2019-04-01,675
IDF55007278,2019-05-01,671
IDF55007278,2019-06-01,669
IDF55007278,2019-07-01,653
IDF55007278,2019-08-01,658
IDF55007278,2019-09-01,679
IDF55007278,2019-10-01,670
IDF55007278,2019-11-01,661
IDF55007278,2019-12-01,644
IDF55093165,2016-04-01,641
IDF55093165,2016-05-01,634
IDF55093165,2016-06-01,625
IDF55093165,2016-07-01,616
IDF55093165,2016-08-01,604
IDF55093165,2016-09-01,615
IDF55093165,2016-10-01,609
IDF55093165,2016-11-01,618
IDF55093165,2016-12-01,624
IDF55093165,2017-01-01,631
IDF55093165,2017-02-01,609
IDF55093165,2017-03-01,599
IDF55093165,2017-04-01,604
IDF55093165,2017-05-01,597
IDF55093165,2017-06-01,600
IDF55093165,2017-07-01,583
IDF55093165,2017-08-01,580
IDF55093165,2017-09-01,564
IDF55093165,2017-10-01,549
IDF55093165,2017-11-01,530
IDF55093165,2017-12-01,532
IDF55093165,2018-01-01,521
IDF55093165,2018-02-01,512
IDF55093165,2018-03-01,519
IDF55093165,2018-04-01,499
IDF55093165,2018-05-01,509
IDF55093165,2018-06-01,495
IDF55093165,2018-07-01,502
IDF55093165,2018-08-01,497
IDF55093165,2018-09-01,508
IDF55093165,2018-10-01,502
IDF55093165,2018-11-01,502
IDF55093165,2018-12-01,501
IDF55093165,2019-01-01,482
IDF55093165,2019-02-01,479
IDF55093165,2019-03-01,479
IDF55093165,2019-04-01,491
IDF55093165,2019-05-01,492
IDF55093165,2019-06-01,499
IDF55093165,2019-07-01,526
IDF55093165,2019-08-01,528
IDF55093165,2019-09-01,514
IDF55093165,2019-10-01,530
IDF55093165,2019-11-01,519
IDF55093165,2019-12-01,520
IDF55112202,2014-11-01,736
IDF55112202,2014-12-01,722
IDF55112202,2015-01-01,736
IDF55112202,2015-02-01,746
IDF55112202,2015-03-01,733
IDF55112202,2015-04-01,743
IDF55112202,2015-05-01,710
IDF55112202,2015-06-01,707
IDF55112202,2015-07-01,695
IDF55112202,2015-08-01,688
IDF55112202,2015-09-01,700
IDF55112202,2015-10-01,700
IDF55112202,2015-11-01,725
IDF55112202,2015-12-01,735
IDF55112202,2016-01-01,733
IDF55112202,2016-02-01,729
IDF55112202,2016-03-01,700
IDF55112202,2016-04-01,691
IDF55112202,2016-05-01,688
IDF55112202,2016-06-01,694
IDF55112202,2016-07-01,679
IDF55112202,2016-08-01,657
IDF55112202,2016-09-01,647
IDF55112202,2016-10-01,623
IDF55112202,2016-11-01,615
IDF55112202,2016-12-01,607
IDF55112202,2017-01-01,618
IDF55112202,2017-02-01,622
IDF55112202,2017-03-01,622
IDF55112202,2017-04-01,627
IDF55112202,2017-05-01,636
IDF55112202,2017-06-01,628
IDF55112202,2017-07-01,631
IDF55112202,2017-08-01,622
IDF55112202,2017-09-01,608
IDF55112202,2017-10-01,612
IDF55112202,2017-11-01,613
IDF55112202,2017-12-01,617
IDF55112202,2018-01-01,635
IDF55112202,2018-02-01,640
IDF55112202,2018-03-01,638
IDF55112202,2018-04-01,624
IDF55112202,2018-05-01,624
IDF55112202,2018-06-01,629
IDF55112202,2018-07-01,617
IDF55112202,2018-08-01,632
IDF55112202,2018-09-01,629
IDF55112202,2018-10-01,631
IDF55112202,2018-11-01,631
IDF55112202,2018-12-01,617
IDF55112202,2019-01-01,625
IDF55112202,2019-02-01,616
IDF55112202,2019-03-01,611
IDF55112202,2019-04-01,614
IDF55112202,2019-05-01,622
IDF55112202,2019-06-01,624
IDF55112202,2019-07-01,625
IDF55112202,2019-08-01,637
IDF55112202,2019-09-01,632
IDF55112202,2019-10-01,633
IDF55112202,2019-11-01,626
IDF55112202,2019-12-01,644
IDF54955089,2013-08-01,756
IDF54955089,2013-09-01,753
IDF54955089,2013-10-01,760
IDF54955089,2013-11-01,761
IDF54955089,2013-12-01,771
IDF54955089,2014-01-01,788
IDF54955089,2014-02-01,779
IDF54955089,2014-03-01,762
IDF54955089,2014-04-01,754
IDF54955089,2014-05-01,757
IDF54955089,2014-06-01,754
IDF54955089,2014-07-01,742
IDF54955089,2014-08-01,723
IDF54955089,2014-09-01,724
IDF54955089,2014-10-01,714
IDF54955089,2014-11-01,712
IDF54955089,2014-12-01,691
IDF54955089,2015-01-01,696
IDF54955089,2015-02-01,677
IDF54955089,2015-03-01,657
IDF54955089,2015-04-01,652
IDF54955089,2015-05-01,654
IDF54955089,2015-06-01,644
IDF54955089,2015-07-01,635
IDF54955089,2015-08-01,637
IDF54955089,2015-09-01,653
IDF54955089,2015-10-01,669
IDF54955089,2015-11-01,659
IDF54955089,2015-12-01,659
IDF54955089,2016-01-01,636
IDF54955089,2016-02-01,644
IDF54955089,2016-03-01,651
IDF54955089,2016-04-01,672
IDF54955089,2016-05-01,664
IDF54955089,2016-06-01,662
IDF54955089,2016-07-01,651
IDF54955089,2016-08-01,645
IDF54955089,2016-09-01,631
IDF54955089,2016-10-01,627
IDF54955089,2016-11-01,639
IDF54955089,2016-12-01,657
IDF54955089,2017-01-01,650
IDF54955089,2017-02-01,648
IDF54955089,2017-03-01,648
IDF54955089,2017-04-01,656
IDF54955089,2017-05-01,663
IDF54955089,2017-06-01,661
IDF54955089,2017-07-01,647
IDF54955089,2017-08-01,643
IDF54955089,2017-09-01,647
IDF54955089,2017-10-01,666
