ID,score_date
IDF55053634,2016-12-01
IDF55053634,2017-01-01
IDF55053634,2017-02-01
IDF55053634,2017-03-01
IDF55053634,2017-04-01
IDF55053634,2017-05-01
IDF55053634,2017-06-01
IDF55053634,2017-07-01
IDF55053634,2017-08-01
IDF55053634,2017-09-01
IDF55053634,2017-10-01
IDF55053634,2017-11-01
IDF55053634,2017-12-01
IDF55053634,2018-01-01
IDF55053634,2018-02-01
IDF55053634,2018-03-01
IDF55053634,2018-04-01
IDF55053634,2018-05-01
IDF55053634,2018-06-01
IDF55053634,2018-07-01
IDF55053634,2018-08-01
IDF55053634,2018-09-01
IDF55053634,2018-10-01
IDF55053634,2018-11-01
IDF55053634,2018-12-01
IDF55053634,2019-01-01
IDF55053634,2019-02-01
IDF55053634,2019-03-01
IDF55053634,2019-04-01
IDF55053634,2019-05-01
IDF55053634,2019-06-01
IDF55053634,2019-07-01
IDF55053634,2019-08-01
IDF55053634,2019-09-01
IDF55053634,2019-10-01
IDF55053634,2019-11-01
IDF55053634,2019-12-01
IDF54903378,2013-06-01
IDF54903378,2013-07-01
IDF54903378,2013-08-01
IDF54903378,2013-09-01
IDF54903378,2013-10-01
IDF54903378,2013-11-01
IDF54903378,2013-12-01
IDF54903378,2014-01-01
IDF54903378,2014-02-01
IDF54903378,2014-03-01
IDF54903378,2014-04-01
IDF54903378,2014-05-01
IDF54903378,2014-06-01
IDF54903378,2014-07-01
IDF54903378,2014-08-01
IDF54903378,2014-09-01
IDF54903378,2014-10-01
IDF54903378,2014-11-01
IDF54903378,2014-12-01
IDF54903378,2015-01-01
IDF54903378,2015-02-01
IDF54903378,2015-03-01
IDF54903378,2015-04-01
IDF54903378,2015-05-01
IDF54903378,2015-06-01
IDF54903378,2015-07-01
IDF54903378,2015-08-01
IDF54903378,2015-09-01
IDF54903378,2015-10-01
IDF54903378,2015-11-01
IDF54903378,2015-12-01
IDF54903378,2016-01-01
IDF54903378,2016-02-01
IDF54903378,2016-03-01
IDF54903378,2016-04-01
IDF54903378,2016-05-01
IDF54903378,2016-06-01
IDF54903378,2016-07-01
IDF54903378,2016-08-01
IDF54903378,2016-09-01
IDF54903378,2016-10-01
IDF54903378,2016-11-01
IDF54903378,2016-12-01
IDF54903378,2017-01-01
IDF54903378,2017-02-01
IDF54903378,2017-03-01
IDF54903378,2017-04-01
IDF54903378,2017-05-01
IDF54903378,2017-06-01
IDF54903378,2017-07-01
IDF54903378,2017-08-01
IDF54903378,2017-09-01
IDF54903378,2017-10-01
IDF54903378,2017-11-01
IDF54903378,2017-12-01
IDF54903378,2018-01-01
IDF54903378,2018-02-01
IDF54903378,2018-03-01
IDF54903378,2018-04-01
IDF54903378,2018-05-01
IDF54903378,2018-06-01
IDF54903378,2018-07-01
IDF54903378,2018-08-01
IDF54903378,2018-09-01
IDF54903378,2018-10-01
IDF54903378,2018-11-01
IDF54903378,2018-12-01
IDF54903378,2019-01-01
IDF54903378,2019-02-01
IDF54903378,2019-03-01
IDF54903378,2019-04-01
IDF54903378,2019-05-01
IDF54903378,2019-06-01
IDF54903378,2019-07-01
IDF54903378,2019-08-01
IDF54903378,2019-09-01
IDF54903378,2019-10-01
IDF54903378,2019-11-01
IDF54903378,2019-12-01
IDF55103763,2018-09-01
IDF55103763,2018-10-01
IDF55103763,2018-11-01
IDF55103763,2018-12-01
IDF55103763,2019-01-01
IDF55103763,2019-02-01
IDF55103763,2019-03-01
IDF55103763,2019-04-01
IDF55103763,2019-05-01
IDF55103763,2019-06-01
IDF55103763,2019-07-01
IDF55103763,2019-08-01
IDF55103763,2019-09-01
IDF55103763,2019-10-01
IDF55103763,2019-11-01
IDF55103763,2019-12-01
IDF54952263,2015-06-01
IDF54952263,2015-07-01
IDF54952263,2015-08-01
IDF54952263,2015-09-01
IDF54952263,2015-10-01
IDF54952263,2015-11-01
IDF54952263,2015-12-01
IDF54952263,2016-01-01
IDF54952263,2016-02-01
IDF54952263,2016-03-01
IDF54952263,2016-04-01
IDF54952263,2016-05-01
IDF54952263,2016-06-01
IDF54952263,2016-07-01
IDF54952263,2016-08-01
IDF54952263,2016-09-01
IDF54952263,2016-10-01
IDF54952263,2016-11-01
IDF54952263,2016-12-01
IDF54952263,2017-01-01
IDF54952263,2017-02-01
IDF54952263,2017-03-01
IDF54952263,2017-04-01
IDF54952263,2017-05-01
IDF54952263,2017-06-01
IDF54952263,2017-07-01
IDF54952263,2017-08-01
IDF54952263,2017-09-01
IDF54952263,2017-10-01
IDF54952263,2017-11-01
IDF54952263,2017-12-01
IDF54952263,2018-01-01
IDF54952263,2018-02-01
IDF54952263,2018-03-01
IDF54952263,2018-04-01
IDF54952263,2018-05-01
IDF54952263,2018-06-01
IDF54952263,2018-07-01
IDF54952263,2018-08-01
IDF54952263,2018-09-01
IDF54952263,2018-10-01
IDF54952263,2018-11-01
IDF54952263,2018-12-01
IDF54952263,2019-01-01
IDF54952263,2019-02-01
IDF54952263,2019-03-01
IDF54952263,2019-04-01
IDF54952263,2019-05-01
IDF54952263,2019-06-01
IDF54952263,2019-07-01
IDF54952263,2019-08-01
IDF54952263,2019-09-01
IDF54952263,2019-10-01
IDF54952263,2019-11-01
IDF54952263,2019-12-01
IDF55076600,2016-09-01
IDF55076600,2016-10-01
IDF55076600,2016-11-01
IDF55076600,2016-12-01
IDF55076600,2017-01-01
IDF55076600,2017-02-01
IDF55076600,2017-03-01
IDF55076600,2017-04-01
IDF55076600,2017-05-01
IDF55076600,2017-06-01
IDF55076600,2017-07-01
IDF55076600,2017-08-01
IDF55076600,2017-09-01
IDF55076600,2017-10-01
IDF55076600,2017-11-01
IDF55076600,2017-12-01
IDF55076600,2018-01-01
IDF55076600,2018-02-01
IDF55076600,2018-03-01
IDF55076600,2018-04-01
IDF55076600,2018-05-01
IDF55076600,2018-06-01
IDF55076600,2018-07-01
IDF55076600,2018-08-01
IDF55076600,2018-09-01
IDF55076600,2018-10-01
IDF55076600,2018-11-01
IDF55076600,2018-12-01
IDF55076600,2019-01-01
IDF55076600,2019-02-01
IDF55076600,2019-03-01
IDF55076600,2019-04-01
IDF55076600,2019-05-01
IDF55076600,2019-06-01
IDF55076600,2019-07-01
IDF55076600,2019-08-01
IDF55076600,2019-09-01
IDF55076600,2019-10-01
IDF55076600,2019-11-01
IDF55076600,2019-12-01
IDF54897622,2018-09-01
IDF54897622,2018-10-01
IDF54897622,2018-11-01
IDF54897622,2018-12-01
IDF54897622,2019-01-01
IDF54897622,2019-02-01
IDF54897622,2019-03-01
IDF54897622,2019-04-01
IDF54897622,2019-05-01
IDF54897622,2019-06-01
IDF54897622,2019-07-01
IDF54897622,2019-08-01
IDF54897622,2019-09-01
IDF54897622,2019-10-01
IDF54897622,2019-11-01
IDF54897622,2019-12-01
IDF55083570,2016-03-01
IDF55083570,2016-04-01
IDF55083570,2016-05-01
IDF55083570,2016-06-01
IDF55083570,2016-07-01
IDF55083570,2016-08-01
IDF55083570,2016-09-01
IDF55083570,2016-10-01
IDF55083570,2016-11-01
IDF55083570,2016-12-01
IDF55083570,2017-01-01
IDF55083570,2017-02-01
IDF55083570,2017-03-01
IDF55083570,2017-04-01
IDF55083570,2017-05-01
IDF55083570,2017-06-01
IDF55083570,2017-07-01
IDF55083570,2017-08-01
IDF55083570,2017-09-01
IDF55083570,2017-10-01
IDF55083570,2017-11-01
IDF55083570,2017-12-01
IDF55083570,2018-01-01
IDF55083570,2018-02-01
IDF55083570,2018-03-01
IDF55083570,2018-04-01
IDF55083570,2018-05-01
IDF55083570,2018-06-01
IDF55083570,2018-07-01
IDF55083570,2018-08-01
IDF55083570,2018-09-01
IDF55083570,2018-10-01
IDF55083570,2018-11-01
IDF55083570,2018-12-01
IDF55083570,2019-01-01
IDF55083570,2019-02-01
IDF55083570,2019-03-01
IDF55083570,2019-04-01
IDF55083570,2019-05-01
IDF55083570,2019-06-01
IDF55083570,2019-07-01
IDF55083570,2019-08-01
IDF55083570,2019-09-01
IDF55083570,2019-10-01
IDF55083570,2019-11-01
IDF55083570,2019-12-01
IDF54902378,2016-09-01
IDF54902378,2016-10-01
IDF54902378,2016-11-01
IDF54902378,2016-12-01
IDF54902378,2017-01-01
IDF54902378,2017-02-01
IDF54902378,2017-03-01
IDF54902378,2017-04-01
IDF54902378,2017-05-01
IDF54902378,2017-06-01
IDF54902378,2017-07-01
IDF54902378,2017-08-01
IDF54902378,2017-09-01
IDF54902378,2017-10-01
IDF54902378,2017-11-01
IDF54902378,2017-12-01
IDF54902378,2018-01-01
IDF54902378,2018-02-01
IDF54902378,2018-03-01
IDF54902378,2018-04-01
IDF54902378,2018-05-01
IDF54902378,2018-06-01
IDF54902378,2018-07-01
IDF54902378,2018-08-01
IDF54902378,2018-09-01
IDF54902378,2018-10-01
IDF54902378,2018-11-01
IDF54902378,2018-12-01
IDF54902378,2019-01-01
IDF54902378,2019-02-01
IDF54902378,2019-03-01
IDF54902378,2019-04-01
IDF54902378,2019-05-01
IDF54902378,2019-06-01
IDF54902378,2019-07-01
IDF54902378,2019-08-01
IDF54902378,2019-09-01
IDF54902378,2019-10-01
IDF54902378,2019-11-01
IDF54902378,2019-12-01
IDF54907616,2013-07-01
IDF54907616,2013-08-01
IDF54907616,2013-09-01
IDF54907616,2013-10-01
IDF54907616,2013-11-01
IDF54907616,2013-12-01
IDF54907616,2014-01-01
IDF54907616,2014-02-01
IDF54907616,2014-03-01
IDF54907616,2014-04-01
IDF54907616,2014-05-01
IDF54907616,2014-06-01
IDF54907616,2014-07-01
IDF54907616,2014-08-01
IDF54907616,2014-09-01
IDF54907616,2014-10-01
IDF54907616,2014-11-01
IDF54907616,2014-12-01
IDF54907616,2015-01-01
IDF54907616,2015-02-01
IDF54907616,2015-03-01
IDF54907616,2015-04-01
IDF54907616,2015-05-01
IDF54907616,2015-06-01
IDF54907616,2015-07-01
IDF54907616,2015-08-01
IDF54907616,2015-09-01
IDF54907616,2015-10-01
IDF54907616,2015-11-01
IDF54907616,2015-12-01
IDF54907616,2016-01-01
IDF54907616,2016-02-01
IDF54907616,2016-03-01
IDF54907616,2016-04-01
IDF54907616,2016-05-01
IDF54907616,2016-06-01
IDF54907616,2016-07-01
IDF54907616,2016-08-01
IDF54907616,2016-09-01
IDF54907616,2016-10-01
IDF54907616,2016-11-01
IDF54907616,2016-12-01
IDF54907616,2017-01-01
IDF54907616,2017-02-01
IDF54907616,2017-03-01
IDF54907616,2017-04-01
IDF54907616,2017-05-01
IDF54907616,2017-06-01
IDF54907616,2017-07-01
IDF54907616,2017-08-01
IDF54907616,2017-09-01
IDF54907616,2017-10-01
IDF54907616,2017-11-01
IDF54907616,2017-12-01
IDF54907616,2018-01-01
IDF54907616,2018-02-01
IDF54907616,2018-03-01
IDF54907616,2018-04-01
IDF54907616,2018-05-01
IDF54907616,2018-06-01
IDF54907616,2018-07-01
IDF54907616,2018-08-01
IDF54907616,2018-09-01
IDF54907616,2018-10-01
IDF54907616,2018-11-01
IDF54907616,2018-12-01
IDF54907616,2019-01-01
IDF54907616,2019-02-01
IDF54907616,2019-03-01
IDF54907616,2019-04-01
IDF54907616,2019-05-01
IDF54907616,2019-06-01
IDF54907616,2019-07-01
IDF54907616,2019-08-01
IDF54907616,2019-09-01
IDF54907616,2019-10-01
IDF54907616,2019-11-01
IDF54907616,2019-12-01
IDF55119118,2017-09-01
IDF55119118,2017-10-01
IDF55119118,2017-11-01
IDF55119118,2017-12-01
IDF55119118,2018-01-01
IDF55119118,2018-02-01
IDF55119118,2018-03-01
IDF55119118,2018-04-01
IDF55119118,2018-05-01
IDF55119118,2018-06-01
IDF55119118,2018-07-01
IDF55119118,2018-08-01
IDF55119118,2018-09-01
IDF55119118,2018-10-01
IDF55119118,2018-11-01
IDF55119118,2018-12-01
IDF55119118,2019-01-01
IDF55119118,2019-02-01
IDF55119118,2019-03-01
IDF55119118,2019-04-01
IDF55119118,2019-05-01
IDF55119118,2019-06-01
IDF55119118,2019-07-01
IDF55119118,2019-08-01
IDF55119118,2019-09-01
IDF55119118,2019-10-01
IDF55119118,2019-11-01
IDF55119118,2019-12-01
IDF54934678,2018-09-01
IDF54934678,2018-10-01
IDF54934678,2018-11-01
IDF54934678,2018-12-01
IDF54934678,2019-01-01
IDF54934678,2019-02-01
IDF54934678,2019-03-01
IDF54934678,2019-04-01
IDF54934678,2019-05-01
IDF54934678,2019-06-01
IDF54934678,2019-07-01
IDF54934678,2019-08-01
IDF54934678,2019-09-01
IDF54934678,2019-10-01
IDF54934678,2019-11-01
IDF54934678,2019-12-01
IDF55042275,2017-07-01
IDF55042275,2017-08-01
IDF55042275,2017-09-01
IDF55042275,2017-10-01
IDF55042275,2017-11-01
IDF55042275,2017-12-01
IDF55042275,2018-01-01
IDF55042275,2018-02-01
IDF55042275,2018-03-01
IDF55042275,2018-04-01
IDF55042275,2018-05-01
IDF55042275,2018-06-01
IDF55042275,2018-07-01
IDF55042275,2018-08-01
IDF55042275,2018-09-01
IDF55042275,2018-10-01
IDF55042275,2018-11-01
IDF55042275,2018-12-01
IDF55042275,2019-01-01
IDF55042275,2019-02-01
IDF55042275,2019-03-01
IDF55042275,2019-04-01
IDF55042275,2019-05-01
IDF55042275,2019-06-01
IDF55042275,2019-07-01
IDF55042275,2019-08-01
IDF55042275,2019-09-01
IDF55042275,2019-10-01
IDF55042275,2019-11-01
IDF55042275,2019-12-01
IDF55104805,2018-04-01
IDF55104805,2018-05-01
IDF55104805,2018-06-01
IDF55104805,2018-07-01
IDF55104805,2018-08-01
IDF55104805,2018-09-01
IDF55104805,2018-10-01
IDF55104805,2018-11-01
IDF55104805,2018-12-01
IDF55104805,2019-01-01
IDF55104805,2019-02-01
IDF55104805,2019-03-01
IDF55104805,2019-04-01
IDF55104805,2019-05-01
IDF55104805,2019-06-01
IDF55104805,2019-07-01
IDF55104805,2019-08-01
IDF55104805,2019-09-01
IDF55104805,2019-10-01
IDF55104805,2019-11-01
IDF55104805,2019-12-01
IDF54969895,2015-11-01
IDF54969895,2015-12-01
IDF54969895,2016-01-01
IDF54969895,2016-02-01
IDF54969895,2016-03-01
IDF54969895,2016-04-01
IDF54969895,2016-05-01
IDF54969895,2016-06-01
IDF54969895,2016-07-01
IDF54969895,2016-08-01
IDF54969895,2016-09-01
IDF54969895,2016-10-01
IDF54969895,2016-11-01
IDF54969895,2016-12-01
IDF54969895,2017-01-01
IDF54969895,2017-02-01
IDF54969895,2017-03-01
IDF54969895,2017-04-01
IDF54969895,2017-05-01
IDF54969895,2017-06-01
IDF54969895,2017-07-01
IDF54969895,2017-08-01
IDF54969895,2017-09-01
IDF54969895,2017-10-01
IDF54969895,2017-11-01
IDF54969895,2017-12-01
IDF54969895,2018-01-01
IDF54969895,2018-02-01
IDF54969895,2018-03-01
IDF54969895,2018-04-01
IDF54969895,2018-05-01
IDF54969895,2018-06-01
IDF54969895,2018-07-01
IDF54969895,2018-08-01
IDF54969895,2018-09-01
IDF54969895,2018-10-01
IDF54969895,2018-11-01
IDF54969895,2018-12-01
IDF54969895,2019-01-01
IDF54969895,2019-02-01
IDF54969895,2019-03-01
IDF54969895,2019-04-01
IDF54969895,2019-05-01
IDF54969895,2019-06-01
IDF54969895,2019-07-01
IDF54969895,2019-08-01
IDF54969895,2019-09-01
IDF54969895,2019-10-01
IDF54969895,2019-11-01
IDF54969895,2019-12-01
IDF54941237,2014-07-01
IDF54941237,2014-08-01
IDF54941237,2014-09-01
IDF54941237,2014-10-01
IDF54941237,2014-11-01
IDF54941237,2014-12-01
IDF54941237,2015-01-01
IDF54941237,2015-02-01
IDF54941237,2015-03-01
IDF54941237,2015-04-01
IDF54941237,2015-05-01
IDF54941237,2015-06-01
IDF54941237,2015-07-01
IDF54941237,2015-08-01
IDF54941237,2015-09-01
IDF54941237,2015-10-01
IDF54941237,2015-11-01
IDF54941237,2015-12-01
IDF54941237,2016-01-01
IDF54941237,2016-02-01
IDF54941237,2016-03-01
IDF54941237,2016-04-01
IDF54941237,2016-05-01
IDF54941237,2016-06-01
IDF54941237,2016-07-01
IDF54941237,2016-08-01
IDF54941237,2016-09-01
IDF54941237,2016-10-01
IDF54941237,2016-11-01
IDF54941237,2016-12-01
IDF54941237,2017-01-01
IDF54941237,2017-02-01
IDF54941237,2017-03-01
IDF54941237,2017-04-01
IDF54941237,2017-05-01
IDF54941237,2017-06-01
IDF54941237,2017-07-01
IDF54941237,2017-08-01
IDF54941237,2017-09-01
IDF54941237,2017-10-01
IDF54941237,2017-11-01
IDF54941237,2017-12-01
IDF54941237,2018-01-01
IDF54941237,2018-02-01
IDF54941237,2018-03-01
IDF54941237,2018-04-01
IDF54941237,2018-05-01
IDF54941237,2018-06-01
IDF54941237,2018-07-01
IDF54941237,2018-08-01
IDF54941237,2018-09-01
IDF54941237,2018-10-01
IDF54941237,2018-11-01
IDF54941237,2018-12-01
IDF54941237,2019-01-01
IDF54941237,2019-02-01
IDF54941237,2019-03-01
IDF54941237,2019-04-01
IDF54941237,2019-05-01
IDF54941237,2019-06-01
IDF54941237,2019-07-01
IDF54941237,2019-08-01
IDF54941237,2019-09-01
IDF54941237,2019-10-01
IDF54941237,2019-11-01
IDF54941237,2019-12-01
IDF55067501,2019-02-01
IDF55067501,2019-03-01
IDF55067501,2019-04-01
IDF55067501,2019-05-01
IDF55067501,2019-06-01
IDF55067501,2019-07-01
IDF55067501,2019-08-01
IDF55067501,2019-09-01
IDF55067501,2019-10-01
IDF55067501,2019-11-01
IDF55067501,2019-12-01
IDF55131056,2016-03-01
IDF55131056,2016-04-01
IDF55131056,2016-05-01
IDF55131056,2016-06-01
IDF55131056,2016-07-01
IDF55131056,2016-08-01
IDF55131056,2016-09-01
IDF55131056,2016-10-01
IDF55131056,2016-11-01
IDF55131056,2016-12-01
IDF55131056,2017-01-01
IDF55131056,2017-02-01
IDF55131056,2017-03-01
IDF55131056,2017-04-01
IDF55131056,2017-05-01
IDF55131056,2017-06-01
IDF55131056,2017-07-01
IDF55131056,2017-08-01
IDF55131056,2017-09-01
IDF55131056,2017-10-01
IDF55131056,2017-11-01
IDF55131056,2017-12-01
IDF55131056,2018-01-01
IDF55131056,2018-02-01
IDF55131056,2018-03-01
IDF55131056,2018-04-01
IDF55131056,2018-05-01
IDF55131056,2018-06-01
IDF55131056,2018-07-01
IDF55131056,2018-08-01
IDF55131056,2018-09-01
IDF55131056,2018-10-01
IDF55131056,2018-11-01
IDF55131056,2018-12-01
IDF55131056,2019-01-01
IDF55131056,2019-02-01
IDF55131056,2019-03-01
IDF55131056,2019-04-01
IDF55131056,2019-05-01
IDF55131056,2019-06-01
IDF55131056,2019-07-01
IDF55131056,2019-08-01
IDF55131056,2019-09-01
IDF55131056,2019-10-01
IDF55131056,2019-11-01
IDF55131056,2019-12-01
IDF54902247,2016-03-01
IDF54902247,2016-04-01
IDF54902247,2016-05-01
IDF54902247,2016-06-01
IDF54902247,2016-07-01
IDF54902247,2016-08-01
IDF54902247,2016-09-01
IDF54902247,2016-10-01
IDF54902247,2016-11-01
IDF54902247,2016-12-01
IDF54902247,2017-01-01
IDF54902247,2017-02-01
IDF54902247,2017-03-01
IDF54902247,2017-04-01
IDF54902247,2017-05-01
IDF54902247,2017-06-01
IDF54902247,2017-07-01
IDF54902247,2017-08-01
IDF54902247,2017-09-01
IDF54902247,2017-10-01
IDF54902247,2017-11-01
IDF54902247,2017-12-01
IDF54902247,2018-01-01
IDF54902247,2018-02-01
IDF54902247,2018-03-01
IDF54902247,2018-04-01
IDF54902247,2018-05-01
IDF54902247,2018-06-01
IDF54902247,2018-07-01
IDF54902247,2018-08-01
IDF54902247,2018-09-01
IDF54902247,2018-10-01
IDF54902247,2018-11-01
IDF54902247,2018-12-01
IDF54902247,2019-01-01
IDF54902247,2019-02-01
IDF54902247,2019-03-01
IDF54902247,2019-04-01
IDF54902247,2019-05-01
IDF54902247,2019-06-01
IDF54902247,2019-07-01
IDF54902247,2019-08-01
IDF54902247,2019-09-01
IDF54902247,2019-10-01
IDF54902247,2019-11-01
IDF54902247,2019-12-01
IDF54978888,2014-10-01
IDF54978888,2014-11-01
IDF54978888,2014-12-01
IDF54978888,2015-01-01
IDF54978888,2015-02-01
IDF54978888,2015-03-01
IDF54978888,2015-04-01
IDF54978888,2015-05-01
IDF54978888,2015-06-01
IDF54978888,2015-07-01
IDF54978888,2015-08-01
IDF54978888,2015-09-01
IDF54978888,2015-10-01
IDF54978888,2015-11-01
IDF54978888,2015-12-01
IDF54978888,2016-01-01
IDF54978888,2016-02-01
IDF54978888,2016-03-01
IDF54978888,2016-04-01
IDF54978888,2016-05-01
IDF54978888,2016-06-01
IDF54978888,2016-07-01
IDF54978888,2016-08-01
IDF54978888,2016-09-01
IDF54978888,2016-10-01
IDF54978888,2016-11-01
IDF54978888,2016-12-01
IDF54978888,2017-01-01
IDF54978888,2017-02-01
IDF54978888,2017-03-01
IDF54978888,2017-04-01
IDF54978888,2017-05-01
IDF54978888,2017-06-01
IDF54978888,2017-07-01
IDF54978888,2017-08-01
IDF54978888,2017-09-01
IDF54978888,2017-10-01
IDF54978888,2017-11-01
IDF54978888,2017-12-01
IDF54978888,2018-01-01
IDF54978888,2018-02-01
IDF54978888,2018-03-01
IDF54978888,2018-04-01
IDF54978888,2018-05-01
IDF54978888,2018-06-01
IDF54978888,2018-07-01
IDF54978888,2018-08-01
IDF54978888,2018-09-01
IDF54978888,2018-10-01
IDF54978888,2018-11-01
IDF54978888,2018-12-01
IDF54978888,2019-01-01
IDF54978888,2019-02-01
IDF54978888,2019-03-01
IDF54978888,2019-04-01
IDF54978888,2019-05-01
IDF54978888,2019-06-01
IDF54978888,2019-07-01
IDF54978888,2019-08-01
IDF54978888,2019-09-01
IDF54978888,2019-10-01
IDF54978888,2019-11-01
IDF54978888,2019-12-01
IDF54975787,2013-10-01
IDF54975787,2013-11-01
IDF54975787,2013-12-01
IDF54975787,2014-01-01
IDF54975787,2014-02-01
IDF54975787,2014-03-01
IDF54975787,2014-04-01
IDF54975787,2014-05-01
IDF54975787,2014-06-01
IDF54975787,2014-07-01
IDF54975787,2014-08-01
IDF54975787,2014-09-01
IDF54975787,2014-10-01
IDF54975787,2014-11-01
IDF54975787,2014-12-01
IDF54975787,2015-01-01
IDF54975787,2015-02-01
IDF54975787,2015-03-01
IDF54975787,2015-04-01
IDF54975787,2015-05-01
IDF54975787,2015-06-01
IDF54975787,2015-07-01
IDF54975787,2015-08-01
IDF54975787,2015-09-01
IDF54975787,2015-10-01
IDF54975787,2015-11-01
IDF54975787,2015-12-01
IDF54975787,2016-01-01
IDF54975787,2016-02-01
IDF54975787,2016-03-01
IDF54975787,2016-04-01
IDF54975787,2016-05-01
IDF54975787,2016-06-01
IDF54975787,2016-07-01
IDF54975787,2016-08-01
IDF54975787,2016-09-01
IDF54975787,2016-10-01
IDF54975787,2016-11-01
IDF54975787,2016-12-01
IDF54975787,2017-01-01
IDF54975787,2017-02-01
IDF54975787,2017-03-01
IDF54975787,2017-04-01
IDF54975787,2017-05-01
IDF54975787,2017-06-01
IDF54975787,2017-07-01
IDF54975787,2017-08-01
IDF54975787,2017-09-01
IDF54975787,2017-10-01
IDF54975787,2017-11-01
IDF54975787,2017-12-01
IDF54975787,2018-01-01
IDF54975787,2018-02-01
IDF54975787,2018-03-01
IDF54975787,2018-04-01
IDF54975787,2018-05-01
IDF54975787,2018-06-01
IDF54975787,2018-07-01
IDF54975787,2018-08-01
IDF54975787,2018-09-01
IDF54975787,2018-10-01
IDF54975787,2018-11-01
IDF54975787,2018-12-01
IDF54975787,2019-01-01
IDF54975787,2019-02-01
IDF54975787,2019-03-01
IDF54975787,2019-04-01
IDF54975787,2019-05-01
IDF54975787,2019-06-01
IDF54975787,2019-07-01
IDF54975787,2019-08-01
IDF54975787,2019-09-01
IDF54975787,2019-10-01
IDF54975787,2019-11-01
IDF54975787,2019-12-01
IDF55093546,2019-07-01
IDF55093546,2019-08-01
IDF55093546,2019-09-01
IDF55093546,2019-10-01
IDF55093546,2019-11-01
IDF55093546,2019-12-01
IDF55040244,2018-07-01
IDF55040244,2018-08-01
IDF55040244,2018-09-01
IDF55040244,2018-10-01
IDF55040244,2018-11-01
IDF55040244,2018-12-01
IDF55040244,2019-01-01
IDF55040244,2019-02-01
IDF55040244,2019-03-01
IDF55040244,2019-04-01
IDF55040244,2019-05-01
IDF55040244,2019-06-01
IDF55040244,2019-07-01
IDF55040244,2019-08-01
IDF55040244,2019-09-01
IDF55040244,2019-10-01
IDF55040244,2019-11-01
IDF55040244,2019-12-01
IDF55060468,2016-03-01
IDF55060468,2016-04-01
IDF55060468,2016-05-01
IDF55060468,2016-06-01
IDF55060468,2016-07-01
IDF55060468,2016-08-01
IDF55060468,2016-09-01
IDF55060468,2016-10-01
IDF55060468,2016-11-01
IDF55060468,2016-12-01
IDF55060468,2017-01-01
IDF55060468,2017-02-01
IDF55060468,2017-03-01
IDF55060468,2017-04-01
IDF55060468,2017-05-01
IDF55060468,2017-06-01
IDF55060468,2017-07-01
IDF55060468,2017-08-01
IDF55060468,2017-09-01
IDF55060468,2017-10-01
IDF55060468,2017-11-01
IDF55060468,2017-12-01
IDF55060468,2018-01-01
IDF55060468,2018-02-01
IDF55060468,2018-03-01
IDF55060468,2018-04-01
IDF55060468,2018-05-01
IDF55060468,2018-06-01
IDF55060468,2018-07-01
IDF55060468,2018-08-01
IDF55060468,2018-09-01
IDF55060468,2018-10-01
IDF55060468,2018-11-01
IDF55060468,2018-12-01
IDF55060468,2019-01-01
IDF55060468,2019-02-01
IDF55060468,2019-03-01
IDF55060468,2019-04-01
IDF55060468,2019-05-01
IDF55060468,2019-06-01
IDF55060468,2019-07-01
IDF55060468,2019-08-01
IDF55060468,2019-09-01
IDF55060468,2019-10-01
IDF55060468,2019-11-01
IDF55060468,2019-12-01
IDF55130715,2016-07-01
IDF55130715,2016-08-01
IDF55130715,2016-09-01
IDF55130715,2016-10-01
IDF55130715,2016-11-01
IDF55130715,2016-12-01
IDF55130715,2017-01-01
IDF55130715,2017-02-01
IDF55130715,2017-03-01
IDF55130715,2017-04-01
IDF55130715,2017-05-01
IDF55130715,2017-06-01
IDF55130715,2017-07-01
IDF55130715,2017-08-01
IDF55130715,2017-09-01
IDF55130715,2017-10-01
IDF55130715,2017-11-01
IDF55130715,2017-12-01
IDF55130715,2018-01-01
IDF55130715,2018-02-01
IDF55130715,2018-03-01
IDF55130715,2018-04-01
IDF55130715,2018-05-01
IDF55130715,2018-06-01
IDF55130715,2018-07-01
IDF55130715,2018-08-01
IDF55130715,2018-09-01
IDF55130715,2018-10-01
IDF55130715,2018-11-01
IDF55130715,2018-12-01
IDF55130715,2019-01-01
IDF55130715,2019-02-01
IDF55130715,2019-03-01
IDF55130715,2019-04-01
IDF55130715,2019-05-01
IDF55130715,2019-06-01
IDF55130715,2019-07-01
IDF55130715,2019-08-01
IDF55130715,2019-09-01
IDF55130715,2019-10-01
IDF55130715,2019-11-01
IDF55130715,2019-12-01
IDF55097495,2013-08-01
IDF55097495,2013-09-01
IDF55097495,2013-10-01
IDF55097495,2013-11-01
IDF55097495,2013-12-01
IDF55097495,2014-01-01
IDF55097495,2014-02-01
IDF55097495,2014-03-01
IDF55097495,2014-04-01
IDF55097495,2014-05-01
IDF55097495,2014-06-01
IDF55097495,2014-07-01
IDF55097495,2014-08-01
IDF55097495,2014-09-01
IDF55097495,2014-10-01
IDF55097495,2014-11-01
IDF55097495,2014-12-01
IDF55097495,2015-01-01
IDF55097495,2015-02-01
IDF55097495,2015-03-01
IDF55097495,2015-04-01
IDF55097495,2015-05-01
IDF55097495,2015-06-01
IDF55097495,2015-07-01
IDF55097495,2015-08-01
IDF55097495,2015-09-01
IDF55097495,2015-10-01
IDF55097495,2015-11-01
