ID,доход,сумма_кредита
IDF54975955,112220,2429325
IDF55085917,36553,1364805
IDF55065991,94533,3082515
IDF54972654,112966,1181205
IDF55054821,54166,2757150
IDF54941023,90436,450990
IDF54943975,108453,2335995
IDF54980145,48179,3247350
IDF55021676,72401,3642540
IDF55062085,17364,2177175
IDF54927103,17616,3280605
IDF54990150,21439,1120725
IDF55061660,113701,675495
IDF55126012,40144,3185340
IDF54967746,133313,303390
IDF54927805,136650,2688825
IDF55039127,36708,819135
IDF55029362,114045,100290
IDF55020265,43827,3039780
IDF54904708,21619,3686670
IDF55125692,138159,1283775
IDF54994599,21321,494310
IDF54997357,85906,2041635
IDF55081735,76282,3314160
IDF55010957,131113,1176855
IDF55080600,94373,3037620
IDF54923368,132368,416580
IDF55076444,57038,2666295
IDF55099606,27017,3202245
IDF55143347,134009,2248170
IDF55110885,31800,3536220
IDF55120733,46048,2962305
IDF54922360,97578,828705
IDF54903406,148757,609945
IDF54916737,101879,3222210
IDF54897428,30050,321600
IDF54907251,63824,2616825
IDF54950399,34550,379290
IDF54948104,147681,3201660
IDF55142396,105519,1969500
IDF55027401,91585,2993280
IDF55059965,97432,2624115
IDF55076520,129242,3183345
IDF54937820,117899,3216345
IDF54942801,26737,3182085
IDF55082395,102056,579255
IDF54905711,20020,1989780
IDF55079460,57671,954465
IDF55138796,113898,208410
IDF54961825,73561,855150
IDF55024894,36762,180300
IDF54898786,68648,523560
IDF55054908,33863,2215965
IDF55022401,83632,238515
IDF55031116,56041,3709365
IDF55028972,80426,2430270
IDF54975067,105078,1554690
IDF55031601,43715,796170
IDF54959805,39198,1051260
IDF55100048,87756,2206515
IDF55024789,17790,3654075
IDF55128260,23290,2453790
IDF54983370,56255,3273495
IDF54897587,98563,2927190
IDF55081269,18344,502965
IDF54964192,112281,2012880
IDF55083940,67086,2695395
IDF54896833,117750,744525
IDF55032861,109767,1995180
IDF54973225,24347,2041185
IDF54998754,102894,1738110
IDF55084807,23916,1788195
IDF54923025,75605,934635
IDF54962604,94924,2358720
IDF55082721,32940,694200
IDF55011389,17536,3540510
IDF55013863,18377,571410
IDF55144129,148215,1462950
IDF55081333,27982,2292330
IDF55093049,41931,826005
IDF55141280,100893,605145
IDF55075459,37957,1274175
IDF54913032,15593,3350625
IDF55097387,85425,626010
IDF55013446,135007,462840
IDF55092444,102324,3597195
IDF55043202,142473,3571710
IDF55132016,31393,1218120
IDF54919861,27352,2705430
IDF54901327,149055,2611995
IDF54994025,125248,2269395
IDF55091155,39618,1689900
IDF55134891,82611,3421560
IDF54965065,70154,3649410
IDF55098373,147781,2185575
IDF54970341,101884,2212920
IDF55030495,73970,83010
IDF55021376,33038,2785200
IDF55029479,17157,2100405
IDF54930429,51405,3098940
IDF55100289,28102,2782965
IDF55151064,110623,921030
IDF55025166,30626,1611645
IDF54927019,15395,2243535
IDF55097403,96731,3097740
IDF55127425,112735,3331845
IDF54925355,93278,3302730
IDF55083965,104235,3561150
IDF54909961,29973,1992150
IDF54998972,119956,1401105
IDF55131629,128644,2462640
IDF55009047,34998,613890
IDF55073841,62344,1504635
IDF54946286,24778,2640405
IDF55037452,44153,2243970
IDF54910822,124714,1491015
IDF55010036,133967,3699945
IDF54986879,117906,2177430
IDF54923793,147589,1849695
IDF55123955,139401,1252320
IDF55117563,36881,2451810
IDF55113812,89426,1990380
IDF54901008,114831,2581335
IDF54997490,88244,1838790
IDF55023453,64947,2875290
IDF54921051,89855,3179760
IDF54911494,135662,579765
IDF55148346,108998,2103600
IDF55096300,79805,1179780
IDF54897187,64941,3000720
IDF54910671,32886,984285
IDF55054146,139677,2075430
IDF55150051,80451,1016025
IDF54915443,121433,2055255
IDF55040953,60175,2635560
IDF55093973,32143,2684370
IDF54953153,70850,3045180
IDF55090816,41081,1795665
IDF55043890,143387,1273275
IDF54931980,135075,1146855
IDF54999973,93091,107265
IDF54923200,17303,2780130
IDF55064611,75277,2093850
IDF55046817,73970,2613450
IDF54936626,122251,2753460
IDF54972514,67574,1153770
IDF55019501,35326,2326770
IDF54920257,79025,3426030
IDF54928176,129762,1448790
IDF55064317,106144,2442405
IDF55038281,115081,1662195
IDF55132073,133986,1899900
IDF55045635,26655,2159040
IDF54909738,102234,3524250
IDF55002050,52679,146880
IDF54976247,142438,2388630
IDF54961580,16532,2071275
IDF54987162,90087,1544430
IDF55000860,110702,2899230
IDF54919209,99000,2828670
IDF55076982,37598,3171360
IDF55051221,94447,3453120
IDF55015299,69114,1334295
IDF55118799,15506,3057240
IDF55042238,18333,868275
IDF54988774,24673,1028280
IDF54975465,46135,3143955
IDF54959313,74380,1756695
IDF54926477,22393,1094835
IDF55145166,126476,624630
IDF54995082,123877,3176070
IDF54923079,15249,1525740
IDF55133743,19485,730725
IDF55072268,139298,3214440
IDF55007360,96794,3583440
IDF54951017,33155,1632870
IDF55021594,112389,825930
IDF55099792,90351,2283105
IDF55019743,132067,82140
IDF55076352,48402,523005
IDF55112829,99290,3041625
IDF54963389,99182,2862900
IDF55092565,122334,506655
IDF55144894,47765,2134020
IDF55105802,18122,847755
IDF55129015,102119,574665
IDF55025961,112992,3477960
IDF55025289,25695,2353185
IDF55028515,54556,2180580
IDF55110952,124352,2774295
IDF55013247,102029,1088805
IDF54991108,117307,524715
IDF54975697,106946,2281740
IDF55045910,68338,3031035
IDF54911415,45153,1680525
IDF54935097,33774,1138350
IDF55116890,128833,1454355
IDF55096936,149821,3040635
IDF55088197,37814,454560
IDF55108889,44857,3471030
IDF55014792,17262,3357780
IDF55111737,132914,2707230
IDF55147662,73449,3138225
IDF54923485,108065,2130090
IDF54955568,16232,1677000
IDF55136653,82218,2254305
IDF54932150,94442,1141650
IDF55113264,16355,1724580
IDF55034017,46712,319230
IDF55138847,66430,1758810
IDF55109161,31682,2011710
IDF55076663,60202,404220
IDF55005370,135702,2637165
IDF55116455,87364,1327560
IDF54946642,23054,3096255
IDF55148046,22635,3247155
IDF55141681,19033,205815
IDF54927164,46295,1628355
IDF55018043,74112,231390
IDF54998954,17409,114075
IDF54911662,23121,331695
IDF55136967,111364,3374175
IDF54944073,89404,2220540
IDF54912779,69153,2527335
IDF55057411,51675,3037875
IDF55048819,97505,3409050
IDF55000439,46413,3233640
IDF54954646,32927,3035175
IDF55071669,130970,698925
IDF55055153,57913,1611060
IDF55116981,75538,3136095
IDF55071368,36945,831885
IDF55100445,73419,1140735
IDF54937473,76285,2302275
IDF55028292,39571,1716705
IDF54969611,40154,1770390
IDF54988770,107989,1286640
IDF54967742,145584,604485
IDF54951911,69191,1762725
IDF54908004,88360,3090795
IDF54913903,78448,1066440
IDF55004185,83411,1181280
IDF55049449,46021,2142225
IDF54910228,38661,2523555
IDF55079946,126393,1294995
IDF55136357,93899,420315
IDF54936988,81786,2640240
IDF55059147,109138,3623580
IDF55025097,138912,3687030
IDF55092361,60293,1120995
IDF55129167,54346,366570
IDF54989428,53965,1253715
IDF55061137,132654,1280580
IDF54930913,115630,117075
IDF55140848,64412,2871825
IDF55042006,112766,149490
IDF54982167,73577,652875
IDF54909553,85166,3143835
IDF54954852,25159,1069890
IDF54926284,109160,3678780
IDF55122447,110945,3316635
IDF55058016,32743,965430
IDF54994937,58925,2502405
IDF55048104,132511,1659780
IDF55001267,58106,3626475
IDF54945835,43701,2613975
IDF55071468,121705,1746450
IDF55116453,52673,2680215
IDF55109403,40925,1351980
IDF54927545,72914,1881270
IDF55141162,74163,3118785
IDF55022781,33381,1875555
IDF55112284,27117,3412635
IDF54917383,74267,223395
IDF54954016,26047,2878170
IDF55054193,122066,1452675
IDF55080652,22594,3217680
IDF54954127,31555,3283470
IDF54972019,27064,1626570
IDF55009375,57416,3456945
IDF55144177,32439,1551090
IDF55049799,45522,2024580
IDF54915456,137966,2642385
IDF55145583,49843,88680
IDF54947122,84865,2717700
IDF55036976,114705,2766705
IDF54966398,96828,1216785
IDF55028356,117977,2780445
IDF54936535,56083,2669415
IDF55031470,94626,3285630
IDF54913717,29330,3228840
IDF55053225,63880,1964550
IDF55095960,39174,3681240
IDF55124288,16154,1808580
IDF55032837,77945,548760
IDF55047949,125284,766710
IDF55065210,51927,1242570
IDF54993762,83517,1877160
IDF54949596,109366,705135
IDF54946261,123873,300315
IDF54961396,124043,2833605
IDF55106075,39695,509445
IDF54991658,51733,1392060
IDF54984821,91172,3005940
IDF55013491,22361,2259780
IDF55125815,15213,2390955
IDF55007475,113136,1375335
IDF55126176,30165,2690370
IDF54947606,35835,3453540
IDF55063700,124100,2051025
IDF55124872,33660,2774115
IDF54958894,63143,3135975
IDF54987428,106586,755505
IDF55077780,35607,352770
IDF54998505,26697,3622620
IDF54911976,54136,2910000
IDF54899810,49738,1939635
IDF55125439,70732,1256910
IDF54909541,142866,3474390
IDF55040287,122063,2709345
IDF55030895,66949,1324575
IDF55021209,145221,476190
IDF54948133,95761,475800
IDF55064218,96818,1230900
IDF55025963,115579,1772685
IDF54979948,149981,1321890
IDF55131324,117483,497175
IDF54945915,137236,3116505
IDF54971202,22096,2644680
IDF55011196,75710,3321360
IDF54973516,45698,2765025
IDF55103919,25911,1523805
IDF54963461,136482,2216895
IDF54899316,60617,1675725
IDF55028039,122032,2518800
IDF55049967,145785,1938240
IDF55036349,102110,2774055
IDF55040735,18318,1685925
IDF54955196,37312,1312740
IDF55062443,63474,3676290
IDF55054419,124984,3329040
IDF55000891,145922,3059970
IDF55119308,116926,2058270
IDF54972078,71564,1434075
IDF55020835,137079,744000
IDF54994480,95159,3224490
IDF55005889,35357,1532610
IDF55075526,94247,2472930
IDF54976500,21938,240600
IDF55052037,139469,2217450
IDF55044572,55186,2179800
IDF55013539,92863,626265
IDF55106382,94115,2744790
IDF54972462,67960,381570
IDF54992001,28571,632325
IDF55019949,61132,3108810
IDF55045474,31311,1080450
IDF55114339,34800,3688665
IDF55056970,38467,2661180
IDF55082608,93667,1387335
IDF54995625,63623,2689125
IDF54909921,135248,1226895
IDF54915545,93921,508800
IDF54897415,118478,1484085
IDF55121745,98902,1797690
IDF55079852,55622,2456280
IDF54970943,46559,745770
IDF55061920,67016,2912880
IDF54911330,38169,667755
IDF55026337,26914,3389235
IDF55140193,144251,1404795
IDF54905917,122554,1745220
IDF54954965,55225,2210625
IDF54967874,130311,1857495
IDF54948233,27884,2604390
IDF54933112,143593,448395
IDF55057646,72740,1531590
IDF54911643,82641,2490570
IDF55093002,112601,2374740
IDF54984306,142895,3368580
IDF55147423,90249,640290
IDF55063601,86942,76125
IDF55150552,44874,1158045
IDF54908067,148757,3606045
IDF55070311,89829,1673175
IDF55110949,30069,2777430
IDF55142652,105562,490035
IDF55005647,36766,1335555
IDF55072631,36313,2326185
IDF54908672,140947,346755
IDF55079062,27121,3516420
IDF55081978,103808,926220
IDF54928183,92412,2839980
IDF55088991,32390,1727160
IDF55059575,134459,2940870
IDF55093538,108172,1988430
IDF55007965,40216,836790
IDF55028611,22678,1783095
IDF55006332,54549,286875
IDF54897687,91625,227685
IDF55008198,92466,774510
IDF55096250,23457,1495515
IDF55106711,33376,1840020
IDF54905160,81032,1867680
IDF55130829,54864,2960220
IDF54978750,48095,309180
IDF54982011,20418,2051220
IDF55101948,25574,3319725
IDF54950808,40846,263025
IDF54938578,128604,1938630
IDF54902418,120515,2936985
IDF55029064,27580,3526410
IDF54927549,25769,780300
IDF55135367,88981,2379690
IDF54929754,74781,1328085
IDF54992783,53685,2219145
IDF54982215,45181,3129510
IDF54931726,50747,1432260
IDF54920934,58726,2092845
IDF55143682,42568,1991100
IDF54974595,39641,209535
IDF54998397,119599,398940
IDF54906747,113127,645450
IDF54939646,129621,1790505
IDF54973875,18832,3452400
IDF55101025,89494,3647865
IDF55096713,18439,1234890
IDF54928167,29775,2617020
IDF55087652,96799,685110
IDF55129617,16063,3540075
IDF55129867,97688,1002735
IDF55007649,30942,3645930
IDF55019145,32604,2281305
IDF55020904,51842,1658340
IDF55122584,60328,2972850
IDF55035703,112044,384885
IDF54973145,108318,3678420
IDF55103992,28823,2996820
IDF54904846,100722,1763685
IDF55139779,85575,2608695
IDF55016902,71095,1409355
IDF54973736,97620,3254370
IDF54947855,131430,735105
IDF54907572,116051,3634005
IDF55000694,54001,922950
IDF54966219,26026,2255655
IDF55147425,84572,3478545
IDF54913188,30038,3197730
IDF54964651,75449,866745
IDF55105621,144017,2262135
IDF55145104,83326,3226140
IDF54981459,95221,1381455
IDF54971054,120346,2851950
IDF54907824,51417,176010
IDF55128976,140053,1525920
IDF54965433,50070,2579595
IDF55078848,31571,1072215
IDF55062900,116007,2971515
IDF54975235,128383,1703670
IDF54941290,119189,2902875
IDF55013441,129170,674895
IDF55088324,147563,1709070
IDF55018038,88805,3694455
IDF55020886,87734,634035
IDF55017369,20797,1445340
IDF54961687,66304,2451480
IDF55096183,31754,2098800
IDF55105673,126919,680505
IDF54960319,106533,2028195
IDF54999043,135043,2465010
IDF55121755,33880,2255910
IDF55048832,39840,2194110
IDF55110778,18370,3627750
IDF54975109,110939,1968855
IDF54964796,147932,710085
IDF55011361,117967,3575235
IDF55040250,117554,3486210
IDF54992602,51516,1317495
IDF54970132,114845,1744530
IDF55056574,23141,3098565
IDF54917552,44661,1959660
IDF54928692,69063,358710
IDF55042030,65050,1830270
IDF55106267,90400,2323680
IDF54988730,131714,235650
IDF55007732,60264,3716355
IDF54934923,42401,2361375
IDF55046639,66101,318150
IDF54911697,69959,1021890
IDF55117319,122035,2580660
IDF54988559,24499,3064155
IDF55041701,86149,1376715
IDF54910521,76232,1847475
IDF55133346,102876,3304020
IDF54905286,40362,3160530
IDF54987238,85869,3158475
IDF54921643,125111,2432685
IDF55016377,121076,3371625
IDF54998677,124445,671925
IDF55115748,81626,2806845
IDF54957413,72669,1683165
IDF54900808,113037,1201050
IDF55001322,113592,2123520
IDF55115357,74256,3210480
IDF54994331,15553,2789145
IDF55027753,47507,775335
IDF55100478,89079,2802885
IDF55084700,112901,1523160
IDF55117574,76019,2129850
IDF55030147,132190,2024925
IDF55146834,55477,3692370
IDF55002049,98853,1674645
IDF55077327,66560,2701230
IDF54965114,83429,3265065
IDF54980431,63837,3130680
IDF54947514,143562,2842290
IDF55138929,62861,3497940
IDF54976525,45880,3401175
IDF55040765,132958,1717185
IDF54986873,40669,1850550
IDF54964665,89376,3374535
IDF55096255,127190,3078150
IDF54951630,147391,509655
IDF54943437,42530,3444435
IDF55129951,140240,2794470
IDF55096855,91310,437130
IDF55135624,139104,584145
IDF55086084,115144,1447560
IDF55066518,50579,3725295
IDF55037249,54734,412515
IDF55149676,127534,2411565
IDF55031351,16825,1209855
IDF54973274,92152,2316165
IDF55030422,49625,3202470
IDF54970220,15293,3075135
IDF54940970,48951,451755
IDF55003934,77844,1282905
IDF55118273,77157,3689370
IDF54985249,32178,2012895
IDF54988248,18669,2153400
IDF54945726,17588,2541555
IDF54898223,26255,1228185
IDF55073267,135218,2834835
IDF54931620,112869,2822940
IDF55059833,100742,3419670
IDF55050827,38510,2012670
IDF55036479,126770,2793225
IDF55064924,15119,2187645
IDF55114966,75247,3524175
IDF55053871,136293,1926585
IDF55045259,52505,2431815
IDF54963180,18293,1639710
IDF55142893,129677,1146045
IDF55028862,65411,2416650
IDF55035457,106182,405060
IDF54914696,146538,81660
IDF55018069,89665,2976975
IDF55096528,144390,3092940
IDF54904566,121147,2817780
IDF55062826,21271,3679275
IDF54945324,81771,3359685
IDF54943463,67507,1882710
IDF54916345,117343,1793070
IDF54951746,92086,1510230
IDF54903495,124183,700305
IDF54971291,46592,115920
IDF54970982,29796,3526455
IDF54914125,147476,3014790
IDF55025155,21176,3736680
IDF55123895,36471,1999980
IDF54907723,131447,1242930
IDF55122451,69658,2183070
IDF55115469,70045,2653560
IDF55044529,140178,1071405
IDF55149061,36909,658725
IDF55061893,111783,515580
IDF55110963,39747,587295
IDF55006121,23329,3381660
IDF54913048,24867,1534815
IDF54964285,16515,3087975
IDF55029312,77924,3360840
IDF55117725,134570,1777080
IDF55107404,148273,955395
IDF54904334,100252,220590
IDF55078101,125811,454275
IDF55014316,66112,1157745
IDF55109366,45583,2336415
IDF55091004,130679,504000
IDF54950938,130646,2384910
IDF54954656,135486,1325880
IDF55012793,20686,143685
IDF54927068,38664,3246600
IDF55147253,31221,3217470
IDF54934010,27492,2275725
IDF55045667,109286,362340
IDF54985570,145870,2246865
IDF54971320,105899,2729565
IDF54992721,61259,992700
IDF55023063,73409,361215
IDF55095619,42666,3747600
IDF54933390,50297,1110615
IDF54905782,59313,2701365
IDF55110261,114740,3535590
IDF55030484,90225,706695
IDF54929120,54659,1018395
IDF54934714,130966,3725460
IDF54959364,71563,125310
IDF54944025,40898,436515
IDF55115896,116069,404745
IDF54920730,55759,3086490
IDF55021151,42384,2166540
IDF55089186,33070,1902540
IDF55059289,120405,1584270
IDF54954148,143398,2991195
IDF55004104,114426,2682915
IDF55038660,136799,1110075
IDF55083995,106472,3241755
IDF55020444,138789,3166005
IDF55051288,16342,1037700
IDF55107636,36644,2759760
IDF54979241,78479,3569340
IDF55105995,76593,3338340
IDF54980161,136733,2571765
IDF55088953,77773,118635
IDF55017773,22774,501330
IDF55018456,92661,1667445
IDF54945654,128122,2427210
IDF54937917,137035,313185
IDF54939000,146241,1012455
IDF54904861,55750,2976585
IDF55033265,104711,2185920
IDF55139024,86728,766620
IDF55037093,146537,1110465
IDF55130214,89914,3444270
IDF55012404,20051,2220450
IDF55080092,131094,1097430
IDF55007315,123041,2472075
IDF55135427,54755,182445
IDF55023372,86834,2565840
IDF54944346,27206,429135
IDF55081360,40421,1508805
IDF55095294,64103,815130
IDF54898589,84077,265020
IDF55113661,133374,1027875
IDF55111448,37649,1679265
IDF54907421,102407,2359155
IDF54961671,138309,3411165
IDF54966962,55176,3572295
IDF55004035,87297,415065
IDF54929284,63241,2047800
IDF54970723,148240,3520380
IDF55139990,149268,2464620
IDF54955901,148141,3363600
IDF55108268,21259,1468665
IDF55141210,120809,2275605
IDF55148857,105455,2669400
IDF55128655,53091,2591025
IDF55055207,41902,3722925
IDF54900656,30036,446490
IDF54928313,60879,943815
IDF55136935,37682,2919075
IDF55043847,106988,3669585
IDF55073555,50429,2032575
IDF55138762,46912,3130485
IDF54908318,45766,3490470
IDF55037599,140733,528150
IDF55054304,89366,3386355
IDF54926449,67055,2284185
IDF55117948,128003,502305
IDF54990367,64784,868215
IDF55046071,88607,3638730
IDF54943721,30946,1966890
IDF55124926,110699,3483675
IDF55115607,49683,574305
IDF54927502,98379,462360
IDF55084529,16957,458055
IDF54969516,114925,2087805
IDF54935176,149794,3221880
IDF54957716,27791,3290490
IDF54972668,149754,585960
IDF54899178,44101,2028330
IDF55115729,61771,577590
IDF55028640,104641,697065
IDF55135995,146373,2255550
IDF55056699,103395,321630
IDF54991497,114248,2812335
IDF54943230,51807,2743980
IDF55013173,82663,2310555
IDF55026805,43500,1830000
IDF55104901,52690,2222730
IDF55103652,103994,3639945
IDF55048306,122800,2876895
IDF55009070,46882,3540345
IDF55107565,91510,3298890
IDF55062351,147985,2474400
IDF55060576,143372,1269390
IDF55001003,57175,3733995
IDF55084630,103800,1962390
IDF55012478,25039,3664800
IDF55072277,134350,2193780
IDF55127724,44573,3415815
IDF54996130,63823,3165510
IDF55059037,148922,476625
IDF55130367,132230,586980
IDF55140348,115277,1356315
IDF54938708,73349,1146345
IDF55078056,43440,3043245
IDF54937080,28909,2089575
IDF55052299,105221,731775
IDF55129490,110397,1911105
IDF54989943,109261,1298700
IDF54926415,73111,879285
IDF55092104,137728,1234020
IDF55012123,130887,355620
IDF54970761,20717,2053845
IDF54929926,23742,1659585
IDF55078759,123692,273345
IDF55100996,35297,96240
IDF55091109,31739,222045
IDF55083595,91017,2860680
IDF54944001,69506,3629340
IDF55019764,23738,3349500
IDF55030285,45171,244005
IDF54924105,24455,2703465
IDF55121006,24165,1854480
IDF54980542,83769,3426390
IDF54980767,16371,1258365
IDF55134606,34508,956370
IDF55103207,53013,1045845
IDF54961813,102056,749535
IDF55040421,30886,1364595
IDF55106662,149700,2874885
IDF55036361,57486,3441720
IDF54983647,72758,2976600
IDF54918153,28469,2154495
IDF55150793,107823,2311530
IDF55018281,76329,2030025
IDF55124878,117044,3186945
IDF55093039,119636,2993535
IDF55039189,56941,2021790
IDF54913835,40608,855675
IDF55040846,29997,2990880
IDF54947564,49627,1265010
IDF55115111,103086,2114610
IDF55056219,23720,2469930
IDF55121867,52620,3200835
IDF55095300,33283,2326065
IDF55064118,39575,1289010
IDF55107934,142685,1663650
IDF54966925,73647,3088905
IDF55130594,42522,3142770
IDF54965376,83843,3408375
IDF55076378,63123,940980
IDF55022467,127168,2899950
IDF55001454,109683,1086345
IDF54968171,66913,1505355
IDF55056887,127533,2028675
IDF55092723,36515,114300
IDF55035951,39834,658620
IDF55075976,41729,1485525
IDF55032170,66386,1216380
IDF54898788,45555,538275
IDF55057305,48910,2899575
IDF55118766,19732,1519350
IDF54942166,60388,1287555
IDF54923222,57174,451170
IDF55126921,144332,703905
IDF54999050,110557,2641740
IDF54990400,92231,3111360
IDF55006348,109974,1230345
IDF55149193,65289,982005
IDF55151608,25427,275175
IDF54978717,36852,1439925
IDF55110557,102997,3593880
IDF54994015,143133,1658895
IDF54985420,49953,503805
IDF55102509,124861,3027945
IDF54993043,31903,1289715
IDF54981341,17792,3734400
IDF54969386,47376,1900905
IDF55000545,31205,1216635
IDF54981455,25361,1299990
IDF55081765,15567,2697645
IDF54980465,59578,1946145
IDF55122730,27243,2020665
IDF54958614,65548,2542020
IDF54924682,18872,556620
IDF55007718,93151,1730985
IDF55128100,85967,2008275
IDF54975692,93515,1378410
IDF54966353,17659,2003595
IDF55051004,67688,3248370
IDF54950496,90818,2328810
IDF54964172,102977,715935
IDF55085840,133296,174015
IDF55005142,22655,2622315
IDF54962013,134052,760035
IDF54927230,104495,311595
IDF54979695,18057,1994580
IDF54910467,120264,920175
IDF54989788,138666,139830
IDF54947179,23114,3499560
IDF55063825,105034,686085
IDF55115374,145063,277770
IDF55018005,97291,590850
IDF54971626,40808,581475
IDF55055198,109502,2580180
IDF55131417,72355,1216320
IDF55057707,18125,1524360
IDF54997878,62191,2420475
IDF55117383,63942,3591060
IDF55122119,93697,3115785
IDF54970169,87710,3454605
IDF55111664,76551,2335350
IDF55015941,77345,476565
IDF54935437,57969,1592355
IDF54925409,101842,3340125
IDF55093307,99200,149910
IDF55007818,82381,3386820
IDF54977517,15710,1168950
IDF54919974,22522,589440
IDF55112090,130393,504615
IDF55113770,122136,2832105
IDF55061015,135775,969525
IDF55032887,123284,250695
IDF54920303,56925,2049225
IDF55041677,147627,2582745
IDF54967770,148785,1759410
IDF55093269,15034,1032465
IDF55002286,41840,2079765
IDF54909842,70063,1452765
IDF55136217,146649,2326530
IDF55023004,23378,3673950
IDF55120999,74300,3402135
IDF54973277,142595,1432065
IDF54970370,135972,2765700
IDF55026077,42301,1362075
IDF55002687,117480,423390
IDF55140338,38118,727080
IDF55047958,99574,2989905
IDF55026811,42373,3274260
IDF55142239,99602,1644120
IDF54953408,97838,1335360
IDF54903518,96908,797895
IDF55075959,72688,1141935
IDF55137218,54453,2332680
IDF55123147,149496,311415
IDF54986765,15156,3422205
IDF55073311,52822,3654330
IDF55113053,61286,3236190
IDF54987684,58491,276180
IDF55090491,147768,3317745
IDF55072684,51478,3224910
IDF55014505,97220,1354725
IDF55081495,98656,756270
IDF54936708,74884,1275465
IDF55119695,120197,3361455
IDF54911172,109086,2069610
IDF55003333,50035,2803275
IDF54986823,59872,1021830
IDF55047743,44037,1954440
IDF54947877,119388,1285155
IDF55150347,87998,1811745
IDF54956070,101833,3400485
IDF55002532,79082,1896480
IDF55095995,109998,2206695
IDF55149519,114054,3375780
IDF55054324,141669,1106670
IDF54939074,95316,1762935
IDF55006897,117913,3635940
IDF54928460,118857,837405
IDF54924825,71420,992025
IDF54930648,106357,565080
IDF54954257,72609,2331600
IDF55074283,49707,3489720
IDF54949083,114593,777480
IDF55056488,145160,2867310
IDF54918365,128345,3712230
IDF55091841,139104,1196280
IDF54910960,118871,3495615
IDF55138204,117392,3556140
IDF54958189,123457,1527855
IDF55062964,28856,1507590
IDF55047176,97860,3368355
IDF55089612,142140,551580
IDF54954891,40320,2031930
IDF54988604,100619,678495
IDF54962719,24161,1852875
IDF55062398,37111,330465
IDF55128145,36710,2363850
IDF55019453,15793,3369975
IDF54969388,32116,3363210
IDF54937876,132710,498345
IDF55038040,140440,1674300
IDF54993294,107395,2295045
IDF54919983,59724,3119685
IDF55042571,148769,642855
IDF55116360,112599,1275585
IDF55019143,96048,89790
IDF55096029,79287,2262240
IDF54935302,60361,1978680
IDF54907947,71413,732750
IDF54926220,44733,1411695
IDF54903172,112615,1352085
IDF55120282,126893,2864505
IDF54933634,143514,3199020
IDF55101710,45983,1188495
IDF55127725,106901,1544925
IDF55000058,124397,3109620
IDF55085729,93539,969435
IDF54986071,116629,2581230
IDF55016097,128709,2385975
IDF55023955,36758,3478875
IDF54910317,141406,3191040
IDF55001639,85046,2669850
IDF55094626,71020,3694680
IDF55122898,16028,3239085
IDF55048536,28065,2465820
IDF54898663,71633,3730560
IDF55083353,132385,1085040
IDF55123768,137493,722235
IDF54898387,111077,3622500
IDF54979956,142345,783915
IDF54985293,41097,2793375
IDF54923440,53995,1651515
IDF55044105,53792,3431385
IDF54931091,141901,904380
IDF54981383,55130,502005
IDF54918296,52412,3120630
IDF54948766,25886,1907625
IDF55046789,75871,3579375
IDF55011448,140537,2224215
IDF54982762,117161,1877400
IDF55011842,132054,3202440
IDF54934634,125027,2509170
IDF55121797,92972,1461930
IDF55024185,69707,160635
IDF54910711,139951,2289810
IDF55092553,18871,3598815
IDF55125542,143063,547140
IDF54922064,48330,2651955
IDF55055545,61582,319005
IDF55084148,106041,146445
IDF54987323,52325,1071900
IDF55109606,26431,2320890
IDF55133841,107815,3429915
IDF55064812,138674,3025365
IDF55096127,23880,1169730
IDF55145746,147030,206985
IDF55071614,42817,3332355
IDF55068246,126410,1817340
IDF54912547,52801,1860420
IDF55081441,98141,2729910
IDF54947370,133778,321405
IDF55121395,21449,1897590
IDF55005096,63957,970320
IDF54990991,98748,558345
IDF54938568,64797,3161340
IDF55116300,144754,1656750
IDF55067430,89151,3707175
IDF54919352,86174,3290400
IDF55085596,61980,3562680
IDF55074198,31291,3099600
IDF55118557,18797,1855320
IDF55094250,148185,168630
IDF54990505,50384,1697115
IDF54932965,93414,1075680
IDF55095055,77116,2536125
IDF54992363,43199,2848500
IDF55070618,85275,470775
IDF55150886,106445,1159800
IDF55095890,130284,3169050
IDF55047864,18773,2720085
IDF55100594,24380,1797210
IDF55103453,49358,573315
IDF54929917,126139,3576375
IDF54934871,46242,1840920
IDF55003124,16607,2519040
IDF55096420,123144,1852710
IDF54963197,28095,1168890
IDF55143320,117384,1641405
IDF55083668,71601,1041465
IDF54901675,83200,1739730
IDF55140054,25351,155160
IDF55113041,119402,3167265
IDF54896660,66861,1788765
IDF55061118,142220,2383320
IDF54966808,137811,348975
IDF55098128,80393,3639870
IDF55054075,55254,3432090
IDF54904954,44050,1153575
IDF55103408,79442,194595
IDF54914664,144402,108720
IDF55026650,79867,453195
IDF54983396,39015,347430
IDF54935693,96870,3569790
IDF55137551,121267,2392455
IDF55130819,70538,1423845
IDF55135323,43221,3247560
IDF54992570,17424,3087405
IDF54898198,149104,2565225
IDF55062833,40757,467835
IDF55055962,58136,2919180
IDF55012926,135432,2621085
IDF54973300,37072,3165885
IDF55125422,131580,1487925
IDF55001010,103361,3593205
IDF55081352,22760,1316850
IDF54945284,58575,1601295
IDF55093016,72089,2981625
IDF55010847,49711,2032860
IDF55051442,143315,3100230
IDF54967193,120624,3127500
IDF55132137,116948,86400
IDF55012426,114534,1849440
