user_id,days_since_last_order,order_frequency_month,order_frequency_week,avg_order_value,median_order_value,total_spent_last_month,total_spent_last_week,discount_usage_rate,last_coffee_type,preferred_roast,milk_preference,seasonal_menu_tried,coffee_bean_origin,last_drink_size,subscription_status,app_opens_per_week,notifications_enabled,review_rating_last_10,review_rating_last_1,app_crashes_last_month,seasons,days_since_last_promo,phone_type,coffee_preference_change,geo_location,churn
user_04162,3.0,3.1918495668218556,,1876.2010585319401,786.5910352441713,2735.9744254331613,685.5045196686857,0.24626284991157035,arabica,light,oat,1.0,kenya,medium,,9.642492911343908,1.0,4.6196655339272015,,,autumn,17.0,ios,0.0,geo_82,0
user_10413,,3.605886723456848,0.9748408690127566,1700.9585554683636,604.8736011072002,1795.917854004183,,0.31122479829226246,arabica,dark,whole,0.0,ethiopia,small,none,,1.0,5.134269993300187,4.764678042765407,3.0,spring,3.0,android,0.0,geo_2,0
user_07325,1.0,2.353890274628045,0.4995255869869082,888.2245222622847,,2609.592357954011,109.35841343947462,0.08951416385761066,robusta,light,whole,,ethiopia,large,premium,45.93064094604617,1.0,3.951013224315974,3.403479647844075,0.0,autumn,1.0,android,0.0,geo_1,0
user_06199,0.0,4.312156643799185,0.8917254319628806,649.4655428540509,395.93638632715584,1490.034167906051,,0.5259206390470308,robusta,dark,skim,0.0,colombia,medium,basic,10.843316237219172,1.0,4.437986986177675,4.923121561323905,1.0,,,android,0.0,geo_3,0
user_03058,0.0,,0.6391593245649982,1390.667570775022,843.6762670621182,2163.02412947591,556.6093021187543,0.15595705987429598,robusta,dark,,0.0,guatemala,medium,none,6.369906872112953,1.0,3.294144656890917,4.106393089749147,1.0,summer,6.0,ios,0.0,geo_3,0
user_07960,10.0,0.9720711592735913,0.1701413334158843,1217.6817454902985,516.9935735018156,418.954577727714,110.42478034147159,0.25954811236722897,arabica,dark,soy,1.0,,small,basic,6.417523842713226,1.0,,5.909755052802877,0.0,spring,25.0,,0.0,geo_93,0
user_03305,2.0,6.622846101536068,1.6286778802171376,571.2734267236153,286.3830301728338,1741.0421134315163,,0.4134615657234237,arabica,medium,skim,1.0,kenya,medium,basic,13.771812947859312,0.0,3.5366455150394756,3.1961895770357134,2.0,autumn,23.0,ios,1.0,geo_13,0
user_09144,6.0,8.776968840769973,,96.91582442063978,48.459861742136184,380.40562202508096,71.74549166690765,0.5179048277974507,arabica,medium,skim,1.0,ethiopia,medium,basic,17.126174665655796,1.0,4.3696974591810696,,1.0,winter,12.0,android,0.0,geo_3,0
user_01121,15.0,,0.07276577154207022,734.4372913983933,414.31367918770525,55.532152693956554,27.383476578477747,0.31488914434715465,robusta,dark,almond,1.0,guatemala,medium,none,5.093058969008935,1.0,4.055672013603276,2.338884769980563,1.0,summer,2.0,android,0.0,geo_2,0
user_09749,13.0,10.91384319286832,2.547975564435625,1012.0319396047915,344.0997658637105,3911.1064046345114,801.6569665724,0.1811486030283796,blend,light,whole,1.0,,large,none,11.512475997543287,1.0,4.650742581265846,3.4356220998719085,1.0,winter,63.0,web,0.0,geo_3,0
user_08600,2.0,7.775759472882523,1.7607754390315522,626.832610607147,511.2209115356238,4588.169024006247,876.2316072206941,0.05907473056772842,robusta,dark,none,1.0,vietnam,medium,premium,6.7633120104036815,1.0,3.7018938497140024,4.913660056261989,1.0,winter,10.0,ios,0.0,geo_35,0
user_08422,1.0,4.160497090588388,0.8815857724085007,443.1793427914849,255.18953325084885,1104.6583732310753,,0.40302364284874764,blend,light,oat,0.0,kenya,small,none,11.894627033538718,0.0,4.457260575218971,5.996694025579628,2.0,winter,36.0,ios,0.0,geo_2,0
user_07607,4.0,5.431441842349033,1.4129858860529616,1064.7558519762147,631.9144428979617,2906.81878773582,888.0944410276203,0.288424088904246,arabica,medium,almond,1.0,ethiopia,medium,basic,7.042723912764973,0.0,3.3107172011599078,5.345131710381496,1.0,summer,1.0,android,0.0,geo_40,0
user_03298,2.0,4.314762229912854,0.9795821841012322,1111.226358544069,383.655180185773,1460.2847174240678,356.08020342463,0.4640434025691381,arabica,medium,whole,,brazil,medium,basic,11.148524264974917,,4.990702695879598,3.1656296159650266,0.0,summer,11.0,android,0.0,geo_3,0
user_00439,0.0,3.0724111456969636,0.8425789028286225,,665.2364569371827,2182.774669693317,702.1122056238405,0.48364492261232067,blend,light,whole,1.0,guatemala,medium,premium,7.769082596291791,1.0,4.496174879915454,1.5848618353903672,2.0,autumn,0.0,ios,0.0,geo_2,0
user_01730,1.0,4.618759000919545,1.1395932715510588,1136.4122256725072,433.4914837775212,1826.0632865086923,522.9352301306511,0.10842677984124072,arabica,dark,almond,0.0,guatemala,medium,none,8.314719229830068,1.0,5.2995089531791795,,1.0,spring,16.0,ios,1.0,geo_5,0
user_00562,0.0,9.842341480767265,2.2397846252772218,547.7329043315796,,2109.9540098408943,402.80193457222657,0.12141737731733664,blend,dark,skim,1.0,brazil,small,,11.060955915297264,1.0,3.8250139627800466,6.163318576896861,,summer,26.0,ios,0.0,geo_2,0
user_07887,2.0,4.161548527354719,0.9718723813012355,1332.7567103995823,389.2612050690118,1758.3011438260862,449.54533854448357,0.11869775673647392,,medium,almond,0.0,ethiopia,large,none,7.415762904223054,1.0,3.2538310129966312,3.3306136516459994,0.0,summer,2.0,ios,0.0,geo_99,0
user_08537,10.0,2.9873623231909314,0.7357732554743077,419.506245470727,120.82263720612576,361.415111498905,104.5331165823016,,robusta,medium,whole,0.0,vietnam,medium,basic,7.472976775086458,1.0,3.5102433010146084,3.910604203215338,1.0,winter,19.0,ios,0.0,geo_3,0
user_02458,,5.195103089603006,1.1580155366623506,200.81838210369312,81.50119728126697,418.09678720769824,,0.39170710637406597,arabica,light,whole,1.0,vietnam,large,none,11.901553597008814,1.0,3.8780645051632066,3.7538037534700495,0.0,winter,8.0,android,0.0,geo_23,0
user_00315,5.0,9.087876329649333,2.2042058004781233,833.1891704948339,404.5032663344231,4129.568148511911,818.3544062798233,0.5576906610866638,arabica,dark,skim,1.0,vietnam,,none,10.504342216726265,1.0,6.030262971958657,3.717906282739398,2.0,spring,9.0,android,0.0,geo_14,0
user_04028,6.0,6.187498250347823,1.5367602481908453,770.8707242762961,332.4973718221607,1917.0037385284984,619.6550524503746,0.1511038362676605,robusta,dark,whole,0.0,vietnam,large,premium,11.241601270585885,1.0,3.0341012689470013,3.980576581598846,2.0,autumn,9.0,ios,0.0,geo_1,1
user_07267,2.0,7.532050679724442,,2003.1901715804026,619.220135670078,4796.421270536104,875.5042594244026,0.2417377363554944,arabica,dark,skim,0.0,ethiopia,,basic,3.048840555680123,1.0,2.376275438760841,4.737184534829067,0.0,,0.0,ios,0.0,geo_97,0
user_06423,1.0,5.310146008355158,1.277048634137068,301.5859514700229,238.1258318500903,1229.0711798643952,311.4032021512071,0.4045411312933969,arabica,light,whole,1.0,ethiopia,medium,none,11.9281962613574,1.0,6.140786460187215,5.355360723215274,2.0,spring,2.0,android,1.0,geo_30,0
user_02935,,5.579705275233298,1.261861688394286,1238.158780637996,709.090846319435,4371.84677168347,989.5715598034509,0.5723797430903306,blend,medium,oat,0.0,kenya,small,basic,8.17136507179932,1.0,2.8614413851007696,2.857209375006833,0.0,spring,34.0,android,0.0,geo_75,0
user_05282,0.0,6.2260502925313155,1.3381198442063456,3532.310838067722,1175.6974415785471,6370.435304076599,1855.6674459673422,0.7153127101916117,arabica,light,skim,1.0,ethiopia,small,none,,1.0,4.189052351757301,4.262720012030861,,winter,6.0,ios,0.0,geo_2,0
user_08349,5.0,4.034676074913261,0.967662850527673,,431.8118603381159,1432.1214842125478,537.4112427436949,0.01784975669873343,arabica,dark,whole,1.0,ethiopia,small,none,10.989177150292775,1.0,4.60013766563046,4.380642425116783,0.0,winter,36.0,android,,geo_23,0
user_01087,0.0,2.176114449624713,0.5777943447777881,877.8713674702113,,767.5647955575238,184.5602450322246,0.03444405969406924,robusta,medium,skim,1.0,guatemala,large,premium,13.559410345552015,1.0,5.963131747315794,7.03073614639088,0.0,autumn,1.0,ios,1.0,geo_82,0
user_00958,0.0,1.8467127099317524,0.6248086329267022,663.0875732422347,506.06138471022007,790.1783866221085,250.22719525487148,0.21899707989164224,robusta,light,oat,0.0,ethiopia,small,basic,,1.0,3.516956284182657,5.083555474344719,0.0,spring,2.0,ios,0.0,geo_59,0
user_03026,14.0,3.709330510678541,0.8564888604282334,3801.353060109017,1294.421428173934,4975.039606040371,1048.9753835886695,0.3289342774779511,arabica,dark,none,1.0,kenya,large,premium,12.506119595097639,1.0,3.5882556948689133,6.1335826003840985,0.0,spring,4.0,android,1.0,geo_2,0
user_03307,0.0,2.718734562040048,0.5231801416090012,1049.2014224267239,667.6636495400219,1858.204285657164,291.1032064228852,0.2760164749214732,arabica,dark,soy,0.0,guatemala,medium,basic,15.20939987053692,0.0,,,2.0,spring,2.0,ios,1.0,geo_2,0
user_04156,3.0,3.0740851540239618,0.7448988715249727,623.6286538184956,271.4904376041349,946.8202346070259,233.49437887128056,0.5335051975273128,robusta,medium,soy,1.0,kenya,medium,premium,8.231641774702844,0.0,4.152240731269047,2.7221308733483114,2.0,summer,,android,0.0,geo_62,0
user_01595,4.0,3.729249253351544,1.028547321972519,787.1188727362195,455.4841877314526,1567.2634382674964,373.5649924169789,0.18172780829689916,robusta,dark,skim,1.0,vietnam,large,premium,16.140606274860865,0.0,4.170764689466793,4.1187959295953265,2.0,summer,18.0,android,1.0,geo_75,0
user_04448,2.0,2.8380598195298226,0.6842536216636642,329.251382963264,186.23049545485875,465.83625760320155,150.77290208580547,0.34766154567601015,arabica,dark,almond,1.0,kenya,medium,none,2.6344787151992515,1.0,5.397621374624431,0.9431036841228084,0.0,winter,0.0,android,0.0,geo_13,0
user_01347,2.0,5.030047821876694,1.2686996712216594,915.5059407753937,732.6891094871858,3828.458553909577,680.3677087361253,0.31471762698314065,arabica,dark,whole,1.0,brazil,,none,13.07401692924537,0.0,5.351735769083309,6.8190839863715675,3.0,summer,18.0,web,0.0,geo_2,1
user_01768,,2.9073624143677597,0.632237263104162,3291.627767310068,1298.6463845431701,4190.342945268923,,0.3235522229014933,arabica,light,none,1.0,vietnam,medium,none,4.794246042220983,1.0,4.059528657187932,3.303470175980377,0.0,winter,2.0,ios,0.0,geo_49,0
user_01111,1.0,3.7750080313670415,0.8902287344650489,766.187545414886,299.2937472395608,1172.0588107497254,197.81288360045295,0.10320993110352146,arabica,light,none,,brazil,large,basic,7.965140125579076,1.0,5.697570490324427,1.7649153148423027,2.0,autumn,,android,0.0,geo_65,0
user_03272,6.0,2.3397407133153787,0.5325643697072405,354.67776087738673,129.46089635426858,328.71032814311263,73.68303073722704,0.48390318050951475,blend,light,,1.0,vietnam,medium,none,3.450148595726049,1.0,6.288363496376815,0.6779300991068857,0.0,,61.0,ios,1.0,geo_27,0
user_09054,4.0,1.0443176543630632,0.35630706478059504,579.6520753517709,447.8064585531728,456.8127336197757,181.99092085566537,0.0835217455133294,arabica,dark,soy,1.0,brazil,,none,3.6930729928628896,1.0,5.155280813186671,3.29576829389189,,summer,8.0,ios,0.0,geo_3,0
user_10101,4.0,4.119691480974027,1.060726163649674,,208.05929598514672,799.3566929799725,205.15495579048357,0.6876840907781937,robusta,light,oat,1.0,ethiopia,small,none,3.505291090248127,1.0,3.997775119034728,4.046750597452264,1.0,winter,51.0,ios,0.0,geo_2,0
user_00047,3.0,2.1937578424726207,0.5150465513278081,1082.5691525070058,586.8244164934031,1150.2751632264353,283.94264887374607,0.11970512470186555,robusta,dark,oat,1.0,kenya,medium,none,,1.0,4.9231724201506335,2.9353668846443566,0.0,summer,19.0,ios,0.0,geo_2,0
user_08384,1.0,6.895168714901289,1.5876378310956307,1638.927692679728,468.3278174166999,2987.382412277591,872.5938284184017,0.11332101294343495,robusta,dark,none,1.0,brazil,small,premium,10.788048077105607,1.0,3.661196690025256,6.53962561512113,0.0,winter,1.0,ios,,geo_99,0
user_05453,2.0,1.639121858214449,0.438392704919698,1093.9021333038831,819.4203519648237,6677.555305555409,252.0962405487129,0.20062473802592032,robusta,dark,oat,0.0,guatemala,medium,,47.36639131815964,1.0,,5.270707622459748,1.0,summer,3.0,ios,1.0,geo_27,0
user_07507,,4.491405065766596,1.1025848965777612,1454.5965278137246,687.0396534928894,3562.141487015567,711.5066016930235,0.22282674113770956,,light,oat,,guatemala,medium,basic,13.576469606003679,1.0,3.839176888250587,4.967403283461407,0.0,winter,6.0,web,0.0,geo_75,0
user_07131,3.0,6.24959699408335,1.4130851643457767,514.2496427130437,153.79327977917748,856.7738875496706,243.30186812388106,0.634670757514005,arabica,medium,oat,1.0,ethiopia,,none,6.924851387368872,1.0,3.641682138130853,4.722692554639317,1.0,summer,16.0,android,0.0,geo_1,0
user_01284,1.0,0.7690790352207405,0.22010274927228174,570.0618345108338,285.7498281296666,192.58287953545624,56.34142058883658,0.21546760717076655,arabica,light,oat,1.0,kenya,large,basic,4.377462776462578,1.0,4.313632388878403,3.5788843478386387,3.0,spring,40.0,ios,0.0,geo_2,1
user_02534,6.0,3.989229846266421,0.7348925852371332,771.1918113545163,234.2123376548795,1082.6268152814714,221.35501956068907,0.1317725520545168,arabica,medium,oat,1.0,brazil,medium,none,,1.0,3.6243051053486175,4.345338744861116,0.0,winter,4.0,web,0.0,geo_70,0
user_09014,1.0,7.230441749106284,1.4950596829779748,668.2188760718091,465.561596352635,2868.1756592608467,494.83079162419887,0.09458835265639144,blend,medium,whole,0.0,colombia,small,pro,16.12460430005571,,3.531784854685361,7.234326635143998,0.0,autumn,4.0,android,0.0,geo_1,0
user_03209,4.0,1.8549295055052129,0.42896133063417763,2537.022847920968,728.3905561930036,1504.6025800719128,343.84740005604846,0.49251969242630816,robusta,light,skim,1.0,vietnam,medium,basic,5.711707044532292,1.0,3.2119018625545768,1.6158217049229773,0.0,autumn,6.0,android,0.0,geo_31,0
user_05376,4.0,4.2680012909640554,1.0461369104754594,790.5260815899283,475.4897998154977,1940.9999814021912,354.063379108242,0.031935380804305566,arabica,medium,whole,,colombia,small,pro,12.163450804574898,1.0,6.04156766870617,4.502761167145347,0.0,summer,4.0,ios,0.0,geo_2,0
user_10137,0.0,4.419282318415426,1.1865278743621044,1154.6573040987337,381.75776852260566,1540.9355504863559,439.00776204776446,0.3578178926122055,arabica,medium,almond,1.0,ethiopia,medium,pro,15.87083939679906,1.0,5.62180331251294,2.0734674922116403,0.0,winter,7.0,ios,1.0,geo_3,0
user_06723,2.0,5.324197232614262,,,921.0065371549545,4233.608748010353,976.2271451605343,0.054929853527070575,arabica,light,none,1.0,guatemala,large,none,14.026954435013657,1.0,3.338755198820882,3.7755475233839295,1.0,spring,27.0,ios,0.0,geo_3,0
user_07017,0.0,4.988595231892956,1.1535171536105464,664.3827915536988,425.1780379075965,2034.2643748271616,395.99290691039994,0.20706984181974067,blend,medium,whole,1.0,,small,basic,9.631993012548612,1.0,3.644406366133775,4.336088468909017,2.0,,38.0,ios,0.0,geo_25,0
user_00565,,3.0235683926822547,0.7988371826523035,1250.8559163056143,,1289.5510444884317,452.1618111520597,0.07349235178630088,arabica,light,skim,1.0,brazil,medium,,6.341414796959199,0.0,5.0831048608515506,2.421346455897172,0.0,spring,15.0,android,0.0,geo_3,0
user_09964,,0.919248565043845,0.22048863715326095,626.7908081499014,367.773710160086,314.95850274975265,66.34436451802198,0.35588801899877903,arabica,medium,none,1.0,brazil,medium,premium,3.3773540020891315,1.0,3.9427162308593062,3.832493964813024,5.0,spring,4.0,ios,0.0,geo_21,1
user_09379,1.0,5.269941899043406,1.1197886317954155,509.8655287295656,353.91835999798724,1914.5817929565437,466.36822802583634,0.4475005217997213,robusta,medium,soy,1.0,,large,none,10.81815018500292,0.0,4.70543381695247,5.215926874046492,0.0,summer,21.0,android,0.0,,0
user_01669,8.0,7.987932250104903,,1748.578712806532,558.7845736679558,4184.151993824036,952.5624721659814,0.09339139301348562,robusta,dark,,0.0,kenya,small,basic,8.252181800298251,0.0,5.549786701866218,1.4252422741079345,,autumn,16.0,android,,geo_3,1
user_04467,0.0,3.4136203604292312,0.7653067704766374,1344.948561916959,575.9462976749275,2034.182114778104,428.7742548240839,0.2392779878402874,arabica,medium,oat,0.0,,large,premium,,1.0,4.415078945831507,4.928526087148107,1.0,summer,6.0,android,0.0,geo_100,0
user_08994,1.0,6.51849952917749,1.5927730734695134,1091.0943031627792,324.7106566655237,1705.7803244994036,505.131079092303,0.32229466695660525,robusta,dark,whole,0.0,colombia,medium,,9.092062231636287,,4.660144577962001,2.3205704831517524,1.0,summer,2.0,android,0.0,geo_80,0
user_03037,19.0,0.7160449277865942,0.21659170884282153,958.2282108775479,361.47593674464224,235.69638289501833,71.02116747522051,0.2363876743079141,arabica,dark,oat,1.0,guatemala,medium,basic,5.413190347574463,1.0,4.038956046440219,5.722914543100145,1.0,winter,,ios,0.0,geo_2,0
user_06119,5.0,,0.26230424769189,275.4876988944678,,307.1729624767165,51.365163985475526,0.15085685951408373,arabica,light,oat,1.0,colombia,medium,basic,5.906231517405916,1.0,3.99065627615595,2.5866693030595296,2.0,autumn,0.0,android,0.0,geo_100,0
user_02039,1.0,3.1233277451102155,0.8076949457239084,869.0799341888352,346.35105653103295,1014.3911314858925,218.7928907795022,0.15612190084115565,arabica,light,whole,0.0,colombia,large,basic,11.461099813896874,1.0,3.6156328350572458,3.235061296963113,0.0,summer,7.0,ios,1.0,geo_94,0
user_01350,10.0,3.663744337579566,0.9462940371954153,1553.9368118577909,520.8687325908479,2276.2199042425405,416.5042187931303,,blend,dark,skim,1.0,ethiopia,large,premium,15.388086921440426,1.0,1.8594644557561817,6.286738904491895,0.0,autumn,29.0,ios,0.0,geo_82,0
user_08652,1.0,3.153765539910884,0.6564548518625688,469.8930669709438,362.7225574948607,1261.2604920225806,228.84713384417807,0.1679455285602196,arabica,dark,skim,1.0,ethiopia,medium,premium,5.96851616491294,1.0,2.6274595248398898,3.4839305666526,0.0,spring,11.0,ios,1.0,geo_11,0
user_05580,0.0,2.4585068100623024,0.640936746061263,2422.1421856905704,,2616.3820385344816,,0.1971003891860417,arabica,medium,oat,1.0,colombia,medium,none,7.715871255230319,1.0,4.401416549256173,2.2750475732572193,0.0,autumn,1.0,ios,1.0,geo_1,0
user_08873,0.0,7.127813541534728,1.5538982088346294,1098.4320706196647,736.9943481541316,5480.135805256187,,0.09186592443002654,arabica,dark,whole,,colombia,medium,none,11.678857230316652,1.0,5.028985928057394,1.732018286243394,0.0,summer,79.0,ios,0.0,geo_32,0
user_02613,6.0,2.550311131143233,0.6274649942576825,702.2291677174774,377.33714564567106,818.0891942980114,285.50500790244394,0.2510011339041515,blend,medium,,1.0,brazil,small,none,7.316037220090772,0.0,4.175035605900814,4.690730010543739,0.0,summer,101.0,android,0.0,geo_1,0
user_03399,4.0,4.311831786941366,1.033053046540154,356.1523802443607,126.18827638073776,538.5770991323493,111.7885933012077,0.17149021889749336,arabica,light,oat,1.0,kenya,small,basic,7.879065522092848,1.0,4.217520505413799,2.249674437203841,1.0,summer,35.0,android,0.0,geo_1,0
user_07540,1.0,3.393506386373398,0.8967910737668777,683.6783885929998,537.0796055235251,1564.6317841110008,532.0194186208353,,blend,dark,none,1.0,brazil,medium,,,1.0,4.248702456906033,3.6916239247301434,2.0,spring,3.0,,0.0,,0
user_00532,28.0,4.704610320888868,0.9585283435175378,1887.171610627614,925.3365369584211,5174.93714505558,729.3903841541284,0.6379820679661055,arabica,light,oat,1.0,ethiopia,,premium,11.447674667861499,1.0,3.784984207885792,1.9984263338018526,0.0,autumn,2.0,web,1.0,geo_3,0
user_08187,13.0,3.737736348220597,1.0258255283680293,507.049285776425,266.580572636685,1082.5610782507551,196.45989572372255,0.4226568030127023,arabica,light,oat,1.0,ethiopia,large,premium,11.100455737586833,1.0,5.1445117944400485,3.8392030533948094,0.0,winter,1.0,android,0.0,geo_2,0
user_03050,1.0,4.066294761757821,1.0901549413836924,619.0749793145114,383.7097166468775,1273.277382256128,439.0709582729238,0.1490081373044488,arabica,dark,oat,1.0,colombia,large,premium,15.709804609305767,1.0,5.292825339741093,4.302554645087598,0.0,autumn,19.0,android,1.0,geo_1,0
user_06464,8.0,3.5802592955736476,0.9133659647658975,631.0361898487905,221.35075574769422,945.1546075262831,142.62808071858063,0.26714922881876263,robusta,dark,almond,0.0,colombia,medium,none,,,4.790531149800563,2.6910798487539553,0.0,,21.0,android,0.0,geo_2,0
user_08604,3.0,3.8512353824993406,,233.32780535367488,189.32932123923783,862.4592841942207,185.66260763487676,0.08982290702752513,blend,light,oat,1.0,vietnam,medium,none,3.7729842350017964,1.0,4.81844350886697,4.020345230314634,1.0,winter,28.0,ios,0.0,geo_22,0
user_09756,1.0,2.028693103099685,0.5630552073526245,1012.6065869637514,332.39735899541415,792.7822891429452,195.69443517661318,0.5387053784431004,arabica,medium,whole,0.0,vietnam,medium,basic,9.285578466770904,0.0,3.6115252700027947,5.597713494714801,5.0,winter,15.0,ios,1.0,geo_100,1
user_03984,8.0,16.300509941244716,3.7788523296702277,1548.1908366690293,653.6891084606689,12550.032405043972,1933.9006125289645,0.16959221356157447,arabica,medium,soy,1.0,ethiopia,medium,,16.091409674632068,1.0,5.4746018615961685,3.7785724114515333,0.0,autumn,4.0,ios,0.0,geo_42,0
user_05858,0.0,5.389460173334432,1.2811833385237428,,,2666.4515818214263,585.0498077945923,0.2634719083845051,robusta,light,whole,1.0,ethiopia,medium,basic,13.587628093123376,0.0,4.3491632090742645,3.299319449900909,1.0,summer,3.0,ios,0.0,geo_20,0
user_05337,4.0,4.943813843561257,0.978263731589547,1544.2032940413142,804.4288476199877,3927.080640342016,615.5731283791112,0.28110123088936473,robusta,medium,,1.0,vietnam,medium,basic,11.85999612008765,0.0,4.504980682147505,4.373770765346185,0.0,summer,0.0,ios,0.0,geo_74,0
user_04564,1.0,1.0939110468558402,0.40252154167938137,776.385545413588,469.17651481773424,462.3945237023576,237.5632371788262,0.40744105166336614,blend,light,oat,1.0,kenya,small,basic,5.180610923692963,1.0,5.338133741424161,3.812344694139307,2.0,spring,23.0,android,0.0,geo_84,0
user_07289,9.0,5.108862698260533,0.9727519238684283,446.16742222676453,,1022.807496260146,141.25373776195678,0.24784865133401565,robusta,light,almond,0.0,guatemala,,premium,2.3321889976272168,1.0,4.087926948538244,4.609131952263586,4.0,spring,5.0,ios,0.0,geo_1,1
user_04969,2.0,5.260534850893304,1.2044662375673338,221.33804436159556,101.99789424722351,490.5524570041673,148.4090718395252,0.5812061263258691,arabica,dark,whole,1.0,ethiopia,small,basic,13.586421712470075,1.0,4.349238312359226,,0.0,summer,25.0,ios,0.0,geo_62,0
user_09115,3.0,5.612133480331607,1.2193089197098865,733.3735733780868,349.8184537102808,1891.73728733976,550.6330044724211,0.5008312119499757,blend,medium,,1.0,kenya,small,,3.9608289455876435,0.0,5.494341720992879,5.3901714665404326,1.0,spring,29.0,android,0.0,geo_1,0
user_03528,17.0,11.313073708617532,2.5873510117716187,1120.0863140933552,496.4059582727165,6098.457150869734,1125.6225376789141,0.1537567900048005,arabica,light,oat,1.0,ethiopia,medium,none,10.492629186303162,1.0,4.721226362033062,2.8271676138861292,1.0,spring,8.0,ios,1.0,geo_1,0
user_08899,14.0,2.053977841762288,0.5388583126123121,421.560232260843,140.41471921616974,343.6590673855758,73.63981779381191,0.24899027041626995,robusta,dark,oat,0.0,colombia,small,basic,0.0,1.0,5.273071797624521,,,autumn,15.0,android,1.0,geo_1,0
user_01393,3.0,4.248382443283782,0.9561472713201956,923.5169669013719,535.4376424898303,2658.5912388640368,661.9042094874322,0.14413397335517955,arabica,dark,whole,0.0,brazil,medium,,11.182652959070177,1.0,3.5814244899445935,,1.0,spring,18.0,ios,1.0,geo_84,0
user_02611,0.0,3.477904789460818,0.6986635841011462,222.26399949792253,,364.461959708943,83.32691236022654,0.10607928396498016,robusta,dark,almond,0.0,colombia,large,premium,6.964236453763647,1.0,4.181103946579421,5.176956267413772,2.0,,21.0,ios,0.0,geo_32,0
user_04084,1.0,1.9487596650700898,0.45829099183553007,1030.2788836676507,399.2347910351264,685.9673302211543,185.27309319144908,0.15887389371232336,arabica,dark,almond,0.0,brazil,small,basic,1.3266906351804482,0.0,4.3139928751150975,4.258371316436605,0.0,winter,4.0,ios,0.0,geo_92,0
user_03317,0.0,1.4521100195736107,0.3494977114958744,1794.2019661521967,817.7037881904836,1167.5368499303252,368.6583967453641,0.18988215094677074,arabica,dark,oat,0.0,brazil,small,none,6.353555585411844,0.0,4.442686936197425,6.058613010958304,1.0,summer,10.0,android,0.0,geo_90,0
user_00795,,1.4556934417997567,0.3896746055930823,561.2927611696764,374.31408969606673,458.0460991276521,135.93515331752585,0.2560174770731698,arabica,light,soy,1.0,ethiopia,large,basic,3.8451377262503668,,4.232744800240696,5.1757492898522175,,summer,5.0,android,0.0,geo_94,0
user_03206,9.0,2.1229650932046313,0.501173152846152,1960.9181729953962,600.7674209210376,1442.8136104114028,211.85710839137803,0.8070713067503,blend,dark,soy,1.0,,small,none,9.055300429590963,1.0,3.6739807742551203,3.18878140169899,1.0,autumn,4.0,ios,0.0,geo_3,0
user_00542,1.0,10.135736445264742,2.3198427124515013,1544.3546214945923,455.88821261127265,4149.839399367473,,0.2984161559389729,arabica,,oat,1.0,kenya,medium,none,,1.0,5.1426770419386205,3.690027312549278,3.0,spring,17.0,ios,0.0,geo_93,0
user_03898,3.0,0.3335247500359718,0.008514965154830634,144.10161467936058,,36.661996048350986,0.9502583671425626,0.14233077326199997,arabica,medium,almond,1.0,guatemala,large,basic,0.7848867168343329,1.0,2.7382507006330297,,0.0,spring,4.0,ios,0.0,geo_100,0
user_01022,12.0,3.016867470707104,0.6351084569914406,468.6181042609991,140.2077448547983,505.06232368390044,113.82257269225165,0.2608628794709854,arabica,light,none,1.0,,medium,none,8.469837353939585,1.0,,5.14934444086913,0.0,autumn,7.0,android,0.0,geo_1,0
user_07463,2.0,2.1193403690415598,0.44604111793509843,3660.5988427296325,1584.089521188398,3008.327852274448,812.5126186141562,0.23453755796712117,arabica,dark,oat,1.0,colombia,medium,basic,5.1607227809732,1.0,3.278155112287561,4.45208557889363,2.0,spring,6.0,android,0.0,geo_1,0
user_07403,2.0,3.52710617372822,1.0079369092481023,961.1783104352398,280.80500409935416,814.1769229716485,343.0182725972288,0.22324378568006029,arabica,light,soy,0.0,colombia,medium,pro,,1.0,4.557202841055658,5.987236595039041,0.0,summer,10.0,ios,0.0,geo_3,0
user_02932,0.0,1.8996881647037254,0.30290437863611475,639.4086310010115,427.2238675726411,717.4416875874618,115.782315639981,0.41235599898838926,blend,light,whole,1.0,kenya,medium,none,9.177771890630881,0.0,3.5801796239696984,6.054208212857812,0.0,autumn,7.0,android,1.0,geo_2,0
user_02287,2.0,5.55248778148809,1.3505882781619378,364.4813107847907,267.28421401364324,1303.1382623506383,387.6887203697857,0.22592897763113673,blend,dark,whole,1.0,kenya,medium,basic,14.368722831304924,1.0,5.628284778885285,2.6966910473025543,1.0,winter,66.0,ios,0.0,geo_65,0
user_04382,4.0,4.479794661402034,0.9331588218343856,471.27070818145086,190.56067638831738,784.8379267821499,,0.5915593949194875,blend,light,,1.0,ethiopia,medium,premium,7.5556326765053194,1.0,4.111995168754085,,1.0,summer,27.0,android,0.0,geo_2,0
user_03169,2.0,,0.5441063353967854,,147.18658110430604,321.14168412804383,84.47523050932598,0.09282227627294218,blend,dark,,1.0,ethiopia,medium,basic,,0.0,4.038808802339444,2.1865102241421104,1.0,winter,1.0,android,1.0,geo_1,0
user_03107,0.0,8.164290419052152,1.9761912368618328,1444.2576486744729,420.5655825139161,2895.8053007209837,,0.10753637230349776,robusta,light,whole,1.0,ethiopia,small,none,11.260864048008372,1.0,3.4869729247295806,3.8111310051870944,0.0,winter,4.0,ios,0.0,geo_97,0
