id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,ml_feature_1,ml_feature_2,ml_feature_3,ml_feature_4,ml_feature_5,ml_feature_6,ml_feature_7,ml_feature_8,ml_feature_9,ml_feature_10
9.495534618069172e+18,0,14102213,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3566cd2a,8a4875bd,1,0,21882,320,50,2526,0,35,-1,221,0.6837769491352561,B,-3.771732286642651,0,0.2950397284021373,-0.9067595658529524,Y,-0.8332858487185113,0.11517423874529757,0.6846695404754654
9.516886797347928e+18,0,14102213,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af9205f9,fd235d3a,1,0,9478,320,50,906,3,1451,100156,61,-1.5459798535861415,C,3.713147652203393,1,0.37246554205415755,0.9897962447061862,X,-0.8866589928985242,-0.08024259636810789,0.8651772492745581
9.538876464416571e+18,0,14102213,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61,-0.7972313614875078,C,-0.8649672073032111,1,0.45487659022835764,-0.1284203418584665,Z,-0.2776057128208038,-0.571995686660566,0.5041948303493918
9.541790584821983e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,9b1b442b,b3f4c8ce,1,0,21768,320,50,2506,0,35,-1,157,0.48996897801121125,C,-8.444218887249118,0,-0.015526257796717947,-0.7432377891265598,Y,-0.151208600824549,0.14732866332536745,-0.21162877186937815
9.544098706249195e+16,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,6a016346,8013ea41,1,0,21767,320,50,2506,0,35,-1,157,-0.05923259670789431,C,9.051066772583084,1,-0.017838599091798368,-0.5822665963583132,Y,-0.40612333272099144,-0.10296790428020286,0.5995196209313499
9.550932546847408e+18,1,14102213,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3bedb464,6f21a189,1,0,21878,320,50,2526,0,35,100075,221,1.5434037510544523,C,0.4657008971440568,1,0.42128590845455693,0.7407872216118644,Y,-0.302613493469564,0.3958603167245209,-0.06272204900296344
9.746551445445597e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,10462434,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61,1.5853772120493217,D,2.6402023422688607,1,-1.191215942337627,0.38828528225400294,X,-0.7088742953692733,-0.49353852885636046,0.14123738952000486
9.76691271931087e+18,0,14102213,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ee4b5a30,db1d05df,1,0,21769,320,50,2507,0,35,100176,157,-1.8606322729380613,E,-5.473607024248707,0,0.3305721333541084,0.9445003985762804,Z,-0.9306866668746177,-0.41093788493000055,0.22947913839249673
9.800061236372754e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,abebc2a4,3bb1ddd7,1,0,19733,320,50,2260,0,171,100156,91,-2.4375259835301675,E,-2.267348369952888,1,-1.455725286073729,-0.8424653572244586,Y,0.26835495074127036,-0.2400047501439844,-0.18518424584870097
9.912876127963423e+18,0,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30009c9b,c6263d8a,1,0,15702,320,50,1722,0,35,-1,79,0.8904163108130644,D,-2.398258661996147,0,1.2271776048181033,0.44153508468916774,Y,0.729721230093139,0.04902093703154325,-0.2892552607675588
9.916531192228977e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,0c770324,ae33a54e,1,0,21767,320,50,2506,0,35,-1,157,-0.6370185212736263,D,9.128815330699641,0,1.4035978822953914,-0.2567689511179669,Z,-0.9185403652589188,-0.5168630018748483,0.5087185867753523
9.971848841783323e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,97ae812b,0cdca4fe,1,0,21767,320,50,2506,0,35,-1,157,-1.658895513623448,A,-2.152677395041362,1,0.4944845163679854,-0.14669447138027247,Z,0.2190419822927172,-0.0925255530950996,0.238430097121029
9.971920029396791e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,a7088e34,9e3836ff,1,0,21768,320,50,2506,0,35,-1,157,-1.1318303579046713,A,-2.018616297076692,0,1.2680757652717738,-0.13312247813690037,Z,0.6915133619355365,0.25639517466890466,0.07316769414141723
9.972384865896792e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,93da3a2d,49e4cc4f,1,0,21767,320,50,2506,0,35,100144,157,0.8914452767747568,A,5.824311524875743,0,0.37388762234580775,0.8780683760291503,X,0.2921546860078428,0.1693429840503894,-0.5460215515695964
9.98459292812857e+18,0,14102213,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,08c55306,84ebbcd4,1,0,21764,216,36,2506,0,35,100075,157,-0.11025901404225288,C,8.120569564650129,0,0.7548261490551071,0.8976572044975192,Z,0.29904348926731084,0.5839188743955147,-0.011463090345467294
9.995565667527303e+18,0,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ee300829,1ccc7835,1,0,15703,320,50,1722,0,35,100083,79,-1.6259341438022363,A,-7.137468757068371,0,0.2330031732403955,0.9999994963936248,Y,-0.763172628098584,0.025403717820567925,-0.25097946255894976
1.0135052057884051e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,3fbe19ff,1dbdd403,e981565c,1,0,1038,320,50,178,3,1327,-1,15,0.5230868599482206,D,5.500217449174068,1,-0.5335561409476985,-0.5531881056017467,Y,-0.40176029036384464,-0.3833416839638275,-0.08632330943653006
1.0155407268233875e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,699f4994,1f0bc64f,1,0,19493,320,50,2229,0,687,100031,48,-0.5722552376079449,C,2.3432485227484143,0,-1.5005197334346096,0.9643382986411366,X,0.3356594347133559,0.3091162458699439,0.19340359984974598
1.0194526318870655e+18,0,14102214,1005,0,765a0577,c7414932,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,98ac654b,9e3836ff,1,0,20366,320,50,2333,0,39,-1,157,1.1201245474934056,D,-7.649951265061727,0,0.5672961320874427,0.3531341475842863,X,0.36394488551296345,-0.09751517763883084,-0.1572818482945225
1.0228319547762742e+18,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a3ab52e3,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61,0.11571247405493858,A,0.08448668295610062,1,0.23480810881963923,-0.9853438881524936,Z,0.6923290349922095,0.11032101823355442,0.004770470337820164
1.023415057719186e+19,1,14102214,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,c3f7117b,1,0,9478,320,50,906,3,1451,100156,61,-2.4441096012395973,D,-7.7619058795879585,1,1.394806195941787,0.8359614258111188,Z,0.9975909203759395,0.21481280430531527,0.27694395356556445
1.0248294588341502e+19,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,31244985,05e70df4,1,0,21853,216,36,2524,0,35,100083,221,1.8471031162170368,B,-3.327689871117352,0,0.21911464106652764,0.16121449976879693,Z,-0.47403340942549277,-0.6174919462455172,0.03309194727075016
1.0283062554649844e+19,0,14102214,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c5cc6a83,84ebbcd4,1,0,17654,300,250,1994,2,39,100084,33,0.43274570719441724,E,2.0528193681295637,0,-1.4149917506335152,-0.9985640255572777,Z,0.9367957895211734,-0.022417886459241233,-0.13647465978925277
1.0323324709997967e+19,0,14102214,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0af4b466,a1a7a957,1,0,21694,320,50,2497,3,43,100151,42,0.2826293756746531,E,-5.907774637781104,0,-0.4641979952903832,0.5273604196577306,X,0.3436187967029203,0.05142091262047251,0.15920927076979285
1.0339408280077052e+19,0,14102214,1002,0,311607e4,4a382ce3,50e219e0,ecad2386,7801e8d9,07d7df22,2b3decde,bd967e20,0dbcc560,0,0,17894,320,50,2039,2,39,100077,32,0.3354677632194308,B,-0.9889331933511674,0,1.0842500562034612,0.8610949689120806,Z,0.22906546138721717,0.5892496361579391,-0.05520436828390817
1.0342333454897756e+19,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,28a98382,1f0bc64f,1,0,15706,320,50,1722,0,35,100084,79,-1.1844001071748795,A,-9.509894441878696,0,0.2642960338908174,0.9958013947621083,X,-0.8959628867971094,0.7209711768764312,0.23538436789230438
1.036044672992353e+19,0,14102214,1005,1,88154ade,9f448720,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f40cef41,d4897fef,1,0,21883,320,50,2526,0,35,-1,221,-0.5465762764598568,E,2.3337545573991747,1,0.2264773539581086,-0.9995958505057203,Z,0.12230343546641453,-0.6890976062346882,-0.1865188697782402
1.0413175792937935e+19,1,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,fd7a4443,5096d134,1,0,21767,320,50,2506,0,35,100111,157,1.297939622792333,E,5.3681207141310985,0,0.38911348400502493,0.6911025427313343,Y,0.17924590287056363,0.37615540078900755,0.0138891246923699
1.041695500849549e+19,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b857414,8a4875bd,1,0,15706,320,50,1722,0,35,-1,79,0.42626444671804625,B,9.810283564196489,1,-0.19304661608412582,-0.6436994076627135,Y,0.08528404311203008,-0.3878706438640628,-0.1466533970734736
1.0538664998877094e+19,1,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b79827b4,44801bc1,1,0,15704,320,50,1722,0,35,-1,79,0.7093273607777144,A,-5.930858391214489,0,-0.0937987556013549,0.6340075377180555,Z,-0.06460884087389662,-0.6498561046650893,0.5514269500937143
1.058747851614067e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,89fece84,f4fffcd0,1,0,17661,320,50,1996,1,41,100057,71,-0.0996346753325335,B,6.546538569084458,1,-0.31272381203111876,0.5904152382686869,X,-0.910297244351167,0.1386948569820972,-0.1104063970055582
1.0733877829094711e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,26c73298,cdf6ea96,1,0,20634,320,50,2374,3,39,-1,23,1.012589830330116,B,-7.658151455035616,0,0.21230301900165713,-0.1868614549344335,Z,-0.3088007986355841,-0.06658268533185521,-0.0783915415438496
1.0782995938673766e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,c515c9c0,95b2935e,24f6b932,1,0,15706,320,50,1722,0,35,-1,79,-1.2293092833280674,E,5.586418097707115,0,0.7948784586353795,-0.220782851049655,Z,0.21046215902222531,-0.0009816936287632015,-0.17164672601507322
1.0799517387852282e+19,1,14102214,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5b2cf0af,2ef76bec,1,0,19015,300,250,2162,2,39,-1,33,0.25723701777158575,D,-3.60274667527926,0,0.08617323415133896,0.7980052966720571,X,0.6637832599276102,-0.14636024512394916,0.14327048132770448
1.0820231528184125e+19,1,14102214,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8d59fd8a,7abbbd5c,1,0,21677,320,50,2495,2,167,-1,23,-1.7655746894891418,D,-3.869175318797766,0,-0.38843105850270554,-0.5171767222309064,Y,-0.16797974661283332,0.9684880239958538,0.402176600508792
1.0971939286590544e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,cb06b587,2347f47a,0f2161f8,a99f214a,d31ad3d5,4ea23a13,1,0,21770,320,50,2507,0,35,100176,157,0.8277176670613771,D,1.0788607470494433,0,1.5018164686344315,-0.15565279855279252,Z,-0.4989992500235436,0.37551623595346084,-0.0495782076976626
1.1042057170483866e+19,0,14102214,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,cc63cb07,1,0,9478,320,50,906,3,1451,100156,61,0.1938195304357478,B,-8.439417158394422,1,-0.25439481657710505,-0.844669836911074,Y,-0.13138458849615087,-0.21550582414767167,0.28194453849873635
1.1105921567677637e+19,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aabbdb24,c6263d8a,1,0,15707,320,50,1722,0,35,-1,79,0.04476047398903626,D,3.479298292000834,1,1.1791040775893338,0.44233618028567906,Z,0.7784673697167437,-0.05545008827195288,-0.07451615101867473
1.1106703627066327e+19,1,14102214,1005,0,f84e52b6,d7e2f29b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a22bac22,44c701de,1,0,21789,320,50,2512,2,303,-1,52,0.479360044213705,A,-3.986561285452243,1,-0.07522043092867703,-0.7559104055177558,X,0.9284993727562026,0.3407349231746488,0.40835050408456813
1.1142550908505766e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,891d7c35,abbf627a,16954458,1,3,15703,320,50,1722,0,35,100083,79,0.11335337263881312,D,-7.861623778215343,0,-1.6388081827634278,0.9209856897803435,Y,0.001774830267090577,-0.5084061206654956,0.29444155281573114
1.1185743991161604e+19,0,14102214,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c77264c6,04258293,1,0,19772,320,50,2227,0,679,-1,48,0.1444062545231409,B,-5.575424234793569,0,0.6070382487758167,0.06672426583467202,X,0.46105369512954164,0.2236106565737039,0.11162100720356365
1.1192935095525705e+18,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,0ecd4035,170a5d8f,d787e91b,1,0,1037,320,50,178,3,1327,-1,15,-1.384836468090254,A,-7.506659761453407,0,1.200300343284135,0.9181497067336706,X,-0.048007756415517466,-0.3715082507708659,0.7004343279241829
1.1320573087024165e+19,0,14102214,1005,0,9a28a858,64778742,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90d8c5a,ef726eae,1,0,21837,300,250,2523,0,35,-1,221,-1.4814583741771965,C,-6.019356109592646,0,-1.0998628452615489,-0.8041888436415854,Z,0.45351122848295655,0.4911771327505915,0.21528044401230137
1.1365780509826902e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,cdaa7075,2347f47a,4ce2e9fc,53b9865e,4f1801b5,fce66524,1,2,1039,320,50,178,3,1327,-1,15,-0.09010332008597485,A,6.317690728433117,0,-1.815289548183316,0.8352633294480645,X,-0.7782017193903958,-0.4961149835772153,-0.38517365441797563
1.1368660171525614e+19,0,14102214,1005,0,765a0577,c7414932,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,4d4ebf50,9e3836ff,1,0,20362,320,50,2333,0,39,-1,157,-0.5501997939349383,D,3.5995623788351327,0,0.842193522472136,0.33376530992786707,X,0.3141448753195226,0.28596154941565277,0.6170750111073923
1.137902597969387e+19,0,14102214,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a221f111,84ebbcd4,1,0,17654,300,250,1994,2,39,-1,33,-0.21916597628382717,D,-7.245054231875045,1,0.4241527097382024,-0.8599518440783773,Z,-0.5508364493161284,-0.3429403770535439,0.6351223257289603
1.1414354771396618e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,e7c09d44,6569eeb3,1,0,17016,320,50,1873,3,39,-1,23,0.5520071562375344,D,2.994467837044601,0,-0.33766246935508887,-0.9420517954277431,Z,-0.7788927427306696,-0.16370496933759754,-0.12618307076906524
1.145441732242609e+19,0,14102214,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c173cc04,04258293,1,0,20093,300,250,2295,2,35,100077,23,-0.7106411122020733,D,7.8264098154830215,1,1.4570035720758754,0.3200267914260297,X,0.013880092833590929,-0.6816246854480212,-0.09176298594029533
1.1486638470478415e+18,1,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4fc580d4,8d19d3d4,1,2,15701,320,50,1722,0,35,100084,79,-0.10484148836985525,C,-8.318895981879695,0,-0.1916542340688039,0.3267473611916096,Z,0.053407714449095756,0.556810794774436,-0.324164015744445
1.1527187224052877e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,97adb262,7ad1d423,be74e6fe,1,0,1039,320,50,178,3,1327,-1,15,1.627084481875484,B,-1.686442698541672,0,0.72281867394262,0.6013739796542753,Y,-0.5742095700181993,-0.3249196397810737,0.49268122739952747
1.159373244144348e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,93d786c6,2347f47a,0f2161f8,a99f214a,53758d3d,05e70df4,1,0,21737,300,250,2502,0,35,100084,221,0.78356201575541,A,-7.286216469520603,1,-1.0538910358148137,0.011599090426943563,X,0.6241313866199201,0.6371619158781814,0.014268375875906519
1.159408202006186e+19,1,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,e35ccb69,18233085,c9e27f06,1,0,1038,320,50,178,3,1327,-1,15,-1.2115910179505347,B,7.110407755824159,1,-0.68476240691536,-0.9254976314646676,Z,0.1632269234909559,-0.6113835906580677,-0.3242280885521618
1.1806480719800285e+19,0,14102214,1005,0,765a0577,c7414932,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,712c674e,9e3836ff,1,0,20366,320,50,2333,0,39,-1,157,-0.48632759543363235,B,-0.6459824939194707,0,0.33762223607305636,0.7417312104544342,Y,-0.1304401324574398,-0.352427203222348,-0.15986149661684726
1.1979316000063078e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,ace56c80,ac97e3e0,89416188,1,0,1038,320,50,178,3,1327,100148,15,-0.9790832489280561,B,-8.204146496842984,0,-0.8538235106222654,-0.40188811542034303,Y,-0.4711364844481598,0.41259908169026105,0.37356482769948685
1.2093427779698253e+18,0,14102214,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,934c8475,1aa0e912,1,0,21835,300,250,2523,0,35,-1,221,0.6163003835110721,D,4.247187981769038,1,0.15303476115398215,0.8451498893739628,X,-0.9368364543722827,-0.3674013094737592,0.08619167241508614
1.217406517514265e+19,0,14102214,1005,0,c1fcc9a1,422b8953,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,cac6608d,3bd9e8e7,1,0,6392,320,50,547,3,47,-1,23,1.5052133981022504,D,2.5753002867800596,0,-0.4947537177063267,0.5719996276203436,Y,-0.027297625361557998,0.02340066690462284,0.05854203703976797
1.2362726422288124e+19,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,03fbfe26,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79,0.111011680554491,A,-0.44243405220612075,1,-0.16517555368280284,0.3220487350078662,Z,0.4318852805393001,0.8848214509567044,-0.26842370387745096
1.2407832511293528e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,3c7892c8,80ea761c,3bd9e8e7,1,3,15708,320,50,1722,0,35,100084,79,-1.6902666555538939,B,8.8986828863789,1,-0.5619452002318933,-0.12943569913905148,Z,0.8260065907034713,0.23705262587426235,-0.10816705365975147
1.2434618574524606e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,186f91c1,5096d134,1,0,21768,320,50,2506,0,35,-1,157,-0.5778007617186905,E,0.0794849861850917,1,2.5251799945701188,0.14758988039117868,Z,0.2080251284369894,0.4590673877362562,-0.03803013407757374
1.2450476654672447e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,b7880139,aad45b01,1,0,20277,320,50,2281,3,47,100182,42,0.20990757367067614,A,-3.3154906768660064,0,0.9769163276957826,0.561578361012105,Y,0.488120391955583,-0.3195177330397436,0.2006349738144696
1.2487940840184519e+19,1,14102214,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dd080b50,c6263d8a,1,0,21836,300,250,2523,0,35,-1,221,-0.6645458534479296,E,6.161037773952174,1,0.6087987933846132,0.9206721218397421,Z,-0.3025197279071593,0.1710816011207398,0.5428824409290116
1.2623129515919735e+19,0,14102214,1005,1,f9e1a388,a3024024,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7354e6b0,779d90c2,1,0,16615,320,50,1863,3,39,-1,23,-0.8705110973998637,A,-4.535891554686482,0,-0.3134794504114,-0.7697957342770255,Y,-0.5857167730169932,0.2226744072377397,-0.2253595889319279
1.2638435130483149e+19,0,14102214,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7f227a53,04258293,1,0,19772,320,50,2227,0,679,-1,48,1.4784951472201815,D,-1.7891317631345078,0,-0.5971799233123621,-0.9294152929034686,X,0.6493502302685077,0.31168390345976577,-0.4252992874928682
1.266816767609447e+19,0,14102214,1005,0,0a647e36,5c9c05b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,58c0d7c3,8a4875bd,1,0,20366,320,50,2333,0,39,-1,157,1.1130731411706138,A,-9.754577621505415,1,2.859877381877809,0.8080198897650498,Z,-0.9709978040611891,0.23147134881173798,0.24032790077302868
1.2781065466076708e+18,0,14102214,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,509276ca,1c6a881d,1,2,21828,320,50,2522,0,35,100083,221,0.23917640315979724,C,1.7934894660952434,0,-0.17850526065956634,-0.4626233037893541,X,0.6176044135488716,-0.1400104730954096,0.3363898913601092
1.2885351422253173e+19,0,14102214,1005,0,6ec06dbd,d262cf1e,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,eafac002,7abbbd5c,1,0,17163,320,50,1955,3,163,100191,71,-0.5632520402442424,D,1.5012777965926851,1,-0.37506813164507424,-0.6668431515719818,Z,-0.21846510942846908,0.7130120180097163,-0.2521330034096793
1.2973404901134303e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,aa10466c,31f8e95a,d4897fef,1,0,20362,320,50,2333,0,39,-1,157,2.233829052443855,B,0.8480506927694957,0,0.44664007013537194,0.4492995435169695,Y,0.9982351569028713,-0.8135693600733777,-0.2720626524375122
1.2993181462645354e+19,0,14102214,1010,1,85f751fd,c4e18dd6,50e219e0,30270b79,7801e8d9,09481d60,1c1c2bfc,1eee337a,da9c0785,5,2,17875,320,50,2036,3,47,-1,156,-0.6879650822683336,C,7.404799078391463,0,0.15028107579494612,0.920472299084691,Z,0.47946900688390337,0.45945603379674266,0.40048562543664334
1.3113858639188115e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,7f1c3832,a4b6f65b,1,0,20743,320,50,2394,0,175,100111,116,0.026214264120968472,D,-8.020611325871357,0,-1.3765061835226673,0.5189094058070943,Z,-0.07074921354364783,-0.577962858764056,0.4122128711561155
1.3164216903540904e+19,0,14102214,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d8c196e2,f994739e,1,0,21883,320,50,2526,0,35,100074,221,0.4324626398216918,A,-0.6223083256241608,1,-0.8211891840807921,0.8562675435072578,X,0.21803663419847852,0.23876725079330235,0.6551895782498023
1.3252467526758482e+19,1,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a5bd7bbf,4ea23a13,1,0,15705,320,50,1722,0,35,-1,79,-1.3417324492279563,C,-6.820908805392241,1,0.9939743024182209,0.19211523770879677,Z,-0.5635959668311171,0.1490193472797353,0.02623088010335113
1.3303417301062556e+19,0,14102214,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,16759bfd,6f21a189,1,0,17875,320,50,2036,3,47,-1,156,1.228524037288478,D,-2.3872742907509554,1,-0.0691643561311643,-0.4956344535335534,Z,-0.7646406975106199,-0.13798922646510592,-0.33564045995883773
1.3504833187961405e+19,0,14102214,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,c3f7117b,1,0,9478,320,50,906,3,1451,100156,61,-0.9838145714898757,D,5.487158079804351,1,-0.7216035942004126,-0.1895219848734095,X,-0.9592123131504173,0.48577470012597235,0.28428035348992287
1.3592046401497247e+18,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,05e70df4,1,0,21853,216,36,2524,0,35,-1,221,0.8805749005845519,C,2.26219442392307,1,-0.016203571197003334,-0.05340852875066157,Z,-0.7952064358628901,-0.006277488465455191,0.12187285748368545
1.3610077084037532e+19,0,14102214,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b67b8947,cd5b1559,1,2,17914,320,50,2043,2,39,-1,32,0.4135711955930936,B,9.414847307511238,1,0.8567161796315108,0.35545946009198637,X,0.27392435129551873,1.129909965454159,-0.28719208864234935
1.361322009306118e+19,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,584880b9,8a4875bd,1,0,15708,320,50,1722,0,35,100083,79,0.8494171481397331,B,2.82124192041438,1,0.08396695584748559,0.1957067810147435,Z,0.64175082910554,-1.3360395880178424,0.9339269626179051
1.368835016139291e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,3d8ae68c,f4ff44e7,2db63e92,1,0,20362,320,50,2333,0,39,-1,157,-0.18402962491997227,B,-5.124744522375073,0,0.12818022563777726,-0.1630664572080992,X,-0.2462234291523946,-0.11198623219814718,0.46545755975749054
1.374178741920739e+19,1,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,971db1a1,375c3d47,1,0,10742,320,50,1076,0,35,100172,79,0.1225209012618998,D,-6.502935631254996,1,-2.25345606838613,-0.44675760774736417,Y,-0.7570787605999024,1.1271477183987655,0.4226016679053133
1.3846291812404754e+19,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,e5f1bafe,2347f47a,0f2161f8,68785aec,e1b01b54,e6f3a5c2,1,0,19772,320,50,2227,0,679,100079,48,-0.9916714535948012,E,1.4691822747628578,1,1.1312667332291377,-0.9953204430321247,X,-0.8555851739693427,-0.3863479475929926,0.6994051890970197
